"Wavenumber (cm-1)","Refractive index","Extinction coefficient"
7129.740255,1.553730488,5.62759E-05
7129.258125,1.553730607,5.62536E-05
7128.775995,1.553730369,5.61942E-05
7128.293865,1.553730488,5.61329E-05
7127.811735,1.553730249,5.61153E-05
7127.329605,1.553730249,5.6153E-05
7126.847476,1.55373013,5.6221E-05
7126.365346,1.55373013,5.62679E-05
7125.883216,1.55373013,5.62544E-05
7125.401086,1.553730249,5.61811E-05
7124.918956,1.553730011,5.60925E-05
7124.436826,1.553730011,5.60414E-05
7123.954696,1.553729773,5.60457E-05
7123.472567,1.553729773,5.60716E-05
7122.990437,1.553729653,5.60777E-05
7122.508307,1.553729653,5.60659E-05
7122.026177,1.553729534,5.60789E-05
7121.544047,1.553729415,5.61426E-05
7121.061917,1.553729296,5.6219E-05
7120.579787,1.553729415,5.62441E-05
7120.097658,1.553729296,5.61996E-05
7119.615528,1.553729296,5.61449E-05
7119.133398,1.553729057,5.61574E-05
7118.651268,1.553729057,5.62534E-05
7118.169138,1.553728938,5.6381E-05
7117.687008,1.553728938,5.64742E-05
7117.204878,1.553728938,5.65156E-05
7116.722749,1.553728938,5.65257E-05
7116.240619,1.553728938,5.65241E-05
7115.758489,1.553728938,5.65143E-05
7115.276359,1.553728819,5.6504E-05
7114.794229,1.553728819,5.6512E-05
7114.312099,1.5537287,5.6551E-05
7113.829969,1.553728819,5.66067E-05
7113.34784,1.5537287,5.66438E-05
7112.86571,1.553728819,5.66457E-05
7112.38358,1.5537287,5.66192E-05
7111.90145,1.553728819,5.65824E-05
7111.41932,1.553728819,5.65438E-05
7110.93719,1.553728819,5.65031E-05
7110.45506,1.5537287,5.64594E-05
7109.972931,1.5537287,5.64146E-05
7109.490801,1.55372858,5.63633E-05
7109.008671,1.55372858,5.63079E-05
7108.526541,1.553728461,5.62671E-05
7108.044411,1.553728342,5.62703E-05
7107.562281,1.553728104,5.63252E-05
7107.080151,1.553728104,5.6402E-05
7106.598022,1.553728104,5.64477E-05
7106.115892,1.553728104,5.64358E-05
7105.633762,1.553727984,5.63825E-05
7105.151632,1.553727984,5.63356E-05
7104.669502,1.553727865,5.63306E-05
7104.187372,1.553727746,5.63734E-05
7103.705242,1.553727508,5.64521E-05
7103.223112,1.553727627,5.65439E-05
7102.740983,1.553727508,5.66255E-05
7102.258853,1.553727627,5.66715E-05
7101.776723,1.553727627,5.66641E-05
7101.294593,1.553727627,5.66106E-05
7100.812463,1.553727508,5.6548E-05
7100.330333,1.553727508,5.65163E-05
7099.848203,1.553727388,5.65338E-05
7099.366074,1.553727269,5.65802E-05
7098.883944,1.55372715,5.6617E-05
7098.401814,1.55372715,5.66336E-05
7097.919684,1.553727031,5.66527E-05
7097.437554,1.553727031,5.67093E-05
7096.955424,1.553726792,5.68113E-05
7096.473294,1.553726912,5.69265E-05
7095.991165,1.553726912,5.7011E-05
7095.509035,1.553727031,5.70377E-05
7095.026905,1.553727031,5.70061E-05
7094.544775,1.55372715,5.69316E-05
7094.062645,1.553727031,5.68438E-05
7093.580515,1.553726912,5.67895E-05
7093.098385,1.553726792,5.68116E-05
7092.616256,1.553726673,5.69089E-05
7092.134126,1.553726554,5.70286E-05
7091.651996,1.553726673,5.71083E-05
7091.169866,1.553726673,5.71294E-05
7090.687736,1.553726792,5.71151E-05
7090.205606,1.553726673,5.70872E-05
7089.723476,1.553726792,5.70447E-05
7089.241347,1.553726673,5.69853E-05
7088.759217,1.553726673,5.69431E-05
7088.277087,1.553726435,5.69664E-05
7087.794957,1.553726435,5.70523E-05
7087.312827,1.553726315,5.71371E-05
7086.830697,1.553726554,5.71519E-05
7086.348567,1.553726435,5.70947E-05
7085.866438,1.553726435,5.70288E-05
7085.384308,1.553726315,5.70132E-05
7084.902178,1.553726315,5.70561E-05
7084.420048,1.553726077,5.71309E-05
7083.937918,1.553726196,5.72027E-05
7083.455788,1.553726196,5.72464E-05
7082.973658,1.553726196,5.725E-05
7082.491529,1.553726196,5.72248E-05
7082.009399,1.553726196,5.72178E-05
7081.527269,1.553725958,5.72676E-05
7081.045139,1.553726077,5.73544E-05
7080.563009,1.553726077,5.74174E-05
7080.080879,1.553726196,5.74195E-05
7079.598749,1.553726077,5.73997E-05
7079.11662,1.553726077,5.74123E-05
7078.63449,1.553726077,5.74511E-05
7078.15236,1.553726315,5.74457E-05
7077.67023,1.553726196,5.73585E-05
7077.1881,1.553726315,5.72402E-05
7076.70597,1.553726077,5.71776E-05
7076.22384,1.553726077,5.71888E-05
7075.74171,1.553726077,5.72183E-05
7075.259581,1.553726077,5.7215E-05
7074.777451,1.553726077,5.71844E-05
7074.295321,1.553726077,5.71536E-05
7073.813191,1.553726077,5.71136E-05
7073.331061,1.553726077,5.70306E-05
7072.848931,1.553725958,5.69228E-05
7072.366801,1.553725958,5.68587E-05
7071.884672,1.553725719,5.68871E-05
7071.402542,1.553725719,5.69727E-05
7070.920412,1.553725719,5.70283E-05
7070.438282,1.553725839,5.70059E-05
7069.956152,1.553725719,5.69292E-05
7069.474022,1.553725719,5.6842E-05
7068.991892,1.5537256,5.67756E-05
7068.509763,1.5537256,5.67483E-05
7068.027633,1.553725362,5.67799E-05
7067.545503,1.553725362,5.68696E-05
7067.063373,1.553725362,5.69649E-05
7066.581243,1.553725362,5.69994E-05
7066.099113,1.553725481,5.69603E-05
7065.616983,1.553725481,5.68984E-05
7065.134854,1.553725362,5.68582E-05
7064.652724,1.553725481,5.68218E-05
7064.170594,1.553725362,5.67514E-05
7063.688464,1.553725362,5.66604E-05
7063.206334,1.553725123,5.66198E-05
7062.724204,1.553725123,5.66742E-05
7062.242074,1.553725004,5.67793E-05
7061.759945,1.553725123,5.68475E-05
7061.277815,1.553725004,5.68441E-05
7060.795685,1.553725123,5.68052E-05
7060.313555,1.553725123,5.6775E-05
7059.831425,1.553725243,5.67433E-05
7059.349295,1.553725123,5.66735E-05
7058.867165,1.553725243,5.65719E-05
7058.385036,1.553725004,5.64903E-05
7057.902906,1.553725004,5.64627E-05
7057.420776,1.553724885,5.64649E-05
7056.938646,1.553725004,5.64403E-05
7056.456516,1.553724885,5.63711E-05
7055.974386,1.553725004,5.62838E-05
7055.492256,1.553724766,5.62119E-05
7055.010127,1.553724766,5.61483E-05
7054.527997,1.553724766,5.60714E-05
7054.045867,1.553724647,5.59913E-05
7053.563737,1.553724408,5.59502E-05
7053.081607,1.553724289,5.59803E-05
7052.599477,1.55372417,5.606E-05
7052.117347,1.553724289,5.61296E-05
7051.635218,1.55372417,5.61489E-05
7051.153088,1.553724289,5.61252E-05
7050.670958,1.553724289,5.6085E-05
7050.188828,1.553724289,5.60285E-05
7049.706698,1.55372417,5.59344E-05
7049.224568,1.55372417,5.58004E-05
7048.742438,1.553724051,5.56754E-05
7048.260308,1.553723812,5.56321E-05
7047.778179,1.553723574,5.57036E-05
7047.296049,1.553723574,5.58443E-05
7046.813919,1.553723454,5.5965E-05
7046.331789,1.553723574,5.59947E-05
7045.849659,1.553723693,5.59324E-05
7045.367529,1.553723693,5.58296E-05
7044.885399,1.553723454,5.57534E-05
7044.40327,1.553723454,5.57461E-05
7043.92114,1.553723335,5.5802E-05
7043.43901,1.553723335,5.58791E-05
7042.95688,1.553723335,5.59222E-05
7042.47475,1.553723454,5.58912E-05
7041.99262,1.553723454,5.57891E-05
7041.51049,1.553723574,5.56448E-05
7041.028361,1.553723335,5.55012E-05
7040.546231,1.553723335,5.53927E-05
7040.064101,1.553723097,5.53431E-05
7039.581971,1.553722978,5.53595E-05
7039.099841,1.553722858,5.54171E-05
7038.617711,1.553722858,5.54596E-05
7038.135581,1.553722858,5.54373E-05
7037.653452,1.553722978,5.53465E-05
7037.171322,1.553722739,5.52305E-05
7036.689192,1.553722739,5.51426E-05
7036.207062,1.553722501,5.51027E-05
7035.724932,1.553722501,5.51001E-05
7035.242802,1.553722262,5.51243E-05
7034.760672,1.553722262,5.51699E-05
7034.278543,1.553722143,5.52169E-05
7033.796413,1.553722143,5.52196E-05
7033.314283,1.553722143,5.51443E-05
7032.832153,1.553722143,5.501E-05
7032.350023,1.553721905,5.48881E-05
7031.867893,1.553721786,5.48435E-05
7031.385763,1.553721547,5.4892E-05
7030.903634,1.553721428,5.49932E-05
7030.421504,1.553721309,5.50998E-05
7029.939374,1.553721309,5.51802E-05
7029.457244,1.553721309,5.52198E-05
7028.975114,1.553721309,5.52148E-05
7028.492984,1.553721189,5.51799E-05
7028.010854,1.553721309,5.51551E-05
7027.528725,1.55372107,5.51745E-05
7027.046595,1.55372107,5.524E-05
7026.564465,1.553720951,5.5311E-05
7026.082335,1.55372107,5.53391E-05
7025.600205,1.55372107,5.53034E-05
7025.118075,1.55372107,5.52247E-05
7024.635945,1.553720951,5.51408E-05
7024.153815,1.553720951,5.50883E-05
7023.671686,1.553720713,5.50835E-05
7023.189556,1.553720713,5.51178E-05
7022.707426,1.553720593,5.51635E-05
7022.225296,1.553720713,5.51831E-05
7021.743166,1.553720593,5.51574E-05
7021.261036,1.553720713,5.50964E-05
7020.778906,1.553720474,5.50235E-05
7020.296777,1.553720593,5.49576E-05
7019.814647,1.553720355,5.4904E-05
7019.332517,1.553720355,5.48687E-05
7018.850387,1.553720117,5.4864E-05
7018.368257,1.553720117,5.48928E-05
7017.886127,1.553719997,5.4936E-05
7017.403997,1.553719997,5.49623E-05
7016.921868,1.553719878,5.49586E-05
7016.439738,1.553719878,5.49428E-05
7015.957608,1.553719759,5.49395E-05
7015.475478,1.553719759,5.49522E-05
7014.993348,1.55371964,5.49583E-05
7014.511218,1.553719759,5.49426E-05
7014.029088,1.553719521,5.49178E-05
7013.546959,1.55371964,5.49009E-05
7013.064829,1.553719521,5.48773E-05
7012.582699,1.553719521,5.48094E-05
7012.100569,1.553719401,5.46927E-05
7011.618439,1.553719401,5.45833E-05
7011.136309,1.553719044,5.45576E-05
7010.654179,1.553718925,5.46314E-05
7010.17205,1.553718805,5.47392E-05
7009.68992,1.553718925,5.47997E-05
7009.20779,1.553718686,5.47957E-05
7008.72566,1.553718686,5.4779E-05
7008.24353,1.553718567,5.4803E-05
7007.7614,1.553718448,5.48643E-05
7007.27927,1.553718448,5.4927E-05
7006.797141,1.553718448,5.49693E-05
7006.315011,1.553718328,5.49967E-05
7005.832881,1.553718448,5.50145E-05
7005.350751,1.553718328,5.50065E-05
7004.868621,1.553718328,5.49712E-05
7004.386491,1.553718209,5.49513E-05
7003.904361,1.55371809,5.4998E-05
7003.422232,1.553717971,5.51135E-05
7002.940102,1.55371809,5.52296E-05
7002.457972,1.55371809,5.52694E-05
7001.975842,1.553718328,5.52077E-05
7001.493712,1.553718209,5.508E-05
7001.011582,1.553718209,5.49365E-05
7000.529452,1.55371809,5.4815E-05
7000.047323,1.553717971,5.47408E-05
6999.565193,1.553717852,5.47264E-05
6999.083063,1.553717732,5.47546E-05
6998.600933,1.553717613,5.47763E-05
6998.118803,1.553717732,5.47565E-05
6997.636673,1.553717494,5.47072E-05
6997.154543,1.553717494,5.46766E-05
6996.672414,1.553717375,5.46862E-05
6996.190284,1.553717256,5.47139E-05
6995.708154,1.553717136,5.47371E-05
6995.226024,1.553717017,5.47771E-05
6994.743894,1.553716898,5.48685E-05
6994.261764,1.553716898,5.50018E-05
6993.779634,1.553716898,5.51135E-05
6993.297504,1.553717017,5.51546E-05
6992.815375,1.553717017,5.5134E-05
6992.333245,1.553717017,5.5089E-05
6991.851115,1.553717017,5.5028E-05
6991.368985,1.553717017,5.49357E-05
6990.886855,1.553716898,5.48257E-05
6990.404725,1.553716898,5.4751E-05
6989.922595,1.55371666,5.47488E-05
6989.440466,1.55371666,5.47825E-05
6988.958336,1.55371654,5.47895E-05
6988.476206,1.55371654,5.4757E-05
6987.994076,1.55371654,5.47358E-05
6987.511946,1.553716421,5.47551E-05
6987.029816,1.553716421,5.47707E-05
6986.547686,1.553716421,5.47252E-05
6986.065557,1.553716302,5.46366E-05
6985.583427,1.553716183,5.45894E-05
6985.101297,1.553715944,5.46337E-05
6984.619167,1.553716063,5.47175E-05
6984.137037,1.553715944,5.47493E-05
6983.654907,1.553715944,5.47088E-05
6983.172777,1.553715825,5.46624E-05
6982.690648,1.553715825,5.46684E-05
6982.208518,1.553715587,5.47106E-05
6981.726388,1.553715706,5.47334E-05
6981.244258,1.553715587,5.47218E-05
6980.762128,1.553715587,5.47152E-05
6980.279998,1.553715467,5.47518E-05
6979.797868,1.553715467,5.48153E-05
6979.315739,1.553715348,5.48618E-05
6978.833609,1.553715467,5.48653E-05
6978.351479,1.553715467,5.48292E-05
6977.869349,1.553715467,5.477E-05
6977.387219,1.553715348,5.47005E-05
6976.905089,1.553715467,5.46396E-05
6976.422959,1.553715229,5.46038E-05
6975.94083,1.553715229,5.45869E-05
6975.4587,1.55371511,5.45597E-05
6974.97657,1.55371511,5.45062E-05
6974.49444,1.553714991,5.44482E-05
6974.01231,1.553714871,5.44275E-05
6973.53018,1.553714752,5.44569E-05
6973.04805,1.553714752,5.45044E-05
6972.565921,1.553714633,5.45367E-05
6972.083791,1.553714633,5.45478E-05
6971.601661,1.553714514,5.45495E-05
6971.119531,1.553714514,5.45389E-05
6970.637401,1.553714514,5.45048E-05
6970.155271,1.553714395,5.44568E-05
6969.673141,1.553714275,5.44343E-05
6969.191012,1.553714275,5.44635E-05
6968.708882,1.553714156,5.45287E-05
6968.226752,1.553714156,5.45837E-05
6967.744622,1.553714156,5.45992E-05
6967.262492,1.553714156,5.45823E-05
6966.780362,1.553714037,5.45564E-05
6966.298232,1.553714037,5.4538E-05
6965.816102,1.553714037,5.45288E-05
6965.333973,1.553714037,5.45196E-05
6964.851843,1.553713918,5.4496E-05
6964.369713,1.553714037,5.44306E-05
6963.887583,1.553713918,5.43182E-05
6963.405453,1.553713918,5.41974E-05
6962.923323,1.553713679,5.41263E-05
6962.441193,1.55371356,5.41321E-05
6961.959064,1.553713441,5.41812E-05
6961.476934,1.55371356,5.42068E-05
6960.994804,1.553713441,5.41783E-05
6960.512674,1.553713441,5.41164E-05
6960.030544,1.553713202,5.40609E-05
6959.548414,1.553713202,5.40315E-05
6959.066284,1.553712964,5.40255E-05
6958.584155,1.553712964,5.40393E-05
6958.102025,1.553712726,5.40768E-05
6957.619895,1.553712726,5.4136E-05
6957.137765,1.553712606,5.42044E-05
6956.655635,1.553712726,5.42586E-05
6956.173505,1.553712606,5.42819E-05
6955.691375,1.553712726,5.42668E-05
6955.209246,1.553712606,5.42181E-05
6954.727116,1.553712726,5.41553E-05
6954.244986,1.553712487,5.41071E-05
6953.762856,1.553712487,5.40857E-05
6953.280726,1.553712368,5.4076E-05
6952.798596,1.553712368,5.4056E-05
6952.316466,1.553712249,5.40243E-05
6951.834337,1.553712249,5.40034E-05
6951.352207,1.55371213,5.40077E-05
6950.870077,1.55371213,5.40191E-05
6950.387947,1.55371201,5.40144E-05
6949.905817,1.55371201,5.39983E-05
6949.423687,1.553711772,5.40023E-05
6948.941557,1.553711891,5.40347E-05
6948.459428,1.553711653,5.4063E-05
6947.977298,1.553711772,5.404E-05
6947.495168,1.553711772,5.39602E-05
6947.013038,1.553711772,5.38658E-05
6946.530908,1.553711534,5.38099E-05
6946.048778,1.553711414,5.38106E-05
6945.566648,1.553711176,5.38551E-05
6945.084519,1.553711295,5.3918E-05
6944.602389,1.553711176,5.39749E-05
6944.120259,1.553711176,5.39998E-05
6943.638129,1.553711176,5.39766E-05
6943.155999,1.553711176,5.39201E-05
6942.673869,1.553710938,5.38732E-05
6942.191739,1.553711057,5.38667E-05
6941.70961,1.553710818,5.38888E-05
6941.22748,1.553710818,5.38981E-05
6940.74535,1.553710699,5.38781E-05
6940.26322,1.553710699,5.38557E-05
6939.78109,1.55371058,5.38707E-05
6939.29896,1.55371058,5.39257E-05
6938.81683,1.553710461,5.39884E-05
6938.3347,1.553710461,5.40214E-05
6937.852571,1.553710461,5.40132E-05
6937.370441,1.55371058,5.3971E-05
6936.888311,1.553710461,5.39008E-05
6936.406181,1.55371058,5.38103E-05
6935.924051,1.553710341,5.3716E-05
6935.441921,1.553710341,5.36501E-05
6934.959791,1.553710103,5.36274E-05
6934.477662,1.553710103,5.36285E-05
6933.995532,1.553709984,5.36212E-05
6933.513402,1.553709984,5.35963E-05
6933.031272,1.553709745,5.35826E-05
6932.549142,1.553709745,5.36171E-05
6932.067012,1.553709626,5.3694E-05
6931.584882,1.553709745,5.37593E-05
6931.102753,1.553709626,5.37607E-05
6930.620623,1.553709745,5.36897E-05
6930.138493,1.553709626,5.35848E-05
6929.656363,1.553709626,5.34916E-05
6929.174233,1.553709388,5.34299E-05
6928.692103,1.553709388,5.34034E-05
6928.209973,1.553709149,5.34148E-05
6927.727844,1.553709149,5.34652E-05
6927.245714,1.55370903,5.35276E-05
6926.763584,1.553709149,5.35547E-05
6926.281454,1.55370903,5.35181E-05
6925.799324,1.55370903,5.34437E-05
6925.317194,1.553708911,5.33932E-05
6924.835064,1.553708911,5.33997E-05
6924.352935,1.553708673,5.34382E-05
6923.870805,1.553708792,5.34606E-05
6923.388675,1.553708673,5.34491E-05
6922.906545,1.553708673,5.34196E-05
6922.424415,1.553708553,5.33881E-05
6921.942285,1.553708673,5.33436E-05
6921.460155,1.553708553,5.32702E-05
6920.978026,1.553708553,5.31814E-05
6920.495896,1.553708315,5.31028E-05
6920.013766,1.553708315,5.30479E-05
6919.531636,1.553708076,5.301E-05
6919.049506,1.553708076,5.2993E-05
6918.567376,1.553707838,5.30227E-05
6918.085246,1.553707719,5.31123E-05
6917.603117,1.5537076,5.32221E-05
6917.120987,1.553707719,5.32862E-05
6916.638857,1.553707719,5.32701E-05
6916.156727,1.553707719,5.32065E-05
6915.674597,1.5537076,5.31538E-05
6915.192467,1.55370748,5.31444E-05
6914.710337,1.553707361,5.31678E-05
6914.228208,1.553707361,5.32004E-05
6913.746078,1.553707361,5.32263E-05
6913.263948,1.553707361,5.32263E-05
6912.781818,1.553707361,5.31773E-05
6912.299688,1.553707361,5.30786E-05
6911.817558,1.553707242,5.29704E-05
6911.335428,1.553707242,5.29026E-05
6910.853298,1.553707004,5.28872E-05
6910.371169,1.553707004,5.28798E-05
6909.889039,1.553706884,5.28312E-05
6909.406909,1.553706884,5.27446E-05
6908.924779,1.553706646,5.2678E-05
6908.442649,1.553706527,5.26829E-05
6907.960519,1.553706288,5.27638E-05
6907.478389,1.553706288,5.28731E-05
6906.99626,1.553706288,5.29485E-05
6906.51413,1.553706408,5.29489E-05
6906.032,1.553706288,5.28838E-05
6905.54987,1.553706288,5.28026E-05
6905.06774,1.55370605,5.27687E-05
6904.58561,1.55370605,5.28109E-05
6904.10348,1.553705931,5.28863E-05
6903.621351,1.55370605,5.29132E-05
6903.139221,1.55370605,5.28435E-05
6902.657091,1.55370605,5.27015E-05
6902.174961,1.553705931,5.25633E-05
6901.692831,1.553705812,5.24858E-05
6901.210701,1.553705573,5.24663E-05
6900.728571,1.553705573,5.24706E-05
6900.246442,1.553705335,5.24805E-05
6899.764312,1.553705335,5.25015E-05
6899.282182,1.553705096,5.25453E-05
6898.800052,1.553705215,5.25965E-05
6898.317922,1.553705096,5.2625E-05
6897.835792,1.553705215,5.26122E-05
6897.353662,1.553704977,5.25631E-05
6896.871533,1.553705096,5.25014E-05
6896.389403,1.553704858,5.2449E-05
6895.907273,1.553704977,5.24088E-05
6895.425143,1.553704739,5.23737E-05
6894.943013,1.553704739,5.23339E-05
6894.460883,1.553704619,5.22942E-05
6893.978753,1.5537045,5.22701E-05
6893.496624,1.553704381,5.22714E-05
6893.014494,1.553704381,5.22922E-05
6892.532364,1.553704143,5.23125E-05
6892.050234,1.553704143,5.23096E-05
6891.568104,1.553704023,5.22771E-05
6891.085974,1.553704143,5.22269E-05
6890.603844,1.553703904,5.21895E-05
6890.121715,1.553703785,5.22007E-05
6889.639585,1.553703666,5.22733E-05
6889.157455,1.553703666,5.23777E-05
6888.675325,1.553703547,5.24509E-05
6888.193195,1.553703785,5.24392E-05
6887.711065,1.553703666,5.23415E-05
6887.228935,1.553703666,5.22108E-05
6886.746806,1.553703547,5.2106E-05
6886.264676,1.553703547,5.20487E-05
6885.782546,1.553703308,5.20181E-05
6885.300416,1.553703308,5.19878E-05
6884.818286,1.55370307,5.19528E-05
6884.336156,1.55370307,5.19218E-05
6883.854026,1.553702831,5.19049E-05
6883.371896,1.553702831,5.18997E-05
6882.889767,1.553702593,5.19008E-05
6882.407637,1.553702712,5.19E-05
6881.925507,1.553702474,5.18921E-05
6881.443377,1.553702474,5.1881E-05
6880.961247,1.553702235,5.18879E-05
6880.479117,1.553702235,5.19296E-05
6879.996987,1.553702116,5.19932E-05
6879.514858,1.553702235,5.20279E-05
6879.032728,1.553702116,5.19928E-05
6878.550598,1.553702116,5.18962E-05
6878.068468,1.553701997,5.17942E-05
6877.586338,1.553701878,5.1738E-05
6877.104208,1.553701639,5.17406E-05
6876.622078,1.55370152,5.17756E-05
6876.139949,1.553701401,5.18218E-05
6875.657819,1.553701401,5.18647E-05
6875.175689,1.553701282,5.18901E-05
6874.693559,1.553701282,5.18849E-05
6874.211429,1.553701162,5.1861E-05
6873.729299,1.553701043,5.18554E-05
6873.247169,1.553700924,5.18972E-05
6872.76504,1.553700924,5.19638E-05
6872.28291,1.553700805,5.20042E-05
6871.80078,1.553700924,5.1988E-05
6871.31865,1.553700805,5.19335E-05
6870.83652,1.553700805,5.18812E-05
6870.35439,1.553700566,5.18486E-05
6869.87226,1.553700566,5.18312E-05
6869.390131,1.553700447,5.18296E-05
6868.908001,1.553700328,5.18551E-05
6868.425871,1.553700209,5.19074E-05
6867.943741,1.553700209,5.19559E-05
6867.461611,1.553700209,5.19598E-05
6866.979481,1.553700328,5.1905E-05
6866.497351,1.553700209,5.18067E-05
6866.015222,1.553700209,5.16977E-05
6865.533092,1.55369997,5.1614E-05
6865.050962,1.553699851,5.15847E-05
6864.568832,1.553699613,5.16167E-05
6864.086702,1.553699613,5.16703E-05
6863.604572,1.553699493,5.16824E-05
6863.122442,1.553699613,5.16252E-05
6862.640313,1.553699374,5.15479E-05
6862.158183,1.553699255,5.15251E-05
6861.676053,1.553699017,5.15802E-05
6861.193923,1.553699017,5.16569E-05
6860.711793,1.553698897,5.16903E-05
6860.229663,1.553698897,5.16771E-05
6859.747533,1.553698778,5.16662E-05
6859.265404,1.553698778,5.16871E-05
6858.783274,1.55369854,5.17148E-05
6858.301144,1.553698659,5.17104E-05
6857.819014,1.553698421,5.16794E-05
6857.336884,1.553698421,5.16586E-05
6856.854754,1.553698301,5.16659E-05
6856.372624,1.553698301,5.16816E-05
6855.890494,1.553698182,5.16794E-05
6855.408365,1.553698063,5.16618E-05
6854.926235,1.553697944,5.16474E-05
6854.444105,1.553697944,5.1646E-05
6853.961975,1.553697705,5.16539E-05
6853.479845,1.553697705,5.16688E-05
6852.997715,1.553697586,5.16911E-05
6852.515585,1.553697586,5.17106E-05
6852.033456,1.553697348,5.1723E-05
6851.551326,1.553697348,5.1751E-05
6851.069196,1.553697228,5.18298E-05
6850.587066,1.553697109,5.1954E-05
6850.104936,1.553697228,5.20497E-05
6849.622806,1.553697348,5.2033E-05
6849.140676,1.553697228,5.19083E-05
6848.658547,1.553697228,5.17699E-05
6848.176417,1.55369699,5.17059E-05
6847.694287,1.55369699,5.1707E-05
6847.212157,1.553696871,5.16982E-05
6846.730027,1.553696871,5.1645E-05
6846.247897,1.553696632,5.16007E-05
6845.765767,1.553696513,5.1632E-05
6845.283638,1.553696275,5.17405E-05
6844.801508,1.553696275,5.18636E-05
6844.319378,1.553696156,5.19486E-05
6843.837248,1.553696275,5.19855E-05
6843.355118,1.553696275,5.19789E-05
6842.872988,1.553696275,5.19284E-05
6842.390858,1.553696275,5.18452E-05
6841.908729,1.553696156,5.1772E-05
6841.426599,1.553695917,5.17549E-05
6840.944469,1.553695917,5.17867E-05
6840.462339,1.553695798,5.18087E-05
6839.980209,1.553695917,5.17779E-05
6839.498079,1.553695679,5.17148E-05
6839.015949,1.553695679,5.16751E-05
6838.53382,1.55369544,5.16841E-05
6838.05169,1.55369544,5.17171E-05
6837.56956,1.553695321,5.17423E-05
6837.08743,1.553695321,5.1756E-05
6836.6053,1.553695202,5.17707E-05
6836.12317,1.553695202,5.17854E-05
6835.64104,1.553694963,5.17855E-05
6835.158911,1.553695083,5.1769E-05
6834.676781,1.553694844,5.17589E-05
6834.194651,1.553694844,5.17754E-05
6833.712521,1.553694725,5.18171E-05
6833.230391,1.553694725,5.18589E-05
6832.748261,1.553694606,5.18748E-05
6832.266131,1.553694606,5.18608E-05
6831.784002,1.553694606,5.18309E-05
6831.301872,1.553694606,5.18054E-05
6830.819742,1.553694367,5.1799E-05
6830.337612,1.553694367,5.18086E-05
6829.855482,1.553694248,5.18146E-05
6829.373352,1.553694248,5.18033E-05
6828.891222,1.553694129,5.17833E-05
6828.409092,1.553694248,5.17714E-05
6827.926963,1.55369401,5.1766E-05
6827.444833,1.553694129,5.1741E-05
6826.962703,1.553693891,5.16815E-05
6826.480573,1.55369401,5.16104E-05
6825.998443,1.553693771,5.15754E-05
6825.516313,1.553693771,5.15938E-05
6825.034183,1.553693533,5.16352E-05
6824.552054,1.553693533,5.16541E-05
6824.069924,1.553693414,5.16354E-05
6823.587794,1.553693533,5.15912E-05
6823.105664,1.553693295,5.15333E-05
6822.623534,1.553693295,5.14693E-05
6822.141404,1.553693056,5.14179E-05
6821.659274,1.553692937,5.14122E-05
6821.177145,1.553692818,5.1464E-05
6820.695015,1.553692698,5.15423E-05
6820.212885,1.553692579,5.15965E-05
6819.730755,1.553692698,5.16109E-05
6819.248625,1.55369246,5.16182E-05
6818.766495,1.55369246,5.16522E-05
6818.284365,1.553692341,5.17006E-05
6817.802236,1.553692341,5.17219E-05
6817.320106,1.553692341,5.17076E-05
6816.837976,1.553692222,5.16937E-05
6816.355846,1.553692102,5.17187E-05
6815.873716,1.553692222,5.17671E-05
6815.391586,1.553692102,5.17815E-05
6814.909456,1.553692222,5.17209E-05
6814.427327,1.553692102,5.16115E-05
6813.945197,1.553692102,5.15183E-05
6813.463067,1.553691745,5.14875E-05
6812.980937,1.553691745,5.15095E-05
6812.498807,1.553691626,5.15449E-05
6812.016677,1.553691626,5.15656E-05
6811.534547,1.553691506,5.15713E-05
6811.052418,1.553691506,5.15693E-05
6810.570288,1.553691387,5.1549E-05
6810.088158,1.553691506,5.1488E-05
6809.606028,1.553691268,5.13856E-05
6809.123898,1.553691268,5.12847E-05
6808.641768,1.55369091,5.12462E-05
6808.159638,1.55369091,5.12962E-05
6807.677509,1.553690672,5.14017E-05
6807.195379,1.553690672,5.1497E-05
6806.713249,1.553690553,5.15428E-05
6806.231119,1.553690553,5.15521E-05
6805.748989,1.553690434,5.15613E-05
6805.266859,1.553690553,5.15848E-05
6804.784729,1.553690314,5.16048E-05
6804.3026,1.553690434,5.16006E-05
6803.82047,1.553690314,5.15688E-05
6803.33834,1.553690314,5.1524E-05
6802.85621,1.553690195,5.14785E-05
6802.37408,1.553690195,5.14373E-05
6801.89195,1.553690076,5.14078E-05
6801.40982,1.553689957,5.14021E-05
6800.92769,1.553689837,5.14175E-05
6800.445561,1.553689837,5.14289E-05
6799.963431,1.553689718,5.1413E-05
6799.481301,1.553689718,5.13716E-05
6798.999171,1.55368948,5.13386E-05
6798.517041,1.55368948,5.13475E-05
6798.034911,1.553689241,5.1397E-05
6797.552781,1.553689241,5.14526E-05
6797.070652,1.553689241,5.14733E-05
6796.588522,1.553689241,5.14491E-05
6796.106392,1.553689122,5.14058E-05
6795.624262,1.553689122,5.13828E-05
6795.142132,1.553688765,5.14044E-05
6794.660002,1.553688765,5.14603E-05
6794.177872,1.553688765,5.15204E-05
6793.695743,1.553688765,5.15574E-05
6793.213613,1.553688645,5.15628E-05
