Microplastic fragments: 100 MP m-3
Mean net RF (W m-2):,-1.5923e-02
Mean Delta TOA up flux SW (W m-2):,2.0029e-01
Mean Delta TOA up flux LW (W m-2):,-1.8437e-01
Case,Pressure (Pa),Relative heating rate SW (K day-1),Relative downward diffuse flux SW (W m-2),Relative upward flux SW (W m-2),Relative heating rate LW (K day-1),Relative downward diffuse flux LW (W m-2),Relative upward flux LW (W m-2)
case5,77,1.5259e-05,1.0058e-06,1.1475e-01,-1.7738e-04,0.0000e+00,-1.4502e-01
case5,99,1.8120e-05,1.3486e-06,1.1475e-01,-1.7643e-04,0.0000e+00,-1.4502e-01
case5,126,2.2888e-05,1.7434e-06,1.1472e-01,-1.7834e-04,0.0000e+00,-1.4503e-01
case5,161,2.8610e-05,2.2799e-06,1.1472e-01,-1.8120e-04,0.0000e+00,-1.4503e-01
case5,206,3.2425e-05,2.9504e-06,1.1475e-01,-1.8787e-04,0.0000e+00,-1.4505e-01
case5,264,3.7193e-05,3.8445e-06,1.1478e-01,-1.8215e-04,0.0000e+00,-1.4507e-01
case5,340,4.1962e-05,5.0068e-06,1.1475e-01,-1.7929e-04,0.0000e+00,-1.4508e-01
case5,442,4.3869e-05,6.5267e-06,1.1475e-01,-1.7500e-04,0.0000e+00,-1.4511e-01
case5,577,4.4346e-05,8.5831e-06,1.1475e-01,-1.6928e-04,0.0000e+00,-1.4513e-01
case5,760,4.3869e-05,1.1325e-05,1.1478e-01,-1.6451e-04,0.0000e+00,-1.4517e-01
case5,1009,4.2439e-05,1.5020e-05,1.1481e-01,-1.6594e-04,0.0000e+00,-1.4522e-01
case5,1340,4.2439e-05,2.0146e-05,1.1484e-01,-1.7405e-04,0.0000e+00,-1.4528e-01
case5,1663,4.3869e-05,2.4915e-05,1.1484e-01,-1.9002e-04,0.0000e+00,-1.4534e-01
case5,2069,4.4584e-05,3.0994e-05,1.1487e-01,-2.1029e-04,0.0000e+00,-1.4543e-01
case5,2581,4.5061e-05,3.8862e-05,1.1493e-01,-2.1815e-04,0.0000e+00,-1.4557e-01
case5,3036,4.6492e-05,4.5776e-05,1.1493e-01,-2.2888e-04,0.0000e+00,-1.4568e-01
case5,3761,4.1962e-05,5.6744e-05,1.1496e-01,-2.3127e-04,0.0000e+00,-1.4587e-01
case5,4752,3.8862e-05,7.1526e-05,1.1505e-01,-2.4045e-04,0.0000e+00,-1.4616e-01
case5,5999,3.6001e-05,9.0599e-05,1.1511e-01,-2.5010e-04,0.0000e+00,-1.4651e-01
case5,7583,3.5763e-05,1.1492e-04,1.1523e-01,-2.7990e-04,0.0000e+00,-1.4699e-01
case5,9565,3.5644e-05,1.4496e-04,1.1533e-01,-3.1447e-04,0.0000e+00,-1.4763e-01
case5,12062,3.5465e-05,1.8311e-04,1.1548e-01,-3.4183e-04,0.0000e+00,-1.4856e-01
case5,14080,3.5286e-05,2.1362e-04,1.1560e-01,-3.5858e-04,0.0000e+00,-1.4938e-01
case5,16417,3.6895e-05,2.4986e-04,1.1572e-01,-3.5664e-04,0.0000e+00,-1.5038e-01
case5,19217,4.6074e-05,2.9373e-04,1.1588e-01,-3.6515e-04,0.0000e+00,-1.5157e-01
case5,22563,6.0439e-05,3.4523e-04,1.1612e-01,-4.0039e-04,0.0000e+00,-1.5300e-01
case5,26397,9.0176e-04,4.0436e-04,1.1646e-01,-4.7565e-04,0.0000e+00,-1.5485e-01
case5,28503,8.8286e-04,4.7617e-02,1.0754e-01,-7.2074e-04,1.2455e-02,-1.4357e-01
case5,30728,8.5938e-04,9.6989e-02,9.8145e-02,-9.2626e-04,2.5509e-02,-1.3242e-01
case5,33094,8.3673e-04,1.4897e-01,8.8348e-02,-9.6679e-04,3.9032e-02,-1.2149e-01
case5,35595,8.1134e-04,2.0308e-01,7.8186e-02,-1.2206e-03,5.2116e-02,-1.1128e-01
case5,38243,7.7796e-04,2.5941e-01,6.7719e-02,-1.9642e-03,6.5346e-02,-1.0188e-01
case5,41043,7.4577e-04,3.1920e-01,5.6305e-02,-2.3113e-03,8.2031e-02,-9.1721e-02
case5,44000,6.8456e-04,3.8177e-01,4.4281e-02,-2.3552e-03,9.9724e-02,-8.2123e-02
case5,47110,6.4462e-04,4.4653e-01,3.1860e-02,-2.4856e-03,1.1690e-01,-7.3639e-02
case5,50404,6.6367e-04,5.1417e-01,1.8799e-02,-3.0711e-03,1.3451e-01,-6.5765e-02
case5,53894,5.9032e-04,5.8563e-01,4.8218e-03,-2.8423e-03,1.5525e-01,-5.7709e-02
case5,57603,5.3835e-04,6.5990e-01,-9.7656e-03,-2.7454e-03,1.7509e-01,-5.0385e-02
case5,61529,1.3733e-04,7.3693e-01,-2.5085e-02,1.1683e-05,1.9469e-01,-4.3579e-02
case5,65690,5.8115e-04,8.1053e-01,-4.0131e-02,-3.2265e-03,1.9894e-01,-3.9276e-02
case5,70120,5.7250e-04,8.9490e-01,-5.6793e-02,-3.0650e-03,2.2194e-01,-3.3234e-02
case5,74857,4.7612e-04,9.8326e-01,-7.4402e-02,-2.5577e-03,2.4593e-01,-2.6459e-02
case5,79904,2.7126e-04,1.0741e+00,-9.2896e-02,-1.7418e-03,2.6819e-01,-1.9501e-02
case5,84154,5.2989e-05,1.1470e+00,-1.0831e-01,-9.2077e-04,2.8194e-01,-1.4526e-02
case5,87481,-1.9145e-04,1.2016e+00,-1.2027e-01,-6.2943e-05,2.8888e-01,-1.1230e-02
case5,90928,-2.4045e-04,1.2554e+00,-1.3269e-01,-1.2767e-04,2.9213e-01,-8.2397e-03
case5,92409,-2.1255e-04,1.2782e+00,-1.3803e-01,-3.6800e-04,2.9347e-01,-7.1106e-03
case5,93913,-1.9932e-04,1.3014e+00,-1.4340e-01,-4.8971e-04,2.9515e-01,-6.0730e-03
case5,95443,-1.9133e-04,1.3250e+00,-1.4886e-01,-6.5696e-04,2.9706e-01,-5.0659e-03
case5,96982,-1.7142e-04,1.3487e+00,-1.5436e-01,-8.4162e-04,2.9915e-01,-4.1809e-03
case5,97765,-1.9431e-04,1.3607e+00,-1.5717e-01,-6.8951e-04,3.0032e-01,-3.7842e-03
case5,98555,-2.0266e-04,1.3727e+00,-1.5997e-01,-5.0974e-04,3.0139e-01,-3.3875e-03
case5,99350,-2.7442e-04,1.3848e+00,-1.6278e-01,-1.5861e-04,3.0238e-01,-2.8381e-03
case5,100170,-4.0925e-04,1.3969e+00,-1.6568e-01,3.9402e-04,3.0312e-01,-2.2888e-03
case5,100980,-5.6946e-04,1.4087e+00,-1.6858e-01,9.6887e-04,3.0334e-01,-1.6785e-03
case5,101790,-5.9021e-04,1.4201e+00,-1.7154e-01,8.8066e-04,3.0305e-01,-1.0071e-03
case5,102482,-6.5219e-04,1.4298e+00,-1.7407e-01,9.0241e-04,3.0287e-01,-4.8828e-04
case5,103173,0.0000e+00,1.4394e+00,-1.7661e-01,0.0000e+00,3.0261e-01,0.0000e+00
case6,7,-9.5367e-07,0.0000e+00,6.1035e-05,-2.7657e-05,0.0000e+00,-1.1777e-01
case6,13,-9.5367e-07,-1.3970e-08,6.1035e-05,-3.9101e-05,0.0000e+00,-1.1777e-01
case6,22,-9.5367e-07,-3.5390e-08,6.1035e-05,-5.1022e-05,0.0000e+00,-1.1778e-01
case6,29,-1.9073e-06,-5.0291e-08,6.1035e-05,-6.6757e-05,0.0000e+00,-1.1778e-01
case6,37,-1.9073e-06,-6.7055e-08,0.0000e+00,-8.5831e-05,0.0000e+00,-1.1778e-01
case6,48,-1.9073e-06,-9.3132e-08,6.1035e-05,-1.0872e-04,0.0000e+00,-1.1778e-01
case6,62,-1.9073e-06,-1.2666e-07,0.0000e+00,-1.2875e-04,0.0000e+00,-1.1777e-01
case6,80,-3.8147e-06,-1.6391e-07,6.1035e-05,-1.4496e-04,0.0000e+00,-1.1778e-01
case6,102,-3.8147e-06,-2.2352e-07,6.1035e-05,-1.4877e-04,0.0000e+00,-1.1778e-01
case6,131,-3.8147e-06,-2.9802e-07,6.1035e-05,-1.4591e-04,0.0000e+00,-1.1780e-01
case6,169,-5.7220e-06,-3.7253e-07,6.1035e-05,-1.4973e-04,0.0000e+00,-1.1780e-01
case6,220,-7.6294e-06,-5.0664e-07,0.0000e+00,-1.5879e-04,0.0000e+00,-1.1780e-01
case6,287,-8.5831e-06,-6.5565e-07,6.1035e-05,-1.7166e-04,0.0000e+00,-1.1781e-01
case6,386,-9.5367e-06,-8.6427e-07,6.1035e-05,-1.8644e-04,0.0000e+00,-1.1783e-01
case6,505,-9.5367e-06,-1.1921e-06,0.0000e+00,-1.9932e-04,0.0000e+00,-1.1787e-01
case6,653,-9.5367e-06,-1.4901e-06,6.1035e-05,-2.1482e-04,0.0000e+00,-1.1789e-01
case6,866,-9.0599e-06,-2.0266e-06,0.0000e+00,-2.3794e-04,0.0000e+00,-1.1795e-01
case6,1197,-8.5831e-06,-2.7418e-06,0.0000e+00,-2.6393e-04,0.0000e+00,-1.1804e-01
case6,1502,-7.6294e-06,-3.4571e-06,6.1035e-05,-2.8491e-04,0.0000e+00,-1.1813e-01
case6,1880,-6.1989e-06,-4.2915e-06,0.0000e+00,-3.0363e-04,0.0000e+00,-1.1827e-01
case6,2361,-5.2452e-06,-5.4836e-06,0.0000e+00,-3.2020e-04,0.0000e+00,-1.1844e-01
case6,2972,-3.5763e-06,-6.9141e-06,0.0000e+00,-3.2187e-04,0.0000e+00,-1.1868e-01
case6,3603,-1.6689e-06,-8.1062e-06,0.0000e+00,-3.2541e-04,0.0000e+00,-1.1893e-01
case6,4591,0.0000e+00,-1.0490e-05,0.0000e+00,-3.1120e-04,0.0000e+00,-1.1929e-01
case6,5862,2.0266e-06,-1.3351e-05,0.0000e+00,-2.6603e-04,0.0000e+00,-1.1977e-01
case6,7486,3.6955e-06,-1.7166e-05,0.0000e+00,-2.2171e-04,0.0000e+00,-1.2027e-01
case6,9548,5.1856e-06,-2.1935e-05,0.0000e+00,-1.8786e-04,0.0000e+00,-1.2082e-01
case6,12161,6.3181e-06,-2.7657e-05,0.0000e+00,-1.9029e-04,0.0000e+00,-1.2140e-01
case6,14279,8.2254e-06,-3.2425e-05,6.1035e-05,-2.0504e-04,0.0000e+00,-1.2189e-01
case6,16749,1.2457e-05,-3.8147e-05,0.0000e+00,-2.2590e-04,0.0000e+00,-1.2248e-01
case6,19677,1.6332e-05,-4.3869e-05,6.1035e-05,-2.4179e-04,0.0000e+00,-1.2328e-01
case6,23061,3.3617e-05,-5.1498e-05,1.2207e-04,-3.2806e-04,0.0000e+00,-1.2424e-01
case6,26910,1.1212e-03,-6.1035e-05,2.4414e-04,-4.9067e-04,0.0000e+00,-1.2573e-01
case6,29028,1.1125e-03,5.7236e-02,-2.5024e-03,-5.9307e-04,1.4015e-02,-1.1295e-01
case6,31280,1.0885e-03,1.1749e-01,-5.4321e-03,-8.2505e-04,2.8290e-02,-1.0027e-01
case6,33665,1.0668e-03,1.8086e-01,-8.4229e-03,-1.1983e-03,4.3156e-02,-8.7708e-02
case6,36178,1.0450e-03,2.4728e-01,-1.1658e-02,-1.5666e-03,5.8968e-02,-7.5470e-02
case6,38828,1.0056e-03,3.1689e-01,-1.4954e-02,-1.6576e-03,7.5676e-02,-6.3721e-02
case6,41628,9.2185e-04,3.8953e-01,-1.8372e-02,-1.4014e-03,9.2422e-02,-5.2460e-02
case6,44589,8.4198e-04,4.6485e-01,-2.1851e-02,-1.5056e-03,1.0781e-01,-4.2023e-02
case6,47699,8.0156e-04,5.4293e-01,-2.5391e-02,-1.5488e-03,1.2278e-01,-3.2593e-02
case6,50986,8.1480e-04,6.2409e-01,-2.8931e-02,-1.9678e-03,1.3747e-01,-2.3926e-02
case6,54463,8.2731e-04,7.0924e-01,-3.2654e-02,-2.6981e-03,1.5390e-01,-1.5625e-02
case6,58130,4.9686e-04,7.9922e-01,-3.6621e-02,-3.1710e-04,1.7326e-01,-7.9651e-03
case6,62002,1.4853e-04,8.8702e-01,-4.0649e-02,1.0178e-03,1.8100e-01,-1.7090e-03
case6,66102,2.6083e-04,9.7517e-01,-4.4922e-02,-2.4939e-04,1.8138e-01,3.6011e-03
case6,70427,1.7047e-04,1.0693e+00,-4.9194e-02,-1.9884e-04,1.8730e-01,8.2703e-03
case6,74983,-1.6904e-04,1.1653e+00,-5.4016e-02,4.5252e-04,1.9203e-01,1.1902e-02
case6,78810,-1.3566e-03,1.2410e+00,-5.8960e-02,2.8621e-02,1.9235e-01,1.4252e-02
case6,79790,-7.8936e-03,9.0964e-01,-6.6040e-02,1.0638e-01,1.5738e-01,1.2604e-02
case6,80790,-5.7125e-03,1.0895e-01,-7.4585e-02,1.4872e-02,2.0264e-02,1.6479e-03
case6,81797,-3.1433e-03,-6.1401e-02,-6.7322e-02,6.6775e-04,9.1553e-04,6.1035e-05
case6,82820,-1.8191e-03,-7.2693e-02,-5.7770e-02,1.6019e-05,6.1035e-05,0.0000e+00
case6,83850,-1.0169e-03,-6.5491e-02,-4.9866e-02,2.0452e-06,0.0000e+00,0.0000e+00
case6,84887,-5.9986e-04,-5.9113e-02,-4.4373e-02,4.8280e-06,3.0518e-05,0.0000e+00
case6,85940,-5.1248e-04,-5.4718e-02,-4.0619e-02,7.7486e-06,3.0518e-05,0.0000e+00
case6,86992,-5.5146e-04,-5.0049e-02,-3.6560e-02,8.9556e-06,3.0518e-05,0.0000e+00
case6,88072,-5.1093e-04,-4.4495e-02,-3.1708e-02,2.5481e-06,0.0000e+00,0.0000e+00
case6,89164,-4.5276e-04,-3.8391e-02,-2.6276e-02,6.1989e-06,0.0000e+00,0.0000e+00
case6,90270,-3.5715e-04,-3.1799e-02,-2.0264e-02,-1.1563e-05,0.0000e+00,0.0000e+00
case6,90971,-2.4605e-04,-2.7573e-02,-1.6342e-02,-1.6928e-05,-3.0518e-05,0.0000e+00
case6,91679,-1.6713e-04,-2.3865e-02,-1.2833e-02,-1.7583e-05,0.0000e+00,0.0000e+00
case6,92401,-1.1545e-04,-2.0554e-02,-9.6664e-03,-3.2037e-05,0.0000e+00,-3.0518e-05
case6,93113,-7.9602e-05,-1.7639e-02,-6.8665e-03,-7.9036e-05,0.0000e+00,-3.0518e-05
case6,93824,-5.3853e-05,-1.5030e-02,-4.3182e-03,-1.9968e-04,0.0000e+00,-1.2207e-04
case6,94560,-3.3453e-05,-1.2611e-02,-1.9379e-03,-4.4870e-04,0.0000e+00,-3.0518e-04
case6,95303,-2.5108e-06,-1.0735e-02,-8.6784e-05,9.5487e-05,-3.0518e-05,-7.0190e-04
case6,96024,4.9174e-07,-1.0971e-02,-3.2711e-04,7.8171e-05,3.0518e-05,-5.7983e-04
case6,97522,-8.4937e-07,-1.2192e-02,-1.5526e-03,-1.0112e-04,3.0518e-04,-1.2207e-04
case6,98170,0.0000e+00,-1.2726e-02,-2.0838e-03,0.0000e+00,5.4932e-04,0.0000e+00
case7,7,3.9101e-05,0.0000e+00,1.5396e-01,-2.7657e-05,0.0000e+00,-1.3223e-01
case7,13,5.8174e-05,7.3574e-07,1.5396e-01,-4.0531e-05,0.0000e+00,-1.3226e-01
case7,22,7.7248e-05,1.8384e-06,1.5396e-01,-5.4836e-05,0.0000e+00,-1.3223e-01
case7,29,9.5367e-05,2.6971e-06,1.5396e-01,-7.1049e-05,0.0000e+00,-1.3226e-01
case7,37,1.1444e-04,3.6769e-06,1.5396e-01,-9.2506e-05,0.0000e+00,-1.3223e-01
case7,48,1.4496e-04,5.0254e-06,1.5396e-01,-1.1826e-04,0.0000e+00,-1.3226e-01
case7,62,1.7738e-04,6.7428e-06,1.5396e-01,-1.4114e-04,0.0000e+00,-1.3226e-01
case7,80,2.1935e-04,8.9481e-06,1.5399e-01,-1.6117e-04,0.0000e+00,-1.3226e-01
case7,102,2.7084e-04,1.1645e-05,1.5399e-01,-1.6975e-04,0.0000e+00,-1.3226e-01
case7,131,3.2425e-04,1.5199e-05,1.5399e-01,-1.6975e-04,0.0000e+00,-1.3226e-01
case7,169,3.7384e-04,1.9863e-05,1.5399e-01,-1.7309e-04,0.0000e+00,-1.3229e-01
case7,220,4.2534e-04,2.6107e-05,1.5405e-01,-1.8167e-04,0.0000e+00,-1.3229e-01
case7,287,4.6635e-04,3.4332e-05,1.5408e-01,-1.9360e-04,0.0000e+00,-1.3229e-01
case7,386,4.8161e-04,4.6432e-05,1.5414e-01,-2.0409e-04,0.0000e+00,-1.3232e-01
case7,505,4.8065e-04,6.1035e-05,1.5424e-01,-2.1362e-04,0.0000e+00,-1.3235e-01
case7,653,4.6158e-04,7.9155e-05,1.5436e-01,-2.2340e-04,0.0000e+00,-1.3239e-01
case7,866,4.2820e-04,1.0526e-04,1.5448e-01,-2.3627e-04,0.0000e+00,-1.3245e-01
case7,1197,3.9768e-04,1.4591e-04,1.5469e-01,-2.5558e-04,0.0000e+00,-1.3254e-01
case7,1536,3.7384e-04,1.8752e-04,1.5488e-01,-2.7895e-04,0.0000e+00,-1.3266e-01
case7,1943,3.5000e-04,2.3746e-04,1.5512e-01,-2.9850e-04,0.0000e+00,-1.3278e-01
case7,2442,3.2115e-04,2.9874e-04,1.5540e-01,-3.1316e-04,0.0000e+00,-1.3297e-01
case7,3078,2.7943e-04,3.7694e-04,1.5570e-01,-3.2330e-04,0.0000e+00,-1.3318e-01
case7,3888,2.3091e-04,4.7660e-04,1.5607e-01,-3.2401e-04,0.0000e+00,-1.3351e-01
case7,4928,1.8191e-04,6.0511e-04,1.5649e-01,-3.1897e-04,0.0000e+00,-1.3388e-01
case7,6273,1.3518e-04,7.7152e-04,1.5695e-01,-3.0775e-04,0.0000e+00,-1.3443e-01
case7,8029,9.5367e-05,9.8991e-04,1.5744e-01,-2.9296e-04,0.0000e+00,-1.3504e-01
case7,10303,6.6042e-05,1.2732e-03,1.5799e-01,-2.7490e-04,0.0000e+00,-1.3583e-01
case7,13190,5.1379e-05,1.6356e-03,1.5860e-01,-2.7204e-04,0.0000e+00,-1.3678e-01
case7,15495,4.5061e-05,1.9255e-03,1.5900e-01,-2.7798e-04,0.0000e+00,-1.3751e-01
case7,18167,4.1664e-05,2.2621e-03,1.5948e-01,-2.8974e-04,0.0000e+00,-1.3840e-01
case7,21242,4.3035e-05,2.6512e-03,1.6003e-01,-3.2419e-04,0.0000e+00,-1.3947e-01
case7,24712,5.1796e-05,3.0899e-03,1.6064e-01,-3.9530e-04,0.0000e+00,-1.4081e-01
case7,28605,9.3102e-04,3.5820e-03,1.6138e-01,-9.8348e-04,0.0000e+00,-1.4264e-01
case7,30726,9.1946e-04,5.2475e-02,1.5445e-01,-1.0695e-03,1.6224e-02,-1.2888e-01
case7,32974,9.0027e-04,1.0390e-01,1.4713e-01,-1.2243e-03,3.2711e-02,-1.1523e-01
case7,35340,8.9264e-04,1.5759e-01,1.3937e-01,-9.8276e-04,4.9545e-02,-1.0184e-01
case7,37835,8.4496e-04,2.1312e-01,1.3138e-01,-1.0421e-03,6.5285e-02,-8.9020e-02
case7,40470,8.0585e-04,2.7096e-01,1.2305e-01,-1.2660e-03,8.0734e-02,-7.6813e-02
case7,43235,8.0681e-04,3.3103e-01,1.1432e-01,-1.2298e-03,9.6313e-02,-6.5399e-02
case7,46150,8.1122e-04,3.9315e-01,1.0529e-01,-1.4744e-03,1.1124e-01,-5.4718e-02
case7,49220,7.8273e-04,4.5787e-01,9.5795e-02,-1.7875e-03,1.2688e-01,-4.4464e-02
case7,52456,7.3946e-04,5.2561e-01,8.5724e-02,-1.7927e-03,1.4354e-01,-3.4637e-02
case7,55872,7.2885e-04,5.9600e-01,7.5165e-02,-3.1483e-03,1.5991e-01,-2.5543e-02
case7,59466,6.8486e-04,6.7239e-01,6.3507e-02,-2.8874e-03,1.8346e-01,-1.5411e-02
case7,63253,5.1975e-04,7.5101e-01,5.1178e-02,-8.6164e-04,2.0552e-01,-6.3171e-03
case7,67222,4.5872e-04,8.2794e-01,3.8574e-02,-7.0739e-04,2.1687e-01,9.7656e-04
case7,71400,4.1962e-04,9.0705e-01,2.5299e-02,-8.3399e-04,2.2668e-01,7.2632e-03
case7,75776,3.5715e-04,9.8743e-01,1.1322e-02,-1.3924e-03,2.3587e-01,1.2115e-02
case7,80361,1.7333e-04,1.0692e+00,-3.3875e-03,-1.1165e-03,2.4667e-01,1.5381e-02
case7,85190,-2.4080e-05,1.1500e+00,-1.9104e-02,-9.3436e-04,2.5507e-01,1.7365e-02
case7,90254,-2.7871e-04,1.2315e+00,-3.6072e-02,4.3035e-04,2.6080e-01,1.7487e-02
case7,92892,-5.3191e-04,1.2719e+00,-4.5197e-02,1.9932e-03,2.5900e-01,1.7029e-02
case7,95616,-8.0895e-04,1.3120e+00,-5.5115e-02,3.6230e-03,2.5211e-01,1.6571e-02
case7,96725,-1.1263e-03,1.3277e+00,-5.9357e-02,6.8755e-03,2.4707e-01,1.6327e-02
case7,97516,-7.1335e-04,1.3382e+00,-6.2561e-02,3.9999e-03,2.4078e-01,1.6479e-02
case7,98215,-1.0497e-02,1.3483e+00,-6.5155e-02,2.4259e-01,2.3782e-01,1.6815e-02
case7,98916,-7.4062e-03,2.2772e-01,-7.2052e-02,1.9091e-02,2.0691e-02,1.4038e-03
case7,99635,-1.1295e-03,-6.5613e-02,-3.0151e-02,5.5909e-04,1.7395e-03,-1.2512e-03
case7,100232,-9.3043e-04,-6.6406e-02,-3.2722e-02,5.4932e-04,1.8005e-03,-7.9346e-04
case7,101140,0.0000e+00,-6.7810e-02,-3.6613e-02,0.0000e+00,2.0142e-03,0.0000e+00
