Microplastic fibers: 100 MP m-3
Mean net RF (W m-2):,-2.8620e-02
Mean Delta TOA up flux SW (W m-2):,3.2472e-01
Mean Delta TOA up flux LW (W m-2):,-2.9610e-01
Case,Pressure (Pa),Relative heating rate SW (K day-1),Relative downward diffuse flux SW (W m-2),Relative upward flux SW (W m-2),Relative heating rate LW (K day-1),Relative downward diffuse flux LW (W m-2),Relative upward flux LW (W m-2)
case5,29,1.2875e-05,5.9977e-07,1.9577e-01,-2.6608e-04,0.0000e+00,-2.3917e-01
case5,37,1.6212e-05,8.5309e-07,1.9577e-01,-2.7466e-04,0.0000e+00,-2.3918e-01
case5,48,1.9073e-05,1.1958e-06,1.9580e-01,-2.8706e-04,0.0000e+00,-2.3918e-01
case5,61,2.3842e-05,1.6056e-06,1.9577e-01,-2.9373e-04,0.0000e+00,-2.3920e-01
case5,77,2.8610e-05,2.1085e-06,1.9577e-01,-2.9469e-04,0.0000e+00,-2.3920e-01
case5,99,3.5286e-05,2.8089e-06,1.9580e-01,-2.9278e-04,0.0000e+00,-2.3920e-01
case5,126,4.3869e-05,3.6508e-06,1.9577e-01,-2.9564e-04,0.0000e+00,-2.3921e-01
case5,161,5.3406e-05,4.7684e-06,1.9577e-01,-3.0041e-04,0.0000e+00,-2.3923e-01
case5,206,6.2943e-05,6.1691e-06,1.9577e-01,-3.1090e-04,0.0000e+00,-2.3924e-01
case5,264,7.3433e-05,8.0168e-06,1.9580e-01,-3.0231e-04,0.0000e+00,-2.3926e-01
case5,340,8.1062e-05,1.0401e-05,1.9580e-01,-2.9659e-04,0.0000e+00,-2.3929e-01
case5,442,8.5354e-05,1.3590e-05,1.9580e-01,-2.8992e-04,0.0000e+00,-2.3933e-01
case5,577,8.6308e-05,1.7881e-05,1.9583e-01,-2.8086e-04,0.0000e+00,-2.3938e-01
case5,760,8.4877e-05,2.3603e-05,1.9583e-01,-2.7323e-04,0.0000e+00,-2.3944e-01
case5,1009,8.2016e-05,3.1471e-05,1.9589e-01,-2.7585e-04,0.0000e+00,-2.3952e-01
case5,1340,8.2016e-05,4.1842e-05,1.9595e-01,-2.8944e-04,0.0000e+00,-2.3962e-01
case5,1663,8.4162e-05,5.2094e-05,1.9595e-01,-3.1614e-04,0.0000e+00,-2.3973e-01
case5,2069,8.5592e-05,6.4850e-05,1.9604e-01,-3.5000e-04,0.0000e+00,-2.3988e-01
case5,2581,8.5831e-05,8.1062e-05,1.9611e-01,-3.6263e-04,0.0000e+00,-2.4010e-01
case5,3036,8.6784e-05,9.5367e-05,1.9617e-01,-3.7837e-04,0.0000e+00,-2.4030e-01
case5,3761,7.7963e-05,1.1826e-04,1.9623e-01,-3.8254e-04,0.0000e+00,-2.4062e-01
case5,4752,7.1406e-05,1.4925e-04,1.9635e-01,-3.9744e-04,0.0000e+00,-2.4107e-01
case5,5999,6.5327e-05,1.8883e-04,1.9650e-01,-4.1318e-04,0.0000e+00,-2.4167e-01
case5,7583,6.4015e-05,2.3937e-04,1.9672e-01,-4.6140e-04,0.0000e+00,-2.4243e-01
case5,9565,6.3062e-05,3.0231e-04,1.9690e-01,-5.1719e-04,0.0000e+00,-2.4352e-01
case5,12062,6.1631e-05,3.8147e-04,1.9717e-01,-5.6082e-04,0.0000e+00,-2.4504e-01
case5,14080,6.0499e-05,4.4632e-04,1.9739e-01,-5.8675e-04,0.0000e+00,-2.4638e-01
case5,16417,6.2048e-05,5.2071e-04,1.9763e-01,-5.8010e-04,0.0000e+00,-2.4802e-01
case5,19217,7.5459e-05,6.1035e-04,1.9791e-01,-5.8456e-04,0.0000e+00,-2.4995e-01
case5,22563,9.7275e-05,7.1907e-04,1.9833e-01,-6.2618e-04,0.0000e+00,-2.5226e-01
case5,26397,8.0657e-04,8.4305e-04,1.9888e-01,-3.6228e-04,0.0000e+00,-2.5511e-01
case5,28503,7.8839e-04,7.5874e-02,1.8478e-01,-6.9189e-04,1.6972e-02,-2.3904e-01
case5,30728,7.6574e-04,1.5432e-01,1.6998e-01,-9.9730e-04,3.4851e-02,-2.2299e-01
case5,33094,7.5638e-04,2.3689e-01,1.5445e-01,-1.1606e-03,5.3562e-02,-2.0708e-01
case5,35595,7.4446e-04,3.2281e-01,1.3840e-01,-1.5503e-03,7.2063e-02,-1.9203e-01
case5,38243,6.6906e-04,4.1224e-01,1.2186e-01,-2.3414e-03,9.0965e-02,-1.7799e-01
case5,41043,6.2948e-04,5.0715e-01,1.0382e-01,-2.7847e-03,1.1407e-01,-1.6267e-01
case5,44000,5.6177e-04,6.0646e-01,8.4808e-02,-2.9160e-03,1.3860e-01,-1.4789e-01
case5,47110,5.1165e-04,7.0919e-01,6.5155e-02,-3.1059e-03,1.6278e-01,-1.3446e-01
case5,50404,5.2434e-04,8.1648e-01,4.4495e-02,-3.7652e-03,1.8770e-01,-1.2170e-01
case5,53894,4.3386e-04,9.2982e-01,2.2461e-02,-3.5233e-03,2.1651e-01,-1.0843e-01
case5,57603,3.6627e-04,1.0476e+00,-6.4087e-04,-3.4088e-03,2.4447e-01,-9.6008e-02
case5,61529,-1.2827e-04,1.1697e+00,-2.4872e-02,-1.3924e-04,2.7226e-01,-8.4076e-02
case5,65690,4.2683e-04,1.2863e+00,-4.8645e-02,-4.0030e-03,2.8096e-01,-7.6080e-02
case5,70120,4.1568e-04,1.4200e+00,-7.5012e-02,-3.7884e-03,3.1308e-01,-6.5002e-02
case5,74857,2.8986e-04,1.5600e+00,-1.0291e-01,-3.1515e-03,3.4660e-01,-5.2765e-02
case5,79904,1.6749e-05,1.7039e+00,-1.3214e-01,-2.1267e-03,3.7808e-01,-4.0161e-02
case5,84154,-2.7710e-04,1.8194e+00,-1.5652e-01,-1.0936e-03,3.9816e-01,-3.0762e-02
case5,87481,-6.0761e-04,1.9056e+00,-1.7548e-01,-1.0133e-05,4.0900e-01,-2.4261e-02
case5,90928,-6.7532e-04,1.9908e+00,-1.9507e-01,-8.3685e-05,4.1512e-01,-1.8188e-02
case5,92409,-6.3813e-04,2.0269e+00,-2.0349e-01,-3.8266e-04,4.1763e-01,-1.5808e-02
case5,93913,-6.2025e-04,2.0636e+00,-2.1201e-01,-5.3346e-04,4.2059e-01,-1.3550e-02
case5,95443,-6.1011e-04,2.1009e+00,-2.2064e-01,-7.3671e-04,4.2383e-01,-1.1261e-02
case5,96982,-5.8365e-04,2.1382e+00,-2.2931e-01,-9.6500e-04,4.2728e-01,-9.1553e-03
case5,97765,-6.1452e-04,2.1573e+00,-2.3373e-01,-7.7224e-04,4.2918e-01,-8.1787e-03
case5,98555,-6.2501e-04,2.1763e+00,-2.3819e-01,-5.4967e-04,4.3094e-01,-7.1411e-03
case5,99350,-7.2300e-04,2.1953e+00,-2.4265e-01,-9.7334e-05,4.3260e-01,-5.9814e-03
case5,100170,-9.0790e-04,2.2146e+00,-2.4722e-01,6.2126e-04,4.3394e-01,-4.7302e-03
case5,100980,-1.1288e-03,2.2331e+00,-2.5180e-01,1.3737e-03,4.3462e-01,-3.4790e-03
case5,101790,-1.1594e-03,2.2511e+00,-2.5647e-01,1.2712e-03,4.3462e-01,-2.1362e-03
case5,102482,-1.2473e-03,2.2664e+00,-2.6044e-01,1.3145e-03,4.3468e-01,-1.0376e-03
case5,103173,0.0000e+00,2.2816e+00,-2.6447e-01,0.0000e+00,4.3463e-01,0.0000e+00
case6,7,1.9073e-06,0.0000e+00,2.8870e-02,-4.5776e-05,0.0000e+00,-1.9136e-01
case6,13,2.8610e-06,2.6077e-08,2.8931e-02,-6.3419e-05,0.0000e+00,-1.9136e-01
case6,22,3.8147e-06,6.5193e-08,2.8870e-02,-8.2970e-05,0.0000e+00,-1.9138e-01
case6,29,1.9073e-06,9.4995e-08,2.8870e-02,-1.0777e-04,0.0000e+00,-1.9138e-01
case6,37,3.8147e-06,1.3411e-07,2.8870e-02,-1.3924e-04,0.0000e+00,-1.9138e-01
case6,48,5.7220e-06,1.7881e-07,2.8870e-02,-1.7548e-04,0.0000e+00,-1.9138e-01
case6,62,5.7220e-06,2.3842e-07,2.8870e-02,-2.0885e-04,0.0000e+00,-1.9136e-01
case6,80,7.6294e-06,3.2037e-07,2.8870e-02,-2.3460e-04,0.0000e+00,-1.9138e-01
case6,102,7.6294e-06,4.0233e-07,2.8870e-02,-2.4033e-04,0.0000e+00,-1.9138e-01
case6,131,1.1444e-05,5.3644e-07,2.8870e-02,-2.3746e-04,0.0000e+00,-1.9139e-01
case6,169,1.1444e-05,7.0035e-07,2.8870e-02,-2.4366e-04,0.0000e+00,-1.9141e-01
case6,220,1.3351e-05,9.2387e-07,2.8870e-02,-2.5845e-04,0.0000e+00,-1.9142e-01
case6,287,1.6212e-05,1.2219e-06,2.8931e-02,-2.8086e-04,0.0000e+00,-1.9144e-01
case6,386,1.7166e-05,1.6391e-06,2.8931e-02,-3.0565e-04,0.0000e+00,-1.9147e-01
case6,505,1.8120e-05,2.1458e-06,2.8870e-02,-3.2806e-04,0.0000e+00,-1.9151e-01
case6,653,1.9073e-05,2.8014e-06,2.8931e-02,-3.5453e-04,0.0000e+00,-1.9156e-01
case6,866,1.9073e-05,3.6955e-06,2.8870e-02,-3.9339e-04,0.0000e+00,-1.9167e-01
case6,1197,1.9073e-05,5.2452e-06,2.8870e-02,-4.3654e-04,0.0000e+00,-1.9180e-01
case6,1502,1.9073e-05,6.4373e-06,2.8931e-02,-4.7207e-04,0.0000e+00,-1.9197e-01
case6,1880,1.9073e-05,8.1062e-06,2.8870e-02,-5.0306e-04,0.0000e+00,-1.9218e-01
case6,2361,1.7643e-05,1.0252e-05,2.8931e-02,-5.3036e-04,0.0000e+00,-1.9247e-01
case6,2972,1.7405e-05,1.2875e-05,2.8931e-02,-5.3287e-04,0.0000e+00,-1.9286e-01
case6,3603,1.6451e-05,1.5736e-05,2.8992e-02,-5.3781e-04,0.0000e+00,-1.9327e-01
case6,4591,1.4544e-05,2.0504e-05,2.8992e-02,-5.1294e-04,0.0000e+00,-1.9389e-01
case6,5862,1.2636e-05,2.5749e-05,2.9053e-02,-4.3669e-04,0.0000e+00,-1.9466e-01
case6,7486,1.1981e-05,3.2425e-05,2.9053e-02,-3.6214e-04,0.0000e+00,-1.9550e-01
case6,9548,1.2577e-05,4.2915e-05,2.9114e-02,-3.0521e-04,0.0000e+00,-1.9638e-01
case6,12161,1.3947e-05,5.4359e-05,2.9175e-02,-3.0822e-04,0.0000e+00,-1.9733e-01
case6,14279,1.6868e-05,6.4850e-05,2.9236e-02,-3.3063e-04,0.0000e+00,-1.9810e-01
case6,16749,2.3365e-05,7.4387e-05,2.9236e-02,-3.6100e-04,0.0000e+00,-1.9907e-01
case6,19677,2.9325e-05,8.9645e-05,2.9358e-02,-3.8296e-04,0.0000e+00,-2.0033e-01
case6,23061,5.6267e-05,1.0490e-04,2.9480e-02,-5.0437e-04,0.0000e+00,-2.0186e-01
case6,26910,9.7060e-04,1.2398e-04,2.9724e-02,-3.0923e-04,0.0000e+00,-2.0416e-01
case6,29028,9.7489e-04,9.1095e-02,2.4963e-02,-5.0569e-04,1.9165e-02,-1.8578e-01
case6,31280,9.5010e-04,1.8674e-01,1.9958e-02,-8.3792e-04,3.8925e-02,-1.6737e-01
case6,33665,9.2500e-04,2.8730e-01,1.4709e-02,-1.3192e-03,5.9666e-02,-1.4899e-01
case6,36178,9.0325e-04,3.9268e-01,9.2163e-03,-1.7964e-03,8.1772e-02,-1.3083e-01
case6,38828,8.6796e-04,5.0310e-01,3.4790e-03,-1.9618e-03,1.0519e-01,-1.1307e-01
case6,41628,7.8297e-04,6.1827e-01,-2.5024e-03,-1.7474e-03,1.2893e-01,-9.5825e-02
case6,44589,6.8355e-04,7.3765e-01,-8.5449e-03,-1.9233e-03,1.5137e-01,-7.9529e-02
case6,47699,6.3443e-04,8.6136e-01,-1.4709e-02,-1.9636e-03,1.7352e-01,-6.4484e-02
case6,50986,6.4647e-04,9.8993e-01,-2.0996e-02,-2.4303e-03,1.9530e-01,-5.0323e-02
case6,54463,6.4957e-04,1.1248e+00,-2.7588e-02,-3.3045e-03,2.1918e-01,-3.6499e-02
case6,58130,2.6131e-04,1.2674e+00,-3.4607e-02,-2.9278e-04,2.4677e-01,-2.3254e-02
case6,62002,-1.9050e-04,1.4063e+00,-4.1809e-02,1.4431e-03,2.5943e-01,-1.1932e-02
case6,66102,-5.0068e-05,1.5457e+00,-4.9255e-02,-1.5306e-04,2.6230e-01,-2.0752e-03
case6,70427,-1.5497e-04,1.6946e+00,-5.6946e-02,-1.2398e-05,2.7216e-01,7.0190e-03
case6,74983,-6.0368e-04,1.8463e+00,-6.5369e-02,1.0018e-03,2.8006e-01,1.4832e-02
case6,78810,-1.9917e-03,1.9659e+00,-7.3792e-02,4.1791e-02,2.8110e-01,2.0416e-02
case6,79790,-1.0112e-02,1.4477e+00,-8.5449e-02,1.5566e-01,2.3050e-01,1.8402e-02
case6,80790,-7.8669e-03,1.9104e-01,-1.0083e-01,2.1943e-02,2.9907e-02,2.4109e-03
case6,81797,-4.4680e-03,-7.8979e-02,-9.1248e-02,9.8616e-04,1.3733e-03,9.1553e-05
case6,82820,-2.6579e-03,-9.8816e-02,-7.7820e-02,2.3112e-05,6.1035e-05,0.0000e+00
case6,83850,-1.5712e-03,-8.8989e-02,-6.6620e-02,1.9595e-06,0.0000e+00,-3.0518e-05
case6,84887,-1.0049e-03,-7.9987e-02,-5.8960e-02,8.2850e-06,3.0518e-05,0.0000e+00
case6,85940,-8.5914e-04,-7.3761e-02,-5.3864e-02,1.3471e-05,3.0518e-05,0.0000e+00
case6,86992,-8.6451e-04,-6.7261e-02,-4.8370e-02,1.2461e-05,3.0518e-05,3.0518e-05
case6,88072,-7.7569e-04,-5.9631e-02,-4.1840e-02,3.7700e-06,0.0000e+00,0.0000e+00
case6,89164,-6.6817e-04,-5.1270e-02,-3.4515e-02,9.6560e-06,0.0000e+00,3.0518e-05
case6,90270,-5.2321e-04,-4.2297e-02,-2.6398e-02,-1.7762e-05,0.0000e+00,3.0518e-05
case6,90971,-3.7175e-04,-3.6575e-02,-2.1118e-02,-2.5868e-05,-3.0518e-05,0.0000e+00
case6,91679,-2.6327e-04,-3.1570e-02,-1.6418e-02,-2.6345e-05,0.0000e+00,0.0000e+00
case6,92401,-1.9014e-04,-2.7130e-02,-1.2199e-02,-4.7594e-05,0.0000e+00,-3.0518e-05
case6,93113,-1.3745e-04,-2.3224e-02,-8.4686e-03,-1.1736e-04,0.0000e+00,-6.1035e-05
case6,93824,-9.7811e-05,-1.9745e-02,-5.1079e-03,-2.9755e-04,0.0000e+00,-1.8311e-04
case6,94560,-6.5789e-05,-1.6533e-02,-1.9760e-03,-6.7186e-04,0.0000e+00,-4.5776e-04
case6,95303,-2.5794e-05,-1.4076e-02,4.3011e-04,1.0097e-04,-3.0518e-05,-1.0681e-03
case6,96024,-2.2143e-05,-1.4488e-02,-3.8147e-06,9.9808e-05,6.1035e-05,-8.5449e-04
case6,97522,-2.4170e-05,-1.6335e-02,-1.8921e-03,-1.2344e-04,5.4932e-04,-2.1362e-04
case6,98170,0.0000e+00,-1.7136e-02,-2.7113e-03,0.0000e+00,8.5449e-04,0.0000e+00
case7,7,6.1035e-05,0.0000e+00,2.5446e-01,-4.6730e-05,0.0000e+00,-2.2559e-01
case7,13,9.2506e-05,1.1623e-06,2.5443e-01,-6.7234e-05,0.0000e+00,-2.2562e-01
case7,22,1.2207e-04,2.9057e-06,2.5446e-01,-9.0599e-05,0.0000e+00,-2.2559e-01
case7,29,1.4877e-04,4.2617e-06,2.5446e-01,-1.1683e-04,0.0000e+00,-2.2559e-01
case7,37,1.8120e-04,5.8115e-06,2.5446e-01,-1.5259e-04,0.0000e+00,-2.2559e-01
case7,48,2.2697e-04,7.9423e-06,2.5446e-01,-1.9360e-04,0.0000e+00,-2.2562e-01
case7,62,2.7847e-04,1.0654e-05,2.5446e-01,-2.3270e-04,0.0000e+00,-2.2562e-01
case7,80,3.4332e-04,1.4141e-05,2.5449e-01,-2.6608e-04,0.0000e+00,-2.2562e-01
case7,102,4.2725e-04,1.8403e-05,2.5449e-01,-2.8038e-04,0.0000e+00,-2.2562e-01
case7,131,5.1117e-04,2.4021e-05,2.5452e-01,-2.8229e-04,0.0000e+00,-2.2562e-01
case7,169,5.8937e-04,3.1382e-05,2.5452e-01,-2.8992e-04,0.0000e+00,-2.2565e-01
case7,220,6.6948e-04,4.1261e-05,2.5458e-01,-3.0708e-04,0.0000e+00,-2.2565e-01
case7,287,7.3242e-04,5.4240e-05,2.5464e-01,-3.2997e-04,0.0000e+00,-2.2568e-01
case7,386,7.5722e-04,7.3403e-05,2.5476e-01,-3.5048e-04,0.0000e+00,-2.2571e-01
case7,505,7.5531e-04,9.6440e-05,2.5488e-01,-3.6860e-04,0.0000e+00,-2.2577e-01
case7,653,7.2575e-04,1.2511e-04,2.5507e-01,-3.8767e-04,0.0000e+00,-2.2583e-01
case7,866,6.7377e-04,1.6636e-04,2.5525e-01,-4.1199e-04,0.0000e+00,-2.2595e-01
case7,1197,6.2513e-04,2.3055e-04,2.5562e-01,-4.4727e-04,0.0000e+00,-2.2607e-01
case7,1536,5.8794e-04,2.9624e-04,2.5592e-01,-4.8828e-04,0.0000e+00,-2.2629e-01
case7,1943,5.5075e-04,3.7515e-04,2.5626e-01,-5.2357e-04,0.0000e+00,-2.2650e-01
case7,2442,5.0545e-04,4.7207e-04,2.5671e-01,-5.5063e-04,0.0000e+00,-2.2681e-01
case7,3078,4.3988e-04,5.9557e-04,2.5720e-01,-5.6875e-04,0.0000e+00,-2.2720e-01
case7,3888,3.6371e-04,7.5316e-04,2.5778e-01,-5.6988e-04,0.0000e+00,-2.2778e-01
case7,4928,2.8694e-04,9.5606e-04,2.5845e-01,-5.6010e-04,0.0000e+00,-2.2849e-01
case7,6273,2.1350e-04,1.2193e-03,2.5916e-01,-5.3822e-04,0.0000e+00,-2.2937e-01
case7,8029,1.5098e-04,1.5645e-03,2.5995e-01,-5.0923e-04,0.0000e+00,-2.3050e-01
case7,10303,1.0484e-04,2.0123e-03,2.6080e-01,-4.7421e-04,0.0000e+00,-2.3187e-01
case7,13190,8.1897e-05,2.5845e-03,2.6175e-01,-4.6539e-04,0.0000e+00,-2.3349e-01
case7,15495,7.2002e-05,3.0432e-03,2.6242e-01,-4.7112e-04,0.0000e+00,-2.3474e-01
case7,18167,6.6638e-05,3.5744e-03,2.6318e-01,-4.8634e-04,0.0000e+00,-2.3627e-01
case7,21242,6.8724e-05,4.1885e-03,2.6404e-01,-5.3430e-04,0.0000e+00,-2.3804e-01
case7,24712,8.2195e-05,4.8828e-03,2.6501e-01,-6.3193e-04,0.0000e+00,-2.4023e-01
case7,28605,8.3447e-04,5.6610e-03,2.6614e-01,-9.3842e-04,0.0000e+00,-2.4316e-01
case7,30726,8.3196e-04,8.3620e-02,2.5543e-01,-1.1187e-03,2.2469e-02,-2.2302e-01
case7,32974,8.1682e-04,1.6559e-01,2.4402e-01,-1.3604e-03,4.5589e-02,-2.0291e-01
case7,35340,8.4376e-04,2.5116e-01,2.3203e-01,-1.1861e-03,6.9405e-02,-1.8289e-01
case7,37835,7.9894e-04,3.3963e-01,2.1960e-01,-1.3394e-03,9.2247e-02,-1.6357e-01
case7,40470,7.5316e-04,4.3175e-01,2.0663e-01,-1.6482e-03,1.1504e-01,-1.4499e-01
case7,43235,7.7224e-04,5.2740e-01,1.9305e-01,-1.6103e-03,1.3813e-01,-1.2729e-01
case7,46150,7.8201e-04,6.2633e-01,1.7902e-01,-1.8895e-03,1.6042e-01,-1.1057e-01
case7,49220,7.4160e-04,7.2937e-01,1.6425e-01,-2.2736e-03,1.8355e-01,-9.4330e-02
case7,52456,6.9201e-04,8.3723e-01,1.4853e-01,-2.2938e-03,2.0810e-01,-7.8461e-02
case7,55872,6.2436e-04,9.4927e-01,1.3211e-01,-3.9641e-03,2.3233e-01,-6.3568e-02
case7,59466,5.8603e-04,1.0709e+00,1.1392e-01,-3.6055e-03,2.6607e-01,-4.6722e-02
case7,63253,4.2856e-04,1.1960e+00,9.4757e-02,-9.8109e-04,2.9791e-01,-3.1067e-02
case7,67222,3.6013e-04,1.3183e+00,7.5073e-02,-7.5459e-04,3.1560e-01,-1.7975e-02
case7,71400,3.2854e-04,1.4440e+00,5.4382e-02,-8.5950e-04,3.3113e-01,-6.2256e-03
case7,75776,2.4962e-04,1.5718e+00,3.2593e-02,-1.5154e-03,3.4543e-01,3.6011e-03
case7,80361,8.8215e-06,1.7016e+00,9.6436e-03,-1.0066e-03,3.6142e-01,1.1383e-02
case7,85190,-2.8348e-04,1.8301e+00,-1.4862e-02,-6.3157e-04,3.7320e-01,1.7365e-02
case7,90254,-6.4898e-04,1.9596e+00,-4.1229e-02,1.3428e-03,3.8043e-01,2.0844e-02
case7,92892,-1.0161e-03,2.0237e+00,-5.5450e-02,3.5577e-03,3.7723e-01,2.1820e-02
case7,95616,-1.4148e-03,2.0874e+00,-7.0831e-02,5.8928e-03,3.6667e-01,2.2766e-02
case7,96725,-1.8547e-03,2.1124e+00,-7.7423e-02,1.0466e-02,3.5916e-01,2.3010e-02
case7,97516,-1.3087e-03,2.1290e+00,-8.2367e-02,6.1516e-03,3.4998e-01,2.3651e-02
case7,98215,-1.2647e-02,2.1451e+00,-8.6395e-02,3.5252e-01,3.4564e-01,2.4384e-02
case7,98916,-1.0197e-02,3.8330e-01,-1.0312e-01,2.7851e-02,3.0151e-02,2.0447e-03
case7,99635,-1.9202e-03,-8.3069e-02,-4.3259e-02,7.1764e-04,2.5635e-03,-1.8005e-03
case7,100232,-1.6233e-03,-8.4167e-02,-4.7218e-02,7.1239e-04,2.7161e-03,-1.1292e-03
case7,101140,0.0000e+00,-8.6090e-02,-5.3215e-02,0.0000e+00,3.0823e-03,0.0000e+00
