Microplastics combined: 100 MP m-3
Mean net RF (W m-2):,-3.9991e-02
Mean Delta TOA up flux SW (W m-2):,2.8359e-01
Mean Delta TOA up flux LW (W m-2):,-2.4360e-01
Case,Pressure (Pa),Relative heating rate SW (K day-1),Relative downward diffuse flux SW (W m-2),Relative upward flux SW (W m-2),Relative heating rate LW (K day-1),Relative downward diffuse flux LW (W m-2),Relative upward flux LW (W m-2)
case4,98555,-4.6957e-04,1.9051e+00,-2.1307e-01,-5.7369e-04,3.8354e-01,-5.5847e-03
case4,99350,-5.5993e-04,1.9218e+00,-2.1701e-01,-1.5074e-04,3.8498e-01,-4.6997e-03
case4,100170,-7.3040e-04,1.9387e+00,-2.2104e-01,5.1427e-04,3.8609e-01,-3.7231e-03
case4,100980,-9.3365e-04,1.9550e+00,-2.2507e-01,1.2152e-03,3.8660e-01,-2.7161e-03
case4,101790,-9.6107e-04,1.9708e+00,-2.2919e-01,1.1194e-03,3.8646e-01,-1.6785e-03
case4,102482,-1.0409e-03,1.9842e+00,-2.3270e-01,1.1595e-03,3.8641e-01,-8.2397e-04
case4,103173,0.0000e+00,1.9975e+00,-2.3624e-01,0.0000e+00,3.8629e-01,0.0000e+00
case5,10,4.7684e-06,0.0000e+00,1.6840e-01,-7.8201e-05,0.0000e+00,-1.9556e-01
case5,13,5.7220e-06,7.6834e-08,1.6840e-01,-1.0490e-04,0.0000e+00,-1.9556e-01
case5,17,7.1526e-06,1.7881e-07,1.6840e-01,-1.4591e-04,0.0000e+00,-1.9556e-01
case5,22,8.5831e-06,3.0734e-07,1.6843e-01,-1.9264e-04,0.0000e+00,-1.9557e-01
case5,29,1.0967e-05,4.8801e-07,1.6840e-01,-2.1648e-04,0.0000e+00,-1.9556e-01
case5,37,1.3351e-05,6.9290e-07,1.6840e-01,-2.2316e-04,0.0000e+00,-1.9557e-01
case5,48,1.6212e-05,9.7230e-07,1.6843e-01,-2.3365e-04,0.0000e+00,-1.9557e-01
case5,61,2.0027e-05,1.3076e-06,1.6840e-01,-2.3842e-04,0.0000e+00,-1.9557e-01
case5,77,2.3842e-05,1.7136e-06,1.6843e-01,-2.3937e-04,0.0000e+00,-1.9557e-01
case5,99,2.8610e-05,2.2799e-06,1.6843e-01,-2.3842e-04,0.0000e+00,-1.9557e-01
case5,126,3.6240e-05,2.9653e-06,1.6840e-01,-2.4033e-04,0.0000e+00,-1.9559e-01
case5,161,4.3869e-05,3.8743e-06,1.6840e-01,-2.4414e-04,0.0000e+00,-1.9559e-01
case5,206,5.2452e-05,5.0217e-06,1.6840e-01,-2.5272e-04,0.0000e+00,-1.9562e-01
case5,264,6.0081e-05,6.4969e-06,1.6843e-01,-2.4605e-04,0.0000e+00,-1.9563e-01
case5,340,6.6757e-05,8.4639e-06,1.6843e-01,-2.4080e-04,0.0000e+00,-1.9565e-01
case5,442,7.0572e-05,1.1057e-05,1.6843e-01,-2.3556e-04,0.0000e+00,-1.9568e-01
case5,577,7.1526e-05,1.4544e-05,1.6846e-01,-2.2793e-04,0.0000e+00,-1.9572e-01
case5,760,7.0572e-05,1.9193e-05,1.6846e-01,-2.2125e-04,0.0000e+00,-1.9577e-01
case5,1009,6.7949e-05,2.5511e-05,1.6849e-01,-2.2340e-04,0.0000e+00,-1.9583e-01
case5,1340,6.7949e-05,3.4094e-05,1.6855e-01,-2.3413e-04,0.0000e+00,-1.9591e-01
case5,1663,6.9857e-05,4.2319e-05,1.6855e-01,-2.5582e-04,0.0000e+00,-1.9600e-01
case5,2069,7.1049e-05,5.2691e-05,1.6861e-01,-2.8300e-04,0.0000e+00,-1.9612e-01
case5,2581,7.1526e-05,6.5804e-05,1.6870e-01,-2.9349e-04,0.0000e+00,-1.9630e-01
case5,3036,7.2718e-05,7.7486e-05,1.6873e-01,-3.0708e-04,0.0000e+00,-1.9646e-01
case5,3761,6.5327e-05,9.6083e-05,1.6879e-01,-3.1030e-04,0.0000e+00,-1.9673e-01
case5,4752,6.0081e-05,1.2112e-04,1.6888e-01,-3.2246e-04,0.0000e+00,-1.9710e-01
case5,5999,5.5075e-05,1.5354e-04,1.6901e-01,-3.3522e-04,0.0000e+00,-1.9757e-01
case5,7583,5.4240e-05,1.9455e-04,1.6919e-01,-3.7467e-04,0.0000e+00,-1.9820e-01
case5,9565,5.3525e-05,2.4605e-04,1.6934e-01,-4.2027e-04,0.0000e+00,-1.9908e-01
case5,12062,5.2571e-05,3.0994e-04,1.6959e-01,-4.5609e-04,0.0000e+00,-2.0032e-01
case5,14080,5.1856e-05,3.6240e-04,1.6974e-01,-4.7761e-04,0.0000e+00,-2.0142e-01
case5,16417,5.3525e-05,4.2343e-04,1.6995e-01,-4.7353e-04,0.0000e+00,-2.0274e-01
case5,19217,6.5565e-05,4.9591e-04,1.7020e-01,-4.8138e-04,0.0000e+00,-2.0432e-01
case5,22563,8.4937e-05,5.8365e-04,1.7056e-01,-5.2252e-04,0.0000e+00,-2.0622e-01
case5,26397,8.6129e-04,6.8474e-04,1.7102e-01,-4.2933e-04,0.0000e+00,-2.0860e-01
case5,28503,8.4269e-04,6.6156e-02,1.5866e-01,-7.1287e-04,1.4935e-02,-1.9473e-01
case5,30728,8.1956e-04,1.3461e-01,1.4566e-01,-9.6309e-04,3.0613e-02,-1.8094e-01
case5,33094,8.0538e-04,2.0667e-01,1.3202e-01,-1.0602e-03,4.6928e-02,-1.6733e-01
case5,35595,7.8821e-04,2.8168e-01,1.1792e-01,-1.3859e-03,6.2881e-02,-1.5453e-01
case5,38243,7.2730e-04,3.5975e-01,1.0336e-01,-2.1535e-03,7.9079e-02,-1.4267e-01
case5,41043,6.9004e-04,4.4261e-01,8.7524e-02,-2.5440e-03,9.9174e-02,-1.2975e-01
case5,44000,6.2388e-04,5.2931e-01,7.0831e-02,-2.6236e-03,1.2047e-01,-1.1737e-01
case5,47110,5.7685e-04,6.1903e-01,5.3589e-02,-2.7815e-03,1.4128e-01,-1.0623e-01
case5,50404,5.9199e-04,7.1273e-01,3.5431e-02,-3.4088e-03,1.6267e-01,-9.5734e-02
case5,53894,5.0646e-04,8.1171e-01,1.6083e-02,-3.1648e-03,1.8761e-01,-8.4869e-02
case5,57603,4.4340e-04,9.1458e-01,-4.2114e-03,-3.0555e-03,2.1162e-01,-7.4799e-02
case5,61529,-2.6345e-05,1.0213e+00,-2.5482e-02,-1.4305e-05,2.3541e-01,-6.5216e-02
case5,65690,4.9794e-04,1.1231e+00,-4.6387e-02,-3.6088e-03,2.4174e-01,-5.8960e-02
case5,70120,4.8754e-04,1.2399e+00,-6.9519e-02,-3.4206e-03,2.6945e-01,-5.0232e-02
case5,74857,3.7014e-04,1.3623e+00,-9.4025e-02,-2.8428e-03,2.9837e-01,-4.0527e-02
case5,79904,1.1718e-04,1.4880e+00,-1.1969e-01,-1.9104e-03,3.2538e-01,-3.0548e-02
case5,84154,-1.5390e-04,1.5889e+00,-1.4111e-01,-9.7311e-04,3.4233e-01,-2.3193e-02
case5,87481,-4.5788e-04,1.6644e+00,-1.5778e-01,6.4373e-06,3.5120e-01,-1.8188e-02
case5,90928,-5.1928e-04,1.7388e+00,-1.7499e-01,-6.3777e-05,3.5580e-01,-1.3550e-02
case5,92409,-4.8470e-04,1.7704e+00,-1.8240e-01,-3.3653e-04,3.5770e-01,-1.1749e-02
case5,93913,-4.6790e-04,1.8025e+00,-1.8985e-01,-4.7505e-04,3.6000e-01,-1.0071e-02
case5,95443,-4.5824e-04,1.8351e+00,-1.9745e-01,-6.6173e-04,3.6255e-01,-8.3618e-03
case5,96982,-4.3356e-04,1.8678e+00,-2.0508e-01,-8.6987e-04,3.6530e-01,-6.8359e-03
case5,97765,-4.6194e-04,1.8844e+00,-2.0895e-01,-6.9749e-04,3.6682e-01,-6.1340e-03
case5,98555,-4.7183e-04,1.9011e+00,-2.1286e-01,-4.9722e-04,3.6823e-01,-5.3711e-03
case5,99350,-5.6171e-04,1.9177e+00,-2.1677e-01,-9.3639e-05,3.6954e-01,-4.5166e-03
case5,100170,-7.3099e-04,1.9345e+00,-2.2079e-01,5.4640e-04,3.7057e-01,-3.6011e-03
case5,100980,-9.3293e-04,1.9507e+00,-2.2485e-01,1.2152e-03,3.7100e-01,-2.6245e-03
case5,101790,-9.6023e-04,1.9665e+00,-2.2894e-01,1.1194e-03,3.7085e-01,-1.6174e-03
case5,102482,-1.0399e-03,1.9799e+00,-2.3242e-01,1.1531e-03,3.7076e-01,-7.9346e-04
case5,103173,0.0000e+00,1.9932e+00,-2.3596e-01,0.0000e+00,3.7059e-01,0.0000e+00
case6,7,9.5367e-07,0.0000e+00,1.8127e-02,-3.7193e-05,0.0000e+00,-1.5723e-01
case6,13,1.9073e-06,1.0245e-08,1.8127e-02,-5.1975e-05,0.0000e+00,-1.5723e-01
case6,22,1.9073e-06,2.6077e-08,1.8127e-02,-6.7711e-05,0.0000e+00,-1.5723e-01
case6,29,0.0000e+00,3.9116e-08,1.8127e-02,-8.8215e-05,0.0000e+00,-1.5723e-01
case6,37,1.9073e-06,5.5879e-08,1.8066e-02,-1.1349e-04,0.0000e+00,-1.5723e-01
case6,48,3.8147e-06,7.4506e-08,1.8127e-02,-1.4400e-04,0.0000e+00,-1.5723e-01
case6,62,3.8147e-06,9.6858e-08,1.8066e-02,-1.7071e-04,0.0000e+00,-1.5723e-01
case6,80,1.9073e-06,1.3411e-07,1.8127e-02,-1.9264e-04,0.0000e+00,-1.5723e-01
case6,102,3.8147e-06,1.6391e-07,1.8127e-02,-1.9646e-04,0.0000e+00,-1.5723e-01
case6,131,5.7220e-06,2.0862e-07,1.8127e-02,-1.9455e-04,0.0000e+00,-1.5724e-01
case6,169,5.7220e-06,2.8312e-07,1.8127e-02,-1.9932e-04,0.0000e+00,-1.5726e-01
case6,220,5.7220e-06,3.5763e-07,1.8066e-02,-2.1124e-04,0.0000e+00,-1.5726e-01
case6,287,6.6757e-06,5.0664e-07,1.8127e-02,-2.2888e-04,0.0000e+00,-1.5729e-01
case6,386,6.6757e-06,6.8545e-07,1.8127e-02,-2.4891e-04,0.0000e+00,-1.5730e-01
case6,505,7.6294e-06,8.9407e-07,1.8127e-02,-2.6655e-04,0.0000e+00,-1.5735e-01
case6,653,7.6294e-06,1.1325e-06,1.8127e-02,-2.8777e-04,0.0000e+00,-1.5738e-01
case6,866,8.1062e-06,1.5497e-06,1.8127e-02,-3.1900e-04,0.0000e+00,-1.5747e-01
case6,1197,8.1062e-06,2.1458e-06,1.8127e-02,-3.5381e-04,0.0000e+00,-1.5758e-01
case6,1502,8.5831e-06,2.6226e-06,1.8127e-02,-3.8242e-04,0.0000e+00,-1.5771e-01
case6,1880,9.0599e-06,3.3379e-06,1.8127e-02,-4.0746e-04,0.0000e+00,-1.5788e-01
case6,2361,9.0599e-06,4.0531e-06,1.8188e-02,-4.2939e-04,0.0000e+00,-1.5813e-01
case6,2972,9.5367e-06,5.2452e-06,1.8127e-02,-4.3154e-04,0.0000e+00,-1.5843e-01
case6,3603,9.5367e-06,6.1989e-06,1.8127e-02,-4.3571e-04,0.0000e+00,-1.5877e-01
case6,4591,9.0599e-06,8.5831e-06,1.8188e-02,-4.1589e-04,0.0000e+00,-1.5927e-01
case6,5862,8.7023e-06,1.0490e-05,1.8188e-02,-3.5457e-04,0.0000e+00,-1.5990e-01
case6,7486,9.0003e-06,1.3351e-05,1.8188e-02,-2.9461e-04,0.0000e+00,-1.6057e-01
case6,9548,9.9540e-06,1.8120e-05,1.8250e-02,-2.4886e-04,0.0000e+00,-1.6130e-01
case6,12161,1.1265e-05,2.2888e-05,1.8311e-02,-2.5164e-04,0.0000e+00,-1.6206e-01
case6,14279,1.3888e-05,2.6703e-05,1.8311e-02,-2.7052e-04,0.0000e+00,-1.6270e-01
case6,16749,1.9610e-05,3.0518e-05,1.8311e-02,-2.9689e-04,0.0000e+00,-1.6348e-01
case6,19677,2.4855e-05,3.8147e-05,1.8433e-02,-3.1644e-04,0.0000e+00,-1.6452e-01
case6,23061,4.8637e-05,4.3869e-05,1.8555e-02,-4.2427e-04,0.0000e+00,-1.6579e-01
case6,26910,1.0517e-03,5.3406e-05,1.8738e-02,-4.1020e-04,0.0000e+00,-1.6772e-01
case6,29028,1.0512e-03,7.9468e-02,1.4587e-02,-5.5528e-04,1.6830e-02,-1.5192e-01
case6,31280,1.0264e-03,1.6298e-01,1.0254e-02,-8.3125e-04,3.4073e-02,-1.3617e-01
case6,33665,1.0022e-03,2.5078e-01,5.7983e-03,-1.2540e-03,5.2086e-02,-1.2048e-01
case6,36178,9.8002e-04,3.4281e-01,1.0376e-03,-1.6721e-03,7.1247e-02,-1.0507e-01
case6,38828,9.4235e-04,4.3924e-01,-3.9062e-03,-1.7929e-03,9.1492e-02,-9.0118e-02
case6,41628,8.5640e-04,5.3984e-01,-9.0332e-03,-1.5452e-03,1.1190e-01,-7.5623e-02
case6,44589,7.6318e-04,6.4414e-01,-1.4282e-02,-1.6809e-03,1.3091e-01,-6.2073e-02
case6,47699,7.1621e-04,7.5224e-01,-1.9531e-02,-1.7247e-03,1.4952e-01,-4.9652e-02
case6,50986,7.2813e-04,8.6459e-01,-2.4902e-02,-2.1752e-03,1.6782e-01,-3.8086e-02
case6,54463,7.3457e-04,9.8247e-01,-3.0579e-02,-2.9819e-03,1.8805e-01,-2.6855e-02
case6,58130,3.5691e-04,1.1070e+00,-3.6621e-02,-2.5582e-04,2.1162e-01,-1.6205e-02
case6,62002,-6.4850e-05,1.2285e+00,-4.2725e-02,1.2879e-03,2.2176e-01,-7.2327e-03
case6,66102,7.0572e-05,1.3504e+00,-4.9133e-02,-1.6236e-04,2.2324e-01,4.5776e-04
case6,70427,-3.0279e-05,1.4806e+00,-5.5664e-02,-6.8426e-05,2.3105e-01,7.4768e-03
case6,74983,-4.4656e-04,1.6133e+00,-6.2927e-02,7.6580e-04,2.3729e-01,1.3336e-02
case6,78810,-1.7743e-03,1.7179e+00,-7.0190e-02,3.5418e-02,2.3790e-01,1.7395e-02
case6,79790,-9.3679e-03,1.2631e+00,-8.0322e-02,1.3166e-01,1.9487e-01,1.5564e-02
case6,80790,-7.1640e-03,1.6150e-01,-9.3201e-02,1.8489e-02,2.5208e-02,2.0447e-03
case6,81797,-4.0560e-03,-7.4463e-02,-8.4229e-02,8.3053e-04,1.1597e-03,9.1553e-05
case6,82820,-2.3971e-03,-9.1187e-02,-7.1991e-02,1.9610e-05,6.1035e-05,0.0000e+00
case6,83850,-1.3933e-03,-8.2092e-02,-6.1798e-02,1.9595e-06,0.0000e+00,-3.0518e-05
case6,84887,-8.7047e-04,-7.3883e-02,-5.4779e-02,6.6757e-06,3.0518e-05,0.0000e+00
case6,85940,-7.4422e-04,-6.8237e-02,-5.0079e-02,1.0788e-05,3.0518e-05,0.0000e+00
case6,86992,-7.6365e-04,-6.2256e-02,-4.5013e-02,1.0727e-05,3.0518e-05,0.0000e+00
case6,88072,-6.9189e-04,-5.5237e-02,-3.8971e-02,3.1888e-06,0.0000e+00,0.0000e+00
case6,89164,-6.0117e-04,-4.7577e-02,-3.2196e-02,8.0466e-06,0.0000e+00,3.0518e-05
case6,90270,-4.7183e-04,-3.9276e-02,-2.4689e-02,-1.4782e-05,0.0000e+00,0.0000e+00
case6,90971,-3.3212e-04,-3.4012e-02,-1.9806e-02,-2.1577e-05,-3.0518e-05,0.0000e+00
case6,91679,-2.3228e-04,-2.9373e-02,-1.5457e-02,-2.2113e-05,0.0000e+00,0.0000e+00
case6,92401,-1.6558e-04,-2.5253e-02,-1.1536e-02,-4.0025e-05,0.0000e+00,-3.0518e-05
case6,93113,-1.1811e-04,-2.1652e-02,-8.0719e-03,-9.8705e-05,0.0000e+00,-3.0518e-05
case6,93824,-8.2910e-05,-1.8417e-02,-4.9400e-03,-2.4998e-04,0.0000e+00,-1.5259e-04
case6,94560,-5.4628e-05,-1.5434e-02,-2.0256e-03,-5.6458e-04,0.0000e+00,-3.9673e-04
case6,95303,-1.7069e-05,-1.3130e-02,2.2793e-04,9.6798e-05,-3.0518e-05,-8.8501e-04
case6,96024,-1.3568e-05,-1.3489e-02,-1.4019e-04,8.8930e-05,6.1035e-05,-7.3242e-04
case6,97522,-1.5378e-05,-1.5137e-02,-1.8139e-03,-1.1167e-04,4.2725e-04,-1.5259e-04
case6,98170,0.0000e+00,-1.5846e-02,-2.5396e-03,0.0000e+00,7.0190e-04,0.0000e+00
case7,7,5.3406e-05,0.0000e+00,2.2134e-01,-3.7193e-05,0.0000e+00,-1.8179e-01
case7,13,8.1062e-05,1.0212e-06,2.2134e-01,-5.4836e-05,0.0000e+00,-1.8182e-01
case7,22,1.0777e-04,2.5518e-06,2.2134e-01,-7.3433e-05,0.0000e+00,-1.8179e-01
case7,29,1.3161e-04,3.7439e-06,2.2137e-01,-9.4891e-05,0.0000e+00,-1.8182e-01
case7,37,1.6022e-04,5.1036e-06,2.2134e-01,-1.2398e-04,0.0000e+00,-1.8179e-01
case7,48,2.0027e-04,6.9775e-06,2.2137e-01,-1.5736e-04,0.0000e+00,-1.8182e-01
case7,62,2.4605e-04,9.3579e-06,2.2137e-01,-1.8978e-04,0.0000e+00,-1.8182e-01
case7,80,3.0327e-04,1.2428e-05,2.2137e-01,-2.1648e-04,0.0000e+00,-1.8182e-01
case7,102,3.7575e-04,1.6168e-05,2.2137e-01,-2.2793e-04,0.0000e+00,-1.8182e-01
case7,131,4.5013e-04,2.1100e-05,2.2141e-01,-2.2888e-04,0.0000e+00,-1.8182e-01
case7,169,5.1880e-04,2.7567e-05,2.2144e-01,-2.3460e-04,0.0000e+00,-1.8185e-01
case7,220,5.8937e-04,3.6240e-05,2.2147e-01,-2.4748e-04,0.0000e+00,-1.8185e-01
case7,287,6.4564e-04,4.7654e-05,2.2153e-01,-2.6512e-04,0.0000e+00,-1.8188e-01
case7,386,6.6757e-04,6.4462e-05,2.2162e-01,-2.8086e-04,0.0000e+00,-1.8192e-01
case7,505,6.6566e-04,8.4728e-05,2.2174e-01,-2.9469e-04,0.0000e+00,-1.8198e-01
case7,653,6.3944e-04,1.0991e-04,2.2189e-01,-3.0923e-04,0.0000e+00,-1.8198e-01
case7,866,5.9366e-04,1.4615e-04,2.2208e-01,-3.2806e-04,0.0000e+00,-1.8210e-01
case7,1197,5.5075e-04,2.0254e-04,2.2238e-01,-3.5572e-04,0.0000e+00,-1.8219e-01
case7,1536,5.1785e-04,2.6023e-04,2.2263e-01,-3.8838e-04,0.0000e+00,-1.8237e-01
case7,1943,4.8518e-04,3.2961e-04,2.2296e-01,-4.1604e-04,0.0000e+00,-1.8253e-01
case7,2442,4.4513e-04,4.1461e-04,2.2336e-01,-4.3702e-04,0.0000e+00,-1.8280e-01
case7,3078,3.8743e-04,5.2333e-04,2.2379e-01,-4.5121e-04,0.0000e+00,-1.8311e-01
case7,3888,3.2020e-04,6.6161e-04,2.2427e-01,-4.5216e-04,0.0000e+00,-1.8356e-01
case7,4928,2.5249e-04,8.4019e-04,2.2488e-01,-4.4453e-04,0.0000e+00,-1.8411e-01
case7,6273,1.8787e-04,1.0710e-03,2.2549e-01,-4.2769e-04,0.0000e+00,-1.8481e-01
case7,8029,1.3274e-04,1.3742e-03,2.2620e-01,-4.0546e-04,0.0000e+00,-1.8570e-01
case7,10303,9.2089e-05,1.7681e-03,2.2696e-01,-3.7861e-04,0.0000e+00,-1.8680e-01
case7,13190,7.1883e-05,2.2707e-03,2.2778e-01,-3.7270e-04,0.0000e+00,-1.8811e-01
case7,15495,6.3181e-05,2.6731e-03,2.2836e-01,-3.7874e-04,0.0000e+00,-1.8912e-01
case7,18167,5.8413e-05,3.1404e-03,2.2903e-01,-3.9262e-04,0.0000e+00,-1.9031e-01
case7,21242,6.0320e-05,3.6793e-03,2.2980e-01,-4.3511e-04,0.0000e+00,-1.9177e-01
case7,24712,7.2300e-05,4.2896e-03,2.3065e-01,-5.2273e-04,0.0000e+00,-1.9354e-01
case7,28605,8.9073e-04,4.9725e-03,2.3166e-01,-9.7251e-04,0.0000e+00,-1.9595e-01
case7,30726,8.8477e-04,7.2887e-02,2.2211e-01,-1.0974e-03,1.9592e-02,-1.7880e-01
case7,32974,8.6784e-04,1.4431e-01,2.1201e-01,-1.2889e-03,3.9623e-02,-1.6171e-01
case7,35340,8.8191e-04,2.1887e-01,2.0132e-01,-1.0712e-03,6.0150e-02,-1.4478e-01
case7,37835,8.3566e-04,2.9596e-01,1.9031e-01,-1.1718e-03,7.9590e-02,-1.2854e-01
case7,40470,7.9179e-04,3.7626e-01,1.7880e-01,-1.4369e-03,9.8831e-02,-1.1295e-01
case7,43235,8.0419e-04,4.5964e-01,1.6675e-01,-1.4009e-03,1.1828e-01,-9.8206e-02
case7,46150,8.1098e-04,5.4586e-01,1.5430e-01,-1.6670e-03,1.3698e-01,-8.4351e-02
case7,49220,7.7379e-04,6.3568e-01,1.4117e-01,-2.0165e-03,1.5645e-01,-7.0984e-02
case7,52456,7.2515e-04,7.2970e-01,1.2726e-01,-2.0281e-03,1.7715e-01,-5.7983e-02
case7,55872,6.7973e-04,8.2738e-01,1.1267e-01,-3.5497e-03,1.9754e-01,-4.5837e-02
case7,59466,6.3747e-04,9.3339e-01,9.6527e-02,-3.2302e-03,2.2633e-01,-3.2166e-02
case7,63253,4.7147e-04,1.0425e+00,7.9529e-02,-8.8096e-04,2.5340e-01,-1.9592e-02
case7,67222,4.0507e-04,1.1492e+00,6.2103e-02,-6.9094e-04,2.6790e-01,-9.2468e-03
case7,71400,3.7003e-04,1.2588e+00,4.3732e-02,-8.0848e-04,2.8052e-01,-9.1553e-05
case7,75776,2.9588e-04,1.3703e+00,2.4445e-02,-1.4229e-03,2.9218e-01,7.4158e-03
case7,80361,7.0572e-05,1.4836e+00,4.0894e-03,-1.0333e-03,3.0557e-01,1.3062e-02
case7,85190,-1.9288e-04,1.5956e+00,-1.7639e-02,-7.5626e-04,3.1561e-01,1.7181e-02
case7,90254,-5.2571e-04,1.7086e+00,-4.1016e-02,9.1910e-04,3.2208e-01,1.9104e-02
case7,92892,-8.5783e-04,1.7646e+00,-5.3619e-02,2.8138e-03,3.1952e-01,1.9409e-02
case7,95616,-1.2188e-03,1.8202e+00,-6.7291e-02,4.8037e-03,3.1073e-01,1.9714e-02
case7,96725,-1.6222e-03,1.8419e+00,-7.3120e-02,8.7276e-03,3.0441e-01,1.9714e-02
case7,97516,-1.1122e-03,1.8564e+00,-7.7515e-02,5.1110e-03,2.9663e-01,2.0142e-02
case7,98215,-1.1981e-02,1.8705e+00,-8.1085e-02,2.9882e-01,2.9297e-01,2.0691e-02
case7,98916,-9.2764e-03,3.2721e-01,-9.3750e-02,2.3566e-02,2.5513e-02,1.7395e-03
case7,99635,-1.6533e-03,-7.9651e-02,-3.9261e-02,6.3753e-04,2.1362e-03,-1.5259e-03
case7,100232,-1.3878e-03,-8.0658e-02,-4.2778e-02,6.3133e-04,2.2583e-03,-9.7656e-04
case7,101140,0.0000e+00,-8.2458e-02,-4.8096e-02,0.0000e+00,2.5635e-03,0.0000e+00
