Microplastics boundary layer: 100 MP m-3
Mean net RF (W m-2):,-3.1625e-02
Mean Delta TOA up flux SW (W m-2):,4.5526e-02
Mean Delta TOA up flux LW (W m-2):,-1.3901e-02
Case,Pressure (Pa),Relative heating rate SW (K day-1),Relative downward diffuse flux SW (W m-2),Relative upward flux SW (W m-2),Relative heating rate LW (K day-1),Relative downward diffuse flux LW (W m-2),Relative upward flux LW (W m-2)
case4,98555,3.7050e-04,2.9771e-01,-2.5940e-02,-3.1136e-03,7.1030e-02,-5.2185e-03
case4,99350,3.6073e-04,3.1532e-01,-2.9327e-02,-2.9822e-03,7.4738e-02,-4.4556e-03
case4,100170,3.3844e-04,3.3392e-01,-3.2867e-02,-2.8164e-03,7.8506e-02,-3.5706e-03
case4,100980,3.0851e-04,3.5268e-01,-3.6469e-02,-2.6631e-03,8.2138e-02,-2.6550e-03
case4,101790,3.0351e-04,3.7186e-01,-4.0222e-02,-2.7723e-03,8.5678e-02,-1.6479e-03
case4,102482,2.8992e-04,3.8867e-01,-4.3488e-02,-2.8843e-03,8.8806e-02,-8.2397e-04
case4,103173,0.0000e+00,4.0584e-01,-4.6814e-02,0.0000e+00,9.1980e-02,0.0000e+00
case5,10,0.0000e+00,0.0000e+00,2.7832e-02,-5.7220e-06,0.0000e+00,-1.5244e-02
case5,13,9.5367e-07,1.4668e-08,2.7832e-02,-7.6294e-06,0.0000e+00,-1.5244e-02
case5,17,9.5367e-07,3.3528e-08,2.7832e-02,-9.5367e-06,0.0000e+00,-1.5244e-02
case5,22,1.4305e-06,5.8673e-08,2.7863e-02,-1.3351e-05,0.0000e+00,-1.5259e-02
case5,29,1.4305e-06,9.3132e-08,2.7832e-02,-1.5259e-05,0.0000e+00,-1.5244e-02
case5,37,2.8610e-06,1.3411e-07,2.7832e-02,-1.5259e-05,0.0000e+00,-1.5259e-02
case5,48,2.8610e-06,1.8254e-07,2.7863e-02,-1.6212e-05,0.0000e+00,-1.5259e-02
case5,61,3.8147e-06,2.4587e-07,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5259e-02
case5,77,3.8147e-06,3.2037e-07,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5259e-02
case5,99,4.7684e-06,4.3213e-07,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5259e-02
case5,126,7.6294e-06,5.6624e-07,2.7832e-02,-1.7166e-05,0.0000e+00,-1.5244e-02
case5,161,7.6294e-06,7.4506e-07,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5244e-02
case5,206,9.5367e-06,9.5367e-07,2.7832e-02,-1.7166e-05,0.0000e+00,-1.5259e-02
case5,264,1.0490e-05,1.2517e-06,2.7863e-02,-1.6212e-05,0.0000e+00,-1.5259e-02
case5,340,1.2398e-05,1.6093e-06,2.7832e-02,-1.6689e-05,0.0000e+00,-1.5259e-02
case5,442,1.2875e-05,2.0862e-06,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5274e-02
case5,577,1.2875e-05,2.7418e-06,2.7832e-02,-1.6212e-05,0.0000e+00,-1.5274e-02
case5,760,1.2398e-05,3.6359e-06,2.7832e-02,-1.5736e-05,0.0000e+00,-1.5274e-02
case5,1009,1.1921e-05,4.8876e-06,2.7863e-02,-1.6451e-05,0.0000e+00,-1.5274e-02
case5,1340,1.1921e-05,6.4373e-06,2.7863e-02,-1.7643e-05,0.0000e+00,-1.5274e-02
case5,1663,1.2159e-05,7.9870e-06,2.7863e-02,-1.9550e-05,0.0000e+00,-1.5274e-02
case5,2069,1.2159e-05,1.0014e-05,2.7893e-02,-2.1696e-05,0.0000e+00,-1.5289e-02
case5,2581,1.1921e-05,1.2398e-05,2.7893e-02,-2.2411e-05,0.0000e+00,-1.5305e-02
case5,3036,1.1444e-05,1.4544e-05,2.7893e-02,-2.3127e-05,0.0000e+00,-1.5320e-02
case5,3761,1.0014e-05,1.8358e-05,2.7893e-02,-2.3365e-05,0.0000e+00,-1.5335e-02
case5,4752,8.8215e-06,2.2888e-05,2.7924e-02,-2.4080e-05,0.0000e+00,-1.5381e-02
case5,5999,7.8678e-06,2.9087e-05,2.7924e-02,-2.4736e-05,0.0000e+00,-1.5411e-02
case5,7583,7.2718e-06,3.7193e-05,2.7985e-02,-2.7180e-05,0.0000e+00,-1.5457e-02
case5,9565,6.7949e-06,4.6730e-05,2.7985e-02,-2.9802e-05,0.0000e+00,-1.5503e-02
case5,12062,6.1989e-06,5.9128e-05,2.8046e-02,-3.1590e-05,0.0000e+00,-1.5594e-02
case5,14080,5.7220e-06,6.8665e-05,2.8046e-02,-3.2127e-05,0.0000e+00,-1.5671e-02
case5,16417,5.1260e-06,8.0109e-05,2.8076e-02,-3.0220e-05,0.0000e+00,-1.5762e-02
case5,19217,4.8280e-06,9.3460e-05,2.8107e-02,-2.7061e-05,0.0000e+00,-1.5869e-02
case5,22563,4.8280e-06,1.1063e-04,2.8137e-02,-2.3723e-05,0.0000e+00,-1.5961e-02
case5,26397,5.1260e-06,1.2970e-04,2.8168e-02,-2.2173e-05,0.0000e+00,-1.6083e-02
case5,28503,5.8413e-06,1.3924e-04,2.8198e-02,-2.2054e-05,0.0000e+00,-1.6144e-02
case5,30728,7.0333e-06,1.5068e-04,2.8229e-02,-2.2888e-05,0.0000e+00,-1.6190e-02
case5,33094,1.0490e-05,1.6212e-04,2.8290e-02,-2.6703e-05,0.0000e+00,-1.6266e-02
case5,35595,1.4901e-05,1.7548e-04,2.8320e-02,-3.1352e-05,0.0000e+00,-1.6342e-02
case5,38243,8.4043e-06,1.8692e-04,2.8381e-02,-2.5690e-05,0.0000e+00,-1.6434e-02
case5,41043,9.7752e-06,2.0218e-04,2.8412e-02,-2.7955e-05,0.0000e+00,-1.6525e-02
case5,44000,1.4484e-05,2.1744e-04,2.8442e-02,-3.4332e-05,0.0000e+00,-1.6632e-02
case5,47110,1.6510e-05,2.3270e-04,2.8534e-02,-3.7909e-05,0.0000e+00,-1.6754e-02
case5,50404,1.2130e-05,2.4796e-04,2.8625e-02,-3.3557e-05,0.0000e+00,-1.6907e-02
case5,53894,1.7226e-05,2.6703e-04,2.8656e-02,-4.0889e-05,0.0000e+00,-1.7029e-02
case5,57603,2.0921e-05,2.8610e-04,2.8778e-02,-4.6730e-05,0.0000e+00,-1.7212e-02
case5,61529,7.9870e-05,3.0136e-04,2.8900e-02,-1.3232e-04,0.0000e+00,-1.7426e-02
case5,65690,2.0146e-05,3.2425e-04,2.9297e-02,-4.9472e-05,0.0000e+00,-1.8097e-02
case5,70120,1.8090e-05,3.4332e-04,2.9449e-02,-4.8041e-05,0.0000e+00,-1.8372e-02
case5,74857,2.9206e-05,3.7003e-04,2.9541e-02,-6.8456e-05,0.0000e+00,-1.8616e-02
case5,79904,3.0202e-04,3.9673e-04,2.9755e-02,-1.9845e-03,0.0000e+00,-1.9043e-02
case5,84154,3.3158e-04,5.0880e-02,2.0416e-02,-2.2269e-03,1.3016e-02,-1.6022e-02
case5,87481,3.4297e-04,9.6764e-02,1.1902e-02,-2.3700e-03,2.4261e-02,-1.3550e-02
case5,90928,3.4630e-04,1.5061e-01,1.8005e-03,-2.5694e-03,3.6591e-02,-1.0925e-02
case5,92409,3.5059e-04,1.7597e-01,-2.9907e-03,-2.7108e-03,4.2236e-02,-9.7656e-03
case5,93913,3.5489e-04,2.0319e-01,-8.1177e-03,-2.8173e-03,4.8218e-02,-8.6365e-03
case5,95443,3.6037e-04,2.3243e-01,-1.3672e-02,-3.0112e-03,5.4565e-02,-7.4158e-03
case5,96982,3.6716e-04,2.6352e-01,-1.9562e-02,-3.1824e-03,6.1249e-02,-6.2256e-03
case5,97765,3.6621e-04,2.8002e-01,-2.2705e-02,-3.1289e-03,6.4774e-02,-5.6458e-03
case5,98555,3.6633e-04,2.9709e-01,-2.5970e-02,-2.9842e-03,6.8344e-02,-5.0049e-03
case5,99350,3.5655e-04,3.1467e-01,-2.9297e-02,-2.8571e-03,7.1884e-02,-4.2725e-03
case5,100170,3.3438e-04,3.3321e-01,-3.2837e-02,-2.6961e-03,7.5500e-02,-3.4485e-03
case5,100980,3.0458e-04,3.5194e-01,-3.6469e-02,-2.5478e-03,7.8979e-02,-2.5635e-03
case5,101790,2.9957e-04,3.7108e-01,-4.0192e-02,-2.6533e-03,8.2382e-02,-1.5869e-03
case5,102482,2.8598e-04,3.8785e-01,-4.3427e-02,-2.7621e-03,8.5373e-02,-7.9346e-04
case5,103173,0.0000e+00,4.0498e-01,-4.6753e-02,0.0000e+00,8.8425e-02,0.0000e+00
case6,7,0.0000e+00,0.0000e+00,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,13,9.5367e-07,7.4506e-09,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,22,9.5367e-07,1.8626e-08,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,29,0.0000e+00,2.6077e-08,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,37,0.0000e+00,3.7253e-08,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,48,1.9073e-06,4.8429e-08,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,62,1.9073e-06,6.7055e-08,6.7139e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,80,1.9073e-06,8.9407e-08,6.7139e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,102,1.9073e-06,1.0431e-07,6.7139e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,131,3.8147e-06,1.4901e-07,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,169,3.8147e-06,1.9372e-07,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,220,3.8147e-06,2.3842e-07,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,287,3.8147e-06,3.2783e-07,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,386,3.8147e-06,4.4703e-07,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,505,4.7684e-06,5.9605e-07,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,653,4.7684e-06,7.7486e-07,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,866,4.2915e-06,1.0729e-06,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,1197,3.8147e-06,1.4305e-06,6.7139e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,1502,3.8147e-06,1.7881e-06,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,1880,3.8147e-06,2.3842e-06,6.7139e-04,1.1921e-07,0.0000e+00,0.0000e+00
case6,2361,2.8610e-06,2.6226e-06,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,2972,2.8610e-06,3.5763e-06,6.7139e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,3603,2.3842e-06,4.2915e-06,7.3242e-04,2.9802e-08,0.0000e+00,-1.5259e-05
case6,4591,1.6689e-06,5.7220e-06,7.3242e-04,2.9802e-08,0.0000e+00,-1.5259e-05
case6,5862,1.0729e-06,7.1526e-06,7.3242e-04,2.9802e-08,0.0000e+00,-1.5259e-05
case6,7486,5.9605e-07,8.5831e-06,7.3242e-04,1.4901e-08,0.0000e+00,0.0000e+00
case6,9548,3.5763e-07,1.1444e-05,7.3242e-04,1.4901e-08,0.0000e+00,-1.5259e-05
case6,12161,2.9802e-07,1.5259e-05,7.3242e-04,1.4901e-08,0.0000e+00,0.0000e+00
case6,14279,2.3842e-07,1.7166e-05,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,16749,1.7881e-07,1.9073e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,19677,1.7881e-07,2.4796e-05,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,23061,1.1921e-07,2.8610e-05,7.3242e-04,0.0000e+00,0.0000e+00,-1.5259e-05
case6,26910,1.1921e-07,3.2425e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,29028,0.0000e+00,3.4332e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,31280,0.0000e+00,3.8147e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,33665,5.9605e-08,4.1962e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,36178,5.9605e-08,4.5776e-05,7.3242e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,38828,1.1921e-07,4.9591e-05,7.3242e-04,0.0000e+00,0.0000e+00,-3.0518e-05
case6,41628,1.1921e-07,5.3406e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,44589,1.1921e-07,5.3406e-05,7.3242e-04,0.0000e+00,0.0000e+00,-3.0518e-05
case6,47699,1.1921e-07,6.1035e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,50986,1.1921e-07,6.4850e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,54463,1.1921e-07,6.4850e-05,7.9346e-04,0.0000e+00,0.0000e+00,-3.0518e-05
case6,58130,2.3842e-07,7.2479e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,62002,4.7684e-07,7.6294e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,66102,2.3842e-07,8.3923e-05,7.9346e-04,0.0000e+00,0.0000e+00,-3.0518e-05
case6,70427,7.1526e-07,8.3923e-05,7.9346e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,74983,1.1921e-06,9.1553e-05,8.5449e-04,0.0000e+00,0.0000e+00,0.0000e+00
case6,78810,1.4305e-06,9.9182e-05,8.5449e-04,-2.8610e-06,0.0000e+00,-3.0518e-05
case6,79790,2.9469e-04,1.5259e-04,8.5449e-04,-2.2507e-04,0.0000e+00,0.0000e+00
case6,80790,1.8787e-04,2.1362e-03,5.4932e-04,2.0885e-04,3.0518e-04,0.0000e+00
case6,81797,1.4210e-04,-1.2207e-04,4.8828e-04,1.8626e-05,3.0518e-05,0.0000e+00
case6,82820,1.2398e-04,-7.3242e-04,5.7983e-04,-3.7402e-06,0.0000e+00,0.0000e+00
case6,83850,1.2350e-04,-8.5449e-04,7.0190e-04,4.0978e-08,0.0000e+00,0.0000e+00
case6,84887,1.2565e-04,-1.0376e-03,7.3242e-04,3.6955e-06,0.0000e+00,0.0000e+00
case6,85940,1.1313e-04,-1.3428e-03,6.1035e-04,6.2585e-06,3.0518e-05,0.0000e+00
case6,86992,8.7738e-05,-1.4954e-03,5.7983e-04,6.4857e-06,0.0000e+00,0.0000e+00
case6,88072,6.8069e-05,-1.4954e-03,7.3242e-04,2.6375e-06,0.0000e+00,0.0000e+00
case6,89164,5.0187e-05,-1.2512e-03,1.0376e-03,5.9605e-06,0.0000e+00,0.0000e+00
case6,90270,4.1842e-05,-8.2397e-04,1.5259e-03,-1.0729e-05,0.0000e+00,0.0000e+00
case6,90971,4.2737e-05,-4.8828e-04,1.8921e-03,-1.6570e-05,0.0000e+00,0.0000e+00
case6,91679,4.2200e-05,-2.2888e-04,2.1820e-03,-1.8537e-05,0.0000e+00,0.0000e+00
case6,92401,3.9756e-05,-6.1035e-05,2.4033e-03,-3.5852e-05,0.0000e+00,-3.0518e-05
case6,93113,3.6061e-05,4.5776e-05,2.5330e-03,-9.1255e-05,0.0000e+00,-3.0518e-05
case6,93824,3.1382e-05,9.1553e-05,2.6093e-03,-2.3556e-04,0.0000e+00,-1.2207e-04
case6,94560,2.6464e-05,6.8665e-05,2.6131e-03,-5.4169e-04,0.0000e+00,-3.6621e-04
case6,95303,2.6405e-05,-9.9182e-05,2.4710e-03,7.9870e-05,-3.0518e-05,-8.5449e-04
case6,96024,2.5980e-05,-7.7820e-04,1.8196e-03,8.4043e-05,3.0518e-05,-7.0190e-04
case6,97522,2.5466e-05,-2.4185e-03,2.1744e-04,-1.1367e-04,3.9673e-04,-1.5259e-04
case6,98170,0.0000e+00,-3.1662e-03,-5.0831e-04,0.0000e+00,7.0190e-04,0.0000e+00
case7,7,1.0490e-05,0.0000e+00,3.6255e-02,0.0000e+00,0.0000e+00,2.1667e-03
case7,13,1.6212e-05,2.0303e-07,3.6224e-02,4.7684e-07,0.0000e+00,2.1362e-03
case7,22,2.0981e-05,5.0664e-07,3.6224e-02,4.7684e-07,0.0000e+00,2.1667e-03
case7,29,2.4796e-05,7.4506e-07,3.6255e-02,4.7684e-07,0.0000e+00,2.1667e-03
case7,37,3.0518e-05,1.0133e-06,3.6224e-02,0.0000e+00,0.0000e+00,2.1667e-03
case7,48,3.8147e-05,1.3858e-06,3.6255e-02,0.0000e+00,0.0000e+00,2.1362e-03
case7,62,4.7684e-05,1.8589e-06,3.6255e-02,9.5367e-07,0.0000e+00,2.1362e-03
case7,80,5.9128e-05,2.4736e-06,3.6255e-02,9.5367e-07,0.0000e+00,2.1667e-03
case7,102,7.4387e-05,3.2112e-06,3.6255e-02,1.9073e-06,0.0000e+00,2.1667e-03
case7,131,8.7738e-05,4.1872e-06,3.6255e-02,2.8610e-06,0.0000e+00,2.1667e-03
case7,169,1.0109e-04,5.4836e-06,3.6255e-02,4.2915e-06,0.0000e+00,2.1362e-03
case7,220,1.1444e-04,7.1973e-06,3.6255e-02,5.7220e-06,0.0000e+00,2.1667e-03
case7,287,1.2684e-04,9.4771e-06,3.6285e-02,7.1526e-06,0.0000e+00,2.1667e-03
case7,386,1.3065e-04,1.2815e-05,3.6285e-02,8.5831e-06,0.0000e+00,2.1667e-03
case7,505,1.3065e-04,1.6838e-05,3.6316e-02,9.7752e-06,0.0000e+00,2.1667e-03
case7,653,1.2541e-04,2.1815e-05,3.6346e-02,1.0967e-05,0.0000e+00,2.1667e-03
case7,866,1.1587e-04,2.9087e-05,3.6377e-02,1.2398e-05,0.0000e+00,2.1667e-03
case7,1197,1.0729e-04,4.0293e-05,3.6469e-02,1.4067e-05,0.0000e+00,2.1973e-03
case7,1536,1.0014e-04,5.1737e-05,3.6499e-02,1.5497e-05,0.0000e+00,2.1667e-03
case7,1943,9.3937e-05,6.5565e-05,3.6560e-02,1.7166e-05,0.0000e+00,2.1973e-03
case7,2442,8.6308e-05,8.2493e-05,3.6652e-02,1.8716e-05,0.0000e+00,2.1973e-03
case7,3078,7.4863e-05,1.0395e-04,3.6713e-02,1.9789e-05,0.0000e+00,2.2278e-03
case7,3888,6.1512e-05,1.3161e-04,3.6804e-02,2.0146e-05,0.0000e+00,2.2278e-03
case7,4928,4.8041e-05,1.6689e-04,3.6926e-02,1.9938e-05,0.0000e+00,2.2583e-03
case7,6273,3.5286e-05,2.1267e-04,3.7048e-02,1.9006e-05,0.0000e+00,2.2888e-03
case7,8029,2.4259e-05,2.7323e-04,3.7170e-02,1.7434e-05,0.0000e+00,2.3499e-03
case7,10303,1.6034e-05,3.5095e-04,3.7323e-02,1.5348e-05,0.0000e+00,2.3804e-03
case7,13190,1.1742e-05,4.5109e-04,3.7506e-02,1.3921e-05,0.0000e+00,2.4109e-03
case7,15495,9.3579e-06,5.3120e-04,3.7598e-02,1.2875e-05,0.0000e+00,2.4719e-03
case7,18167,7.6592e-06,6.2370e-04,3.7720e-02,1.1951e-05,0.0000e+00,2.5024e-03
case7,21242,6.1989e-06,7.3051e-04,3.7842e-02,1.0610e-05,0.0000e+00,2.5330e-03
case7,24712,4.6492e-06,8.5258e-04,3.8025e-02,8.2254e-06,0.0000e+00,2.5940e-03
case7,28605,3.9339e-06,9.8610e-04,3.8147e-02,6.4373e-06,0.0000e+00,2.6245e-03
case7,30726,3.8147e-06,1.0605e-03,3.8239e-02,5.9605e-06,0.0000e+00,2.6550e-03
case7,32974,3.8147e-06,1.1406e-03,3.8330e-02,5.4836e-06,0.0000e+00,2.6550e-03
case7,35340,5.0068e-06,1.2226e-03,3.8422e-02,4.7684e-06,0.0000e+00,2.6855e-03
case7,37835,5.9605e-06,1.3103e-03,3.8513e-02,4.7684e-06,0.0000e+00,2.6855e-03
case7,40470,7.1526e-06,1.4000e-03,3.8666e-02,4.7684e-06,0.0000e+00,2.6855e-03
case7,43235,9.7752e-06,1.4992e-03,3.8757e-02,5.0068e-06,0.0000e+00,2.7161e-03
case7,46150,1.0967e-05,1.6022e-03,3.8910e-02,4.7684e-06,0.0000e+00,2.7466e-03
case7,49220,1.1683e-05,1.7090e-03,3.9062e-02,4.8876e-06,0.0000e+00,2.7466e-03
case7,52456,1.4067e-05,1.8234e-03,3.9185e-02,5.1260e-06,0.0000e+00,2.7771e-03
case7,55872,6.4969e-06,1.9417e-03,3.9368e-02,4.2319e-06,0.0000e+00,2.7771e-03
case7,59466,1.0312e-05,2.0676e-03,3.9520e-02,4.4107e-06,0.0000e+00,2.8076e-03
case7,63253,2.4915e-05,2.2011e-03,3.9703e-02,5.9605e-06,0.0000e+00,2.8381e-03
case7,67222,3.3975e-05,2.3422e-03,3.9948e-02,6.1989e-06,0.0000e+00,2.8687e-03
case7,71400,4.8637e-05,2.4872e-03,4.0283e-02,4.5300e-06,0.0000e+00,2.8687e-03
case7,75776,6.9618e-05,2.6398e-03,4.0680e-02,-7.1526e-06,0.0000e+00,2.9297e-03
case7,80361,3.6526e-04,2.8000e-03,4.1229e-02,-2.7339e-03,0.0000e+00,2.8687e-03
case7,85190,4.1699e-04,6.7848e-02,3.2318e-02,-3.1831e-03,1.7365e-02,4.5776e-03
case7,90254,4.4799e-04,1.5194e-01,2.0355e-02,-3.2907e-03,3.7231e-02,5.3406e-03
case7,92892,4.5371e-04,2.0302e-01,1.2939e-02,-3.0093e-03,4.7363e-02,5.1575e-03
case7,95616,4.4823e-04,2.6115e-01,4.3030e-03,-2.6369e-03,5.6641e-02,4.6997e-03
case7,96725,4.2963e-04,2.8643e-01,5.1880e-04,-1.2774e-03,5.9662e-02,4.2725e-03
case7,97516,4.3869e-04,3.0475e-01,-2.2888e-03,-1.2823e-03,6.0791e-02,4.1809e-03
case7,98215,-1.2112e-03,3.2143e-01,-4.7607e-03,6.2893e-02,6.2073e-02,4.3945e-03
case7,98916,-1.0786e-03,6.3843e-02,-8.0719e-03,4.0112e-03,5.6152e-03,2.7466e-04
case7,99635,3.6955e-05,-8.9722e-03,-4.7302e-04,5.8103e-04,3.9673e-04,-1.4954e-03
case7,100232,6.4373e-05,-1.0651e-02,-3.7231e-03,6.0368e-04,5.4932e-04,-9.7656e-04
case7,101140,0.0000e+00,-1.3306e-02,-8.8196e-03,0.0000e+00,8.5449e-04,0.0000e+00
