The columns below contain (from left to right):
Wavenumber, spectral surface albedo, spectral surface albedo weighted by 
the calculated spectral total downwelling SW flux at the surface, and the 
Spectral Solar Function (spectral irradiance) a la Kurucz incident at
TOA (no solar zenith or Earth-Sun distance adjustment --same in all files)
    wvn(cm-1)  sfcalb      sfcalb_w  SSF(mWm-2/cm-1)
     933.0     0.04136     0.00106    2.13158011
     934.0     0.04136     0.00106    2.13654995
     935.0     0.04136     0.00106    2.14080000
     936.0     0.04136     0.00106    2.14554000
     937.0     0.04136     0.00106    2.14984989
     938.0     0.04136     0.00106    2.15426993
     939.0     0.04136     0.00106    2.15845990
     940.0     0.04136     0.00105    2.16339993
     941.0     0.04136     0.00105    2.16793990
     942.0     0.04136     0.00105    2.17233992
     943.0     0.04136     0.00104    2.17669010
     944.0     0.04136     0.00103    2.18138003
     945.0     0.04136     0.00103    2.18560004
     946.0     0.04136     0.00102    2.19034004
     947.0     0.04136     0.00101    2.19476008
     948.0     0.04136     0.00101    2.19938993
     949.0     0.04136     0.00101    2.20396996
     950.0     0.04136     0.00102    2.20825005
     951.0     0.04136     0.00103    2.21195006
     952.0     0.04136     0.00103    2.21607995
     953.0     0.04136     0.00104    2.22144008
     954.0     0.04136     0.00105    2.22653008
     955.0     0.04136     0.00106    2.23111010
     956.0     0.04136     0.00107    2.23572993
     957.0     0.04136     0.00108    2.24030995
     958.0     0.04136     0.00110    2.24482989
     959.0     0.04136     0.00111    2.24944997
     960.0     0.04136     0.00112    2.25404000
     961.0     0.04136     0.00112    2.25861001
     962.0     0.04136     0.00113    2.26312995
     963.0     0.04136     0.00113    2.26754999
     964.0     0.04136     0.00112    2.27224994
     965.0     0.04136     0.00112    2.27688003
     966.0     0.04136     0.00111    2.28148007
     967.0     0.04136     0.00111    2.28609991
     968.0     0.04136     0.00110    2.29035997
     969.0     0.04136     0.00109    2.29482007
     970.0     0.04136     0.00108    2.29996991
     971.0     0.04136     0.00107    2.30429006
     972.0     0.04136     0.00107    2.30897999
     973.0     0.04136     0.00106    2.31383991
     974.0     0.04136     0.00106    2.31835008
     975.0     0.04136     0.00106    2.32287002
     976.0     0.04136     0.00107    2.32729006
     977.0     0.04136     0.00108    2.33209991
     978.0     0.04136     0.00109    2.33697009
     979.0     0.04136     0.00111    2.34167004
     980.0     0.04136     0.00112    2.34623003
     981.0     0.04136     0.00113    2.35054994
     982.0     0.04136     0.00114    2.35544991
     983.0     0.04136     0.00115    2.36026001
     984.0     0.04136     0.00116    2.36461997
     985.0     0.04136     0.00116    2.36965990
     986.0     0.04136     0.00117    2.37430000
     987.0     0.04136     0.00117    2.37891006
     988.0     0.04136     0.00117    2.38368011
     989.0     0.04136     0.00117    2.38821006
     990.0     0.04136     0.00116    2.39209008
     991.0     0.04136     0.00116    2.39786005
     992.0     0.04136     0.00115    2.40247011
     993.0     0.04136     0.00114    2.40687990
     994.0     0.04136     0.00113    2.41191006
     995.0     0.04136     0.00112    2.41668010
     996.0     0.04136     0.00110    2.42138004
     997.0     0.04136     0.00109    2.42615008
     998.0     0.04136     0.00107    2.43086004
     999.0     0.04136     0.00105    2.43560004
    1000.0     0.04136     0.00103    2.43880010
    1001.0     0.04157     0.00102    2.44455004
    1002.0     0.04177     0.00100    2.44964004
    1003.0     0.04198     0.00099    2.45296001
    1004.0     0.04219     0.00097    2.45793009
    1005.0     0.04239     0.00095    2.46407008
    1006.0     0.04259     0.00093    2.46819997
    1007.0     0.04280     0.00091    2.47309995
    1008.0     0.04300     0.00088    2.47780991
    1009.0     0.04320     0.00085    2.48310995
    1010.0     0.04341     0.00083    2.48801994
    1011.0     0.04361     0.00080    2.49282002
    1012.0     0.04382     0.00078    2.49751997
    1013.0     0.04402     0.00075    2.50196004
    1014.0     0.04422     0.00073    2.50698996
    1015.0     0.04442     0.00071    2.51192999
    1016.0     0.04463     0.00069    2.51684999
    1017.0     0.04484     0.00067    2.52151990
    1018.0     0.04504     0.00066    2.52628994
    1019.0     0.04524     0.00065    2.52994990
    1020.0     0.04545     0.00064    2.53595996
    1021.0     0.04566     0.00063    2.53593993
    1022.0     0.04586     0.00062    2.54504991
    1023.0     0.04606     0.00061    2.55013990
    1024.0     0.04626     0.00060    2.55544996
    1025.0     0.04647     0.00059    2.55956006
    1026.0     0.04667     0.00058    2.55967999
    1027.0     0.04688     0.00058    2.56999993
    1028.0     0.04708     0.00057    2.56770992
    1029.0     0.04728     0.00057    2.57974005
    1030.0     0.04749     0.00056    2.58423996
    1031.0     0.04769     0.00056    2.58944988
    1032.0     0.04789     0.00055    2.59418011
    1033.0     0.04810     0.00055    2.59892988
    1034.0     0.04831     0.00054    2.60372996
    1035.0     0.04851     0.00053    2.60903001
    1036.0     0.04871     0.00052    2.61381006
    1037.0     0.04892     0.00052    2.61862993
    1038.0     0.04912     0.00053    2.62368011
    1039.0     0.04932     0.00056    2.62755990
    1040.0     0.04953     0.00061    2.63323998
    1041.0     0.04973     0.00066    2.63850999
    1042.0     0.04994     0.00072    2.64335990
    1043.0     0.05015     0.00076    2.64812994
    1044.0     0.05034     0.00078    2.65323997
    1045.0     0.05055     0.00077    2.65811992
    1046.0     0.05076     0.00074    2.66301990
    1047.0     0.05096     0.00069    2.66771007
    1048.0     0.05116     0.00062    2.67285991
    1049.0     0.05136     0.00056    2.67775011
    1050.0     0.05158     0.00050    2.67913008
    1051.0     0.05178     0.00046    2.68762994
    1052.0     0.05198     0.00043    2.69259000
    1053.0     0.05218     0.00041    2.69605994
    1054.0     0.05238     0.00041    2.70262003
    1055.0     0.05259     0.00042    2.70743990
    1056.0     0.05280     0.00044    2.71153998
    1057.0     0.05299     0.00048    2.71720004
    1058.0     0.05320     0.00052    2.72269011
    1059.0     0.05341     0.00057    2.72751999
    1060.0     0.05361     0.00063    2.73236990
    1061.0     0.05381     0.00070    2.73763990
    1062.0     0.05402     0.00078    2.74237990
    1063.0     0.05423     0.00087    2.74728990
    1064.0     0.05443     0.00096    2.75212002
    1065.0     0.05463     0.00106    2.75662994
    1066.0     0.05484     0.00116    2.76223993
    1067.0     0.05504     0.00126    2.76754999
    1068.0     0.05525     0.00135    2.77267003
    1069.0     0.05545     0.00143    2.77622008
    1070.0     0.05565     0.00150    2.78169990
    1071.0     0.05585     0.00155    2.78806996
    1072.0     0.05606     0.00159    2.79290009
    1073.0     0.05626     0.00161    2.79805994
    1074.0     0.05647     0.00164    2.80324006
    1075.0     0.05667     0.00166    2.80815005
    1076.0     0.05688     0.00169    2.81328011
    1077.0     0.05708     0.00172    2.81771994
    1078.0     0.05728     0.00175    2.82312989
    1079.0     0.05749     0.00178    2.82838988
    1080.0     0.05769     0.00181    2.83360004
    1081.0     0.05789     0.00183    2.83811998
    1082.0     0.05810     0.00186    2.84344006
    1083.0     0.05830     0.00188    2.84898996
    1084.0     0.05851     0.00189    2.85396004
    1085.0     0.05872     0.00191    2.85911012
    1086.0     0.05891     0.00192    2.86408997
    1087.0     0.05912     0.00193    2.86934996
    1088.0     0.05933     0.00194    2.87450004
    1089.0     0.05952     0.00195    2.87949991
    1090.0     0.05974     0.00197    2.88282990
    1091.0     0.05994     0.00199    2.88845992
    1092.0     0.06015     0.00201    2.89366007
    1093.0     0.06035     0.00203    2.89982009
    1094.0     0.06055     0.00205    2.90123010
    1095.0     0.06075     0.00207    2.90680003
    1096.0     0.06095     0.00207    2.91446996
    1097.0     0.06116     0.00206    2.91781998
    1098.0     0.06137     0.00205    2.92574000
    1099.0     0.06157     0.00203    2.93039989
    1100.0     0.06177     0.00202    2.92703009
    1101.0     0.06177     0.00200    2.94021010
    1102.0     0.06177     0.00200    2.94635010
    1103.0     0.06177     0.00200    2.95176005
    1104.0     0.06177     0.00200    2.95666003
    1105.0     0.06177     0.00200    2.96208000
    1106.0     0.06177     0.00200    2.96345997
    1107.0     0.06177     0.00200    2.96933007
    1108.0     0.06177     0.00201    2.97617006
    1109.0     0.06177     0.00202    2.98270011
    1110.0     0.06177     0.00203    2.98748994
    1111.0     0.06177     0.00205    2.99153996
    1112.0     0.06177     0.00208    2.99659991
    1113.0     0.06177     0.00210    2.99697995
    1114.0     0.06177     0.00213    3.00779009
    1115.0     0.06177     0.00214    3.00919008
    1116.0     0.06177     0.00215    3.01865005
    1117.0     0.06177     0.00213    3.02347994
    1118.0     0.06177     0.00211    3.02762008
    1119.0     0.06177     0.00209    3.03249002
    1120.0     0.06177     0.00207    3.04058003
    1121.0     0.06177     0.00207    3.04580998
    1122.0     0.06177     0.00208    3.05097008
    1123.0     0.06177     0.00211    3.05552006
    1124.0     0.06177     0.00216    3.06023002
    1125.0     0.06177     0.00220    3.06264997
    1126.0     0.06177     0.00224    3.06398010
    1127.0     0.06177     0.00227    3.06584001
    1128.0     0.06177     0.00227    3.08072996
    1129.0     0.06177     0.00226    3.08769011
    1130.0     0.06177     0.00223    3.09283996
    1131.0     0.06177     0.00217    3.09838009
    1132.0     0.06177     0.00209    3.10391998
    1133.0     0.06177     0.00200    3.10927010
    1134.0     0.06177     0.00192    3.11283994
    1135.0     0.06177     0.00186    3.11232996
    1136.0     0.06177     0.00183    3.12266994
    1137.0     0.06177     0.00184    3.12983990
    1138.0     0.06177     0.00189    3.13544011
    1139.0     0.06177     0.00196    3.14063001
    1140.0     0.06177     0.00205    3.14496994
    1141.0     0.06177     0.00213    3.14683008
    1142.0     0.06177     0.00219    3.15059996
    1143.0     0.06177     0.00223    3.16108990
    1144.0     0.06177     0.00224    3.16601992
    1145.0     0.06177     0.00222    3.17285991
    1146.0     0.06177     0.00218    3.17860007
    1147.0     0.06177     0.00212    3.18396997
    1148.0     0.06177     0.00205    3.18917990
    1149.0     0.06177     0.00199    3.19410992
    1150.0     0.06177     0.00195    3.20014000
    1151.0     0.06177     0.00194    3.20530009
    1152.0     0.06177     0.00195    3.21034002
    1153.0     0.06177     0.00199    3.21581006
    1154.0     0.06177     0.00205    3.22106004
    1155.0     0.06177     0.00212    3.22642994
    1156.0     0.06177     0.00219    3.23210001
    1157.0     0.06177     0.00224    3.23726010
    1158.0     0.06177     0.00227    3.24046993
    1159.0     0.06177     0.00228    3.24885988
    1160.0     0.06177     0.00226    3.25338006
    1161.0     0.06177     0.00223    3.25974989
    1162.0     0.06177     0.00218    3.26258993
    1163.0     0.06177     0.00212    3.26958990
    1164.0     0.06177     0.00208    3.27587008
    1165.0     0.06177     0.00205    3.28126001
    1166.0     0.06177     0.00204    3.28646994
    1167.0     0.06177     0.00204    3.28857994
    1168.0     0.06177     0.00204    3.29796004
    1169.0     0.06177     0.00202    3.30307007
    1170.0     0.06177     0.00198    3.30882001
    1171.0     0.06177     0.00192    3.31203008
    1172.0     0.06177     0.00185    3.31794000
    1173.0     0.06177     0.00178    3.32453990
    1174.0     0.06177     0.00174    3.33027005
    1175.0     0.06177     0.00174    3.33572006
    1176.0     0.06177     0.00178    3.34123993
    1177.0     0.06177     0.00185    3.34636998
    1178.0     0.06177     0.00194    3.35072994
    1179.0     0.06177     0.00201    3.35806990
    1180.0     0.06177     0.00207    3.36329007
    1181.0     0.06177     0.00209    3.36852002
    1182.0     0.06177     0.00208    3.37228990
    1183.0     0.06177     0.00204    3.37963009
    1184.0     0.06177     0.00199    3.38555002
    1185.0     0.06177     0.00193    3.39013004
    1186.0     0.06177     0.00188    3.39548993
    1187.0     0.06177     0.00187    3.40219998
    1188.0     0.06177     0.00189    3.40575004
    1189.0     0.06177     0.00193    3.41332006
    1190.0     0.06177     0.00200    3.41892004
    1191.0     0.06177     0.00206    3.42177010
    1192.0     0.06177     0.00212    3.42974997
    1193.0     0.06177     0.00215    3.42876005
    1194.0     0.06177     0.00215    3.44054008
    1195.0     0.06177     0.00214    3.44590998
    1196.0     0.06177     0.00211    3.45216990
    1197.0     0.06177     0.00210    3.45673990
    1198.0     0.06177     0.00210    3.45625997
    1199.0     0.06177     0.00213    3.46253991
    1200.0     0.06177     0.00217    3.47023010
    1201.0     0.06137     0.00222    3.47970009
    1202.0     0.06095     0.00226    3.48525000
    1203.0     0.06055     0.00228    3.48868990
    1204.0     0.06015     0.00228    3.49643993
    1205.0     0.05974     0.00224    3.50223994
    1206.0     0.05933     0.00216    3.50841999
    1207.0     0.05891     0.00205    3.51378989
    1208.0     0.05851     0.00192    3.51941991
    1209.0     0.05810     0.00178    3.52418995
    1210.0     0.05769     0.00165    3.53078008
    1211.0     0.05728     0.00154    3.53621006
    1212.0     0.05688     0.00147    3.54082990
    1213.0     0.05647     0.00143    3.54453993
    1214.0     0.05606     0.00142    3.55123997
    1215.0     0.05565     0.00142    3.55857992
    1216.0     0.05525     0.00142    3.56475997
    1217.0     0.05484     0.00142    3.57014990
    1218.0     0.05443     0.00140    3.57588005
    1219.0     0.05402     0.00137    3.58108997
    1220.0     0.05361     0.00133    3.58458996
    1221.0     0.05320     0.00130    3.58341002
    1222.0     0.05280     0.00127    3.59773993
    1223.0     0.05238     0.00125    3.60244012
    1224.0     0.05198     0.00125    3.60996008
    1225.0     0.05158     0.00127    3.61490989
    1226.0     0.05116     0.00132    3.60959005
    1227.0     0.05076     0.00139    3.62643003
    1228.0     0.05034     0.00147    3.62107992
    1229.0     0.04994     0.00155    3.63815999
    1230.0     0.04953     0.00163    3.64422989
    1231.0     0.04912     0.00168    3.65016007
    1232.0     0.04871     0.00169    3.65543008
    1233.0     0.04831     0.00168    3.66162992
    1234.0     0.04789     0.00162    3.66729999
    1235.0     0.04749     0.00155    3.67003989
    1236.0     0.04708     0.00145    3.67834997
    1237.0     0.04667     0.00134    3.68439007
    1238.0     0.04626     0.00123    3.68984008
    1239.0     0.04586     0.00112    3.68148994
    1240.0     0.04545     0.00102    3.70049000
    1241.0     0.04504     0.00093    3.70535994
    1242.0     0.04463     0.00085    3.71318007
    1243.0     0.04422     0.00079    3.71918988
    1244.0     0.04382     0.00075    3.71848989
    1245.0     0.04341     0.00074    3.72991991
    1246.0     0.04300     0.00075    3.73397994
    1247.0     0.04259     0.00076    3.73974991
    1248.0     0.04219     0.00078    3.74547005
    1249.0     0.04177     0.00079    3.75342011
    1250.0     0.04136     0.00078    3.75766993
    1251.0     0.04096     0.00076    3.76520991
    1252.0     0.04055     0.00073    3.77094007
    1253.0     0.04014     0.00068    3.77691007
    1254.0     0.03974     0.00062    3.78274989
    1255.0     0.03932     0.00056    3.78851008
    1256.0     0.03892     0.00050    3.79429007
    1257.0     0.03850     0.00043    3.79986000
    1258.0     0.03810     0.00037    3.80596995
    1259.0     0.03769     0.00031    3.81061006
    1260.0     0.03729     0.00025    3.81659007
    1261.0     0.03687     0.00021    3.82309008
    1262.0     0.03647     0.00018    3.82779002
    1263.0     0.03606     0.00015    3.83504009
    1264.0     0.03565     0.00013    3.84103990
    1265.0     0.03524     0.00011    3.84705997
    1266.0     0.03483     0.00010    3.85091996
    1267.0     0.03443     0.00008    3.85819006
    1268.0     0.03402     0.00007    3.86477995
    1269.0     0.03361     0.00006    3.87035990
    1270.0     0.03320     0.00006    3.87654996
    1271.0     0.03280     0.00007    3.88228989
    1272.0     0.03239     0.00009    3.88809991
    1273.0     0.03198     0.00011    3.89433002
    1274.0     0.03157     0.00013    3.89977002
    1275.0     0.03117     0.00016    3.90412998
    1276.0     0.03076     0.00018    3.91166997
    1277.0     0.03035     0.00019    3.91749001
    1278.0     0.02993     0.00019    3.92284989
    1279.0     0.02953     0.00019    3.92907000
    1280.0     0.02913     0.00018    3.93461990
    1281.0     0.02871     0.00017    3.94061995
    1282.0     0.02831     0.00016    3.94623995
    1283.0     0.02790     0.00015    3.95199990
    1284.0     0.02749     0.00014    3.95908999
    1285.0     0.02708     0.00012    3.96511006
    1286.0     0.02667     0.00012    3.97028995
    1287.0     0.02626     0.00011    3.97615004
    1288.0     0.02586     0.00010    3.98229003
    1289.0     0.02544     0.00010    3.98784995
    1290.0     0.02504     0.00010    3.99505997
    1291.0     0.02463     0.00010    4.00100994
    1292.0     0.02423     0.00009    4.00605011
    1293.0     0.02381     0.00009    4.01100016
    1294.0     0.02341     0.00009    4.01686001
    1295.0     0.02300     0.00008    4.02474022
    1296.0     0.02259     0.00007    4.03039980
    1297.0     0.02218     0.00007    4.03279018
    1298.0     0.02177     0.00006    4.04116011
    1299.0     0.02137     0.00006    4.03320980
    1300.0     0.02096     0.00005    4.05374002
    1301.0     0.02096     0.00004    4.05981016
    1302.0     0.02096     0.00004    4.06705999
    1303.0     0.02096     0.00003    4.07234001
    1304.0     0.02096     0.00003    4.07891989
    1305.0     0.02096     0.00002    4.08433008
    1306.0     0.02096     0.00002    4.08779001
    1307.0     0.02096     0.00002    4.09682989
    1308.0     0.02096     0.00002    4.10315990
    1309.0     0.02096     0.00003    4.10899019
    1310.0     0.02096     0.00003    4.11147022
    1311.0     0.02096     0.00002    4.11430979
    1312.0     0.02096     0.00002    4.12723017
    1313.0     0.02096     0.00002    4.13345003
    1314.0     0.02096     0.00001    4.13933992
    1315.0     0.02096     0.00001    4.14504004
    1316.0     0.02096     0.00001    4.15140009
    1317.0     0.02096     0.00001    4.15651989
    1318.0     0.02096     0.00001    4.16363001
    1319.0     0.02096     0.00001    4.16887999
    1320.0     0.02096     0.00002    4.16896009
    1321.0     0.02096     0.00003    4.18214989
    1322.0     0.02096     0.00004    4.18774986
    1323.0     0.02096     0.00005    4.19374990
    1324.0     0.02096     0.00006    4.19926977
    1325.0     0.02096     0.00007    4.19724989
    1326.0     0.02096     0.00007    4.21066999
    1327.0     0.02096     0.00008    4.21250010
    1328.0     0.02096     0.00008    4.22434998
    1329.0     0.02096     0.00008    4.22917986
    1330.0     0.02096     0.00008    4.23140001
    1331.0     0.02096     0.00007    4.23788977
    1332.0     0.02096     0.00006    4.23052979
    1333.0     0.02096     0.00005    4.20285988
    1334.0     0.02096     0.00004    4.25465012
    1335.0     0.02096     0.00003    4.26554012
    1336.0     0.02096     0.00002    4.26971006
    1337.0     0.02096     0.00002    4.27799988
    1338.0     0.02096     0.00001    4.27663994
    1339.0     0.02096     0.00001    4.28864002
    1340.0     0.02096     0.00001    4.24762011
    1341.0     0.02096     0.00001    4.24408007
    1342.0     0.02096     0.00001    4.30424976
    1343.0     0.02096     0.00001    4.31133986
    1344.0     0.02096     0.00001    4.30631018
    1345.0     0.02096     0.00001    4.32802010
    1346.0     0.02096     0.00001    4.33163023
    1347.0     0.02096     0.00001    4.33778000
    1348.0     0.02096     0.00001    4.33961010
    1349.0     0.02096     0.00001    4.35241985
    1350.0     0.02096     0.00001    4.35803986
    1351.0     0.02096     0.00001    4.36617994
    1352.0     0.02096     0.00001    4.37284994
    1353.0     0.02096     0.00001    4.37942982
    1354.0     0.02096     0.00001    4.38478994
    1355.0     0.02096     0.00000    4.38682985
    1356.0     0.02096     0.00000    4.39728022
    1357.0     0.02096     0.00000    4.40342999
    1358.0     0.02096     0.00000    4.40887022
    1359.0     0.02096     0.00000    4.41645002
    1360.0     0.02096     0.00000    4.42290020
    1361.0     0.02096     0.00000    4.42802000
    1362.0     0.02096     0.00000    4.41957998
    1363.0     0.02096     0.00000    4.43211985
    1364.0     0.02096     0.00000    4.43965006
    1365.0     0.02096     0.00000    4.45302010
    1366.0     0.02096     0.00000    4.45999002
    1367.0     0.02096     0.00000    4.46627998
    1368.0     0.02096     0.00000    4.47279978
    1369.0     0.02096     0.00000    4.47818995
    1370.0     0.02096     0.00000    4.48388004
    1371.0     0.02096     0.00000    4.49020004
    1372.0     0.02096     0.00000    4.49666977
    1373.0     0.02096     0.00000    4.50326014
    1374.0     0.02096     0.00000    4.50959015
    1375.0     0.02096     0.00000    4.51620007
    1376.0     0.02096     0.00000    4.52178001
    1377.0     0.02096     0.00000    4.52578020
    1378.0     0.02096     0.00000    4.52537012
    1379.0     0.02096     0.00000    4.54087019
    1380.0     0.02096     0.00000    4.54050016
    1381.0     0.02096     0.00000    4.55448008
    1382.0     0.02096     0.00000    4.56086016
    1383.0     0.02096     0.00000    4.56690979
    1384.0     0.02096     0.00000    4.57299995
    1385.0     0.02096     0.00000    4.57429981
    1386.0     0.02096     0.00000    4.57465982
    1387.0     0.02096     0.00000    4.58920002
    1388.0     0.02096     0.00000    4.59736013
    1389.0     0.02096     0.00000    4.60517979
    1390.0     0.02096     0.00000    4.60284996
    1391.0     0.02096     0.00000    4.61848021
    1392.0     0.02096     0.00000    4.62446022
    1393.0     0.02096     0.00000    4.62798977
    1394.0     0.02096     0.00000    4.63426018
    1395.0     0.02096     0.00000    4.64174986
    1396.0     0.02096     0.00000    4.64976978
    1397.0     0.02096     0.00000    4.65693998
    1398.0     0.02096     0.00000    4.66229010
    1399.0     0.02096     0.00000    4.66873980
    1400.0     0.02096     0.00000    4.67612982
    1401.0     0.02123     0.00000    4.68107986
    1402.0     0.02151     0.00000    4.68822002
    1403.0     0.02179     0.00000    4.68658018
    1404.0     0.02207     0.00000    4.69701004
    1405.0     0.02234     0.00000    4.70532990
    1406.0     0.02261     0.00000    4.71357012
    1407.0     0.02289     0.00000    4.72019005
    1408.0     0.02316     0.00000    4.72588015
    1409.0     0.02344     0.00000    4.73256016
    1410.0     0.02372     0.00000    4.73606014
    1411.0     0.02399     0.00000    4.74560022
    1412.0     0.02426     0.00000    4.74931002
    1413.0     0.02454     0.00000    4.75732994
    1414.0     0.02482     0.00000    4.76549006
    1415.0     0.02509     0.00000    4.76149988
    1416.0     0.02537     0.00000    4.77767992
    1417.0     0.02564     0.00000    4.77923012
    1418.0     0.02592     0.00000    4.78775978
    1419.0     0.02620     0.00000    4.79906988
    1420.0     0.02647     0.00000    4.80386019
    1421.0     0.02675     0.00000    4.81061983
    1422.0     0.02702     0.00000    4.81678009
    1423.0     0.02730     0.00000    4.82145023
    1424.0     0.02757     0.00000    4.80103016
    1425.0     0.02785     0.00000    4.81449986
    1426.0     0.02812     0.00000    4.83425999
    1427.0     0.02840     0.00000    4.84902000
    1428.0     0.02868     0.00000    4.85561991
    1429.0     0.02895     0.00000    4.85975981
    1430.0     0.02922     0.00000    4.86754990
    1431.0     0.02950     0.00000    4.87165022
    1432.0     0.02978     0.00000    4.88115978
    1433.0     0.03005     0.00000    4.88962984
    1434.0     0.03033     0.00000    4.89273977
    1435.0     0.03060     0.00000    4.90077019
    1436.0     0.03088     0.00000    4.90724993
    1437.0     0.03115     0.00000    4.91096020
    1438.0     0.03143     0.00000    4.92125988
    1439.0     0.03170     0.00000    4.91908979
    1440.0     0.03198     0.00000    4.93252993
    1441.0     0.03226     0.00000    4.91884995
    1442.0     0.03253     0.00000    4.94802999
    1443.0     0.03280     0.00000    4.94797993
    1444.0     0.03307     0.00000    4.95931005
    1445.0     0.03335     0.00000    4.96697998
    1446.0     0.03363     0.00000    4.97265005
    1447.0     0.03390     0.00000    4.97956991
    1448.0     0.03418     0.00000    4.97644997
