"lambda","Cabs","Csca","g"
1.53e-05,4.84863940812829e-09,1.4287903285301e-08,0.91370235589755
1.532e-05,4.84661600313089e-09,1.42899505619699e-08,0.913677372980065
1.534e-05,4.84458366795124e-09,1.42919425012793e-08,0.913652683726707
1.536e-05,4.84254018550431e-09,1.42940294570137e-08,0.913627534383844
1.538e-05,4.8404923214934e-09,1.42960581803505e-08,0.913602408403922
1.54e-05,4.8384293660818e-09,1.42980947237021e-08,0.913577758099557
1.542e-05,4.83637100982049e-09,1.43001918375257e-08,0.913552429988236
1.544e-05,4.83430006668779e-09,1.43022432349521e-08,0.913527330872536
1.546e-05,4.8322198943085e-09,1.43043254933892e-08,0.913501767279095
1.548e-05,4.8301344343553e-09,1.43064059822979e-08,0.913476460071672
1.55e-05,4.82803972757223e-09,1.43085069607387e-08,0.913450855561459
1.552e-05,4.82593737667116e-09,1.43106113877949e-08,0.9134253754322
1.554e-05,4.82382776817836e-09,1.43127133401767e-08,0.913399578496889
1.556e-05,4.82171308331053e-09,1.43148090952252e-08,0.913373867897508
1.558e-05,4.81959217276621e-09,1.43169620064109e-08,0.913347924012368
1.56e-05,4.81746265711085e-09,1.43190818594371e-08,0.913322486754878
1.562e-05,4.81532835089852e-09,1.43212451011853e-08,0.913296356733066
1.564e-05,4.81318224791727e-09,1.43233475868261e-08,0.913269912985985
1.566e-05,4.81103117685385e-09,1.43255018325351e-08,0.913243917150073
1.568e-05,4.80887524977863e-09,1.4327674001143e-08,0.913217811023607
1.57e-05,4.80671051274869e-09,1.43298452420581e-08,0.913191638669811
1.572e-05,4.80453619734143e-09,1.43320055858364e-08,0.913165187347154
1.574e-05,4.80236196710219e-09,1.43341746753798e-08,0.913138701121761
1.576e-05,4.80017640647635e-09,1.43363913711906e-08,0.913112280960851
1.578e-05,4.79798137680214e-09,1.43385587003475e-08,0.913085581042786
1.58e-05,4.79578573372118e-09,1.43407458254211e-08,0.913058788320367
1.582e-05,4.79357510948298e-09,1.43429818810112e-08,0.913032408749519
1.584e-05,4.79137000728073e-09,1.4345198171037e-08,0.913005446707358
1.586e-05,4.7891482516015e-09,1.4347371723038e-08,0.912978114821291
1.588e-05,4.78692194365452e-09,1.43496402322371e-08,0.912951816709483
1.59e-05,4.78469192638942e-09,1.43518572858515e-08,0.912924424671183
1.592e-05,4.7824521632122e-09,1.43540701784419e-08,0.91289760703146
1.594e-05,4.78020731175159e-09,1.43563475478455e-08,0.912870378925325
1.596e-05,4.77795806404802e-09,1.43585806346142e-08,0.912843171193076
1.598e-05,4.77569850515552e-09,1.43608469859414e-08,0.912815711870883
1.6e-05,4.7734363400492e-09,1.43631253848076e-08,0.912788380330493
1.602e-05,4.7711678604409e-09,1.43653556403186e-08,0.912760846280919
1.604e-05,4.76888953445734e-09,1.43676520725078e-08,0.912733222930729
1.606e-05,4.76660797427526e-09,1.43699395822221e-08,0.91270566253282
1.608e-05,4.76432080630223e-09,1.43722454409362e-08,0.912678228039483
1.61e-05,4.76202488531928e-09,1.43745341475542e-08,0.912650674724217
1.612e-05,4.75972723477446e-09,1.4376791975799e-08,0.912622971993015
1.614e-05,4.75741978678348e-09,1.4379142014004e-08,0.912595044151687
1.616e-05,4.7551051415746e-09,1.43814494072503e-08,0.912567067444419
1.618e-05,4.75278882912706e-09,1.43837378265453e-08,0.912539235603806
1.62e-05,4.75046182212255e-09,1.43860594081594e-08,0.912511467095669
1.622e-05,4.74812919973531e-09,1.43884118557254e-08,0.912483179434257
1.624e-05,4.74579831504411e-09,1.43907348914274e-08,0.912455018913423
1.626e-05,4.7434524453576e-09,1.43931025874221e-08,0.912426956471586
1.628e-05,4.74110702516303e-09,1.43954375204394e-08,0.912398399910076
1.63e-05,4.73875571492423e-09,1.43977927485145e-08,0.912370360285177
1.632e-05,4.73639342320568e-09,1.44001520826008e-08,0.912341850575426
1.634e-05,4.73402839133278e-09,1.44025205674394e-08,0.912313193313909
1.636e-05,4.73165704304979e-09,1.44048735348636e-08,0.912284716514617
1.638e-05,4.72927989576755e-09,1.44072733767081e-08,0.912256699383541
1.64e-05,4.72690063396075e-09,1.44096466917861e-08,0.912227986870369
1.642e-05,4.72451094798021e-09,1.44120259745818e-08,0.912199292852668
1.644e-05,4.72211817910233e-09,1.44144476077328e-08,0.912170482214921
1.646e-05,4.71972070432081e-09,1.44168192363123e-08,0.912141433598424
1.648e-05,4.71731697930433e-09,1.44192248066022e-08,0.912112742505492
1.65e-05,4.7149060613844e-09,1.44216288042467e-08,0.912083803327827
1.652e-05,4.71249501633167e-09,1.44240558693089e-08,0.912054928640035
1.654e-05,4.71007414142436e-09,1.44264676121483e-08,0.912025671945489
1.656e-05,4.70764888322884e-09,1.44288968975653e-08,0.911996573255097
1.658e-05,4.70522002951738e-09,1.44313116351881e-08,0.91196758393696
1.66e-05,4.7027826063319e-09,1.44337473161534e-08,0.911938467210341
1.662e-05,4.70034191163047e-09,1.443618428378e-08,0.911909460656418
1.664e-05,4.6978970303446e-09,1.44386533806696e-08,0.911879794093348
1.666e-05,4.69544374550609e-09,1.44410940396177e-08,0.911850760186778
1.668e-05,4.6929891604113e-09,1.444354804341e-08,0.911821431270186
1.67e-05,4.69052656849382e-09,1.44460160607716e-08,0.911791910503832
1.672e-05,4.68806108913646e-09,1.44484649837802e-08,0.911762338531096
1.674e-05,4.68559358935749e-09,1.44509750695752e-08,0.911732853058432
1.676e-05,4.68311520423513e-09,1.44534321754022e-08,0.911703281394654
1.678e-05,4.6806364005831e-09,1.44559128578579e-08,0.911673689726786
1.68e-05,4.67815019566449e-09,1.4458399299e-08,0.911644154270781
1.682e-05,4.67565519012831e-09,1.44608693783684e-08,0.911614504734503
1.684e-05,4.67316167428777e-09,1.44634016320655e-08,0.911584857363652
1.686e-05,4.67066269477307e-09,1.44658828051589e-08,0.911554833460573
1.688e-05,4.66815791957624e-09,1.44683731360948e-08,0.911525083203475
1.69e-05,4.66564881038645e-09,1.44709218376549e-08,0.911495358041447
1.692e-05,4.66313386911603e-09,1.44733923005892e-08,0.911465469005058
1.694e-05,4.66061572408229e-09,1.4475937448852e-08,0.911435327583432
1.696e-05,4.65809145862657e-09,1.4478481011467e-08,0.911404983381628
1.698e-05,4.65556586460419e-09,1.44809815657167e-08,0.911375052605227
1.7e-05,4.65302999262916e-09,1.44835124424679e-08,0.911345321342967
1.702e-05,4.65049253769025e-09,1.44860626738964e-08,0.911315217407664
1.704e-05,4.64794911337247e-09,1.44885929555286e-08,0.911284806788417
1.706e-05,4.64540454929366e-09,1.44911452953469e-08,0.911254662230632
1.708e-05,4.64285375836159e-09,1.44936967643325e-08,0.911224325212233
1.71e-05,4.64029899335774e-09,1.44962713464332e-08,0.911194197832114
1.712e-05,4.63774294025126e-09,1.44988070383442e-08,0.91116358641667
1.714e-05,4.63517184125929e-09,1.45013446627733e-08,0.91113325169282
1.716e-05,4.63260901231794e-09,1.45039623757792e-08,0.911102735713252
1.718e-05,4.63003236918974e-09,1.45065069805981e-08,0.911071989470669
1.72e-05,4.62745735889987e-09,1.45090876654844e-08,0.911041527473628
1.722e-05,4.62487627884891e-09,1.45116696113197e-08,0.911011132102048
1.724e-05,4.62229312472707e-09,1.45142310441535e-08,0.910980236155901
1.726e-05,4.61970051321671e-09,1.45168339856733e-08,0.910949531289012
1.728e-05,4.6171083095117e-09,1.45194672708652e-08,0.910919325158097
1.73e-05,4.61451113584024e-09,1.45220603372312e-08,0.910888669125549
1.732e-05,4.6119121472187e-09,1.45246017689161e-08,0.910857777314181
1.734e-05,4.60930405326524e-09,1.45272276961927e-08,0.910826999276134
1.736e-05,4.60669390355432e-09,1.45298356495619e-08,0.910796320289129
1.738e-05,4.60407863649817e-09,1.45324978603853e-08,0.910765144823
1.74e-05,4.60146351507049e-09,1.45350727229362e-08,0.910734221638851
1.742e-05,4.59884226188482e-09,1.45376677118411e-08,0.910703385620007
1.744e-05,4.59621644515702e-09,1.4540301068914e-08,0.910672244475845
1.746e-05,4.59358943265129e-09,1.45429733866502e-08,0.91064161293199
1.748e-05,4.590953891913e-09,1.45456044283584e-08,0.910610442240447
1.75e-05,4.5883172137034e-09,1.4548216951565e-08,0.910579387587372
1.752e-05,4.58567758521061e-09,1.45508540659989e-08,0.910548401983235
1.754e-05,4.58303294372485e-09,1.45535073793707e-08,0.910517070055823
1.756e-05,4.5803838717906e-09,1.45561698185303e-08,0.910485880702822
1.758e-05,4.57773041505852e-09,1.45587969936323e-08,0.910454645894695
1.76e-05,4.57507794726224e-09,1.45614832084295e-08,0.910423638627347
1.762e-05,4.57241728184457e-09,1.45641213823952e-08,0.910392157648986
1.764e-05,4.56975490101739e-09,1.4566814111218e-08,0.910360549397251
1.766e-05,4.56709000276297e-09,1.45694360616777e-08,0.910329598874097
1.768e-05,4.56441741655431e-09,1.457210290999e-08,0.910298104670229
1.77e-05,4.56174430081246e-09,1.45747914999406e-08,0.910266597510684
1.772e-05,4.55906657498493e-09,1.45775223831731e-08,0.910235548924678
1.774e-05,4.55638558744754e-09,1.45801549430924e-08,0.91020420854699
1.776e-05,4.55370479630809e-09,1.45828345963594e-08,0.910172563747705
1.778e-05,4.55101649337144e-09,1.45855122297452e-08,0.910140993590883
1.78e-05,4.5483278351529e-09,1.45882289136648e-08,0.91010942420872
1.782e-05,4.54563293166728e-09,1.4590921486761e-08,0.910077968895155
1.784e-05,4.54293363220142e-09,1.45936015457674e-08,0.910046203243482
1.786e-05,4.54023336377059e-09,1.45962986765326e-08,0.91001478803378
1.788e-05,4.53752869844563e-09,1.45990013710337e-08,0.909983387918339
1.79e-05,4.53482054486241e-09,1.46017427211455e-08,0.909951358681858
1.792e-05,4.53211046708685e-09,1.46044588674955e-08,0.909919846871156
1.794e-05,4.52939877008091e-09,1.46071518389333e-08,0.909887923795932
1.796e-05,4.52667936660235e-09,1.46098618800158e-08,0.909855892349616
1.798e-05,4.52396453757472e-09,1.46125711112477e-08,0.909824479356481
1.8e-05,4.52123798897906e-09,1.46152703257869e-08,0.909792717909372
1.802e-05,4.51850977219481e-09,1.46180203574393e-08,0.909760795890283
1.804e-05,4.51578215484512e-09,1.46207606552806e-08,0.909729160267484
1.806e-05,4.5130481384948e-09,1.46234943034503e-08,0.909697484009613
1.808e-05,4.51031277274204e-09,1.46262335859372e-08,0.909665060307782
1.81e-05,4.50757166964108e-09,1.46289810099633e-08,0.909633385704727
1.812e-05,4.5048339627189e-09,1.46317011127527e-08,0.909601363752472
1.814e-05,4.50208932958388e-09,1.46344575996626e-08,0.909569177174234
1.816e-05,4.49934361242849e-09,1.46372032126488e-08,0.909537272694949
1.818e-05,4.4965904956323e-09,1.4639963890236e-08,0.909505371235208
1.82e-05,4.49383990366584e-09,1.46427102639059e-08,0.909473464703435
1.822e-05,4.49108372237717e-09,1.46454783755613e-08,0.909441245052463
1.824e-05,4.48832709959038e-09,1.46482578511568e-08,0.909409141724638
1.826e-05,4.48555992899315e-09,1.46509996508045e-08,0.909377118926418
1.828e-05,4.48279459995211e-09,1.46537439683097e-08,0.909345177589804
1.83e-05,4.48002880071628e-09,1.46565013222282e-08,0.909313173339823
1.832e-05,4.477262083912e-09,1.46592880274995e-08,0.909280562060598
1.834e-05,4.4744900589638e-09,1.46620670343022e-08,0.909248694140202
1.836e-05,4.47171283578680e-09,1.46648509223443e-08,0.909216348432614
1.838e-05,4.46893271437339e-09,1.46676366833101e-08,0.909184491615835
1.84e-05,4.46614968175251e-09,1.46703968791837e-08,0.909152130732831
1.842e-05,4.46336892444058e-09,1.4673183301467e-08,0.909119636736522
1.844e-05,4.46058427390132e-09,1.46759790385108e-08,0.909087516008574
1.846e-05,4.45779602369649e-09,1.46787645917921e-08,0.909055401924162
1.848e-05,4.45500388427924e-09,1.46815812059021e-08,0.909023095078031
1.85e-05,4.45220967335307e-09,1.4684383328904e-08,0.9089906511455
1.852e-05,4.4494137027932e-09,1.46871647197515e-08,0.908958436255739
1.854e-05,4.4466137180229e-09,1.46899522644221e-08,0.908925643239471
1.856e-05,4.44381306359912e-09,1.46927344135561e-08,0.90889362913004
1.858e-05,4.44101221553469e-09,1.4695534452389e-08,0.908861425894558
1.86e-05,4.43820227811119e-09,1.4698349611766e-08,0.908828839950999
1.862e-05,4.435397046226e-09,1.47011518165825e-08,0.90879636331151
1.864e-05,4.43258773139115e-09,1.47039681145654e-08,0.908764015280432
1.866e-05,4.42977199598698e-09,1.4706762045666e-08,0.908731684529799
1.868e-05,4.42695774032293e-09,1.47095831639557e-08,0.908699062279467
1.87e-05,4.42414047460862e-09,1.47124034470013e-08,0.90866693336565
1.872e-05,4.42131991729142e-09,1.47152118981124e-08,0.908634018620956
1.874e-05,4.41849426455392e-09,1.47180595995508e-08,0.908601957820971
1.876e-05,4.41567072856161e-09,1.47208583020792e-08,0.908568965932389
1.878e-05,4.41284491325164e-09,1.47237028416402e-08,0.908536713539564
1.88e-05,4.41001347347275e-09,1.47265198488548e-08,0.908504144705423
1.882e-05,4.40718389763384e-09,1.47293376044097e-08,0.908471475566013
1.884e-05,4.40435079338005e-09,1.47321759561729e-08,0.908439234901396
1.886e-05,4.40151619592125e-09,1.47350379841547e-08,0.908406842883387
1.888e-05,4.39867835778596e-09,1.47378659347278e-08,0.908373877583795
1.89e-05,4.39584157528668e-09,1.47407091298035e-08,0.908341207774314
1.892e-05,4.39299665590732e-09,1.47435704050342e-08,0.908308997741426
1.894e-05,4.39015400597991e-09,1.47464260885276e-08,0.908275975399125
1.896e-05,4.38730951348573e-09,1.47492721424777e-08,0.908243644882896
1.898e-05,4.38446019492437e-09,1.47521012593491e-08,0.90821067002301
1.9e-05,4.38160971750693e-09,1.47549349998664e-08,0.908178305243438
1.902e-05,4.37875976849481e-09,1.47577873981758e-08,0.908145386369591
1.904e-05,4.37590831644909e-09,1.47606633340214e-08,0.908113194897323
1.906e-05,4.37305045401219e-09,1.4763504618537e-08,0.908080468651533
1.908e-05,4.37019136123345e-09,1.4766350048368e-08,0.908047551985849
1.91e-05,4.36733263701644e-09,1.47691994450021e-08,0.908014597392235
1.912e-05,4.36447146603709e-09,1.47720886600936e-08,0.907982443613331
1.914e-05,4.36161068265005e-09,1.47749479550976e-08,0.907949480762595
1.916e-05,4.35874593837369e-09,1.47778053247573e-08,0.907917003314523
1.918e-05,4.35587574713518e-09,1.4780679238705e-08,0.907884179255922
1.92e-05,4.35300617824762e-09,1.47835539388582e-08,0.907851291455473
1.922e-05,4.35013658805342e-09,1.47863849766159e-08,0.90781847898769
1.924e-05,4.34726690623229e-09,1.47892659489769e-08,0.907785648498956
1.926e-05,4.34439641441608e-09,1.47921383797802e-08,0.907752936876551
1.928e-05,4.34151995791488e-09,1.47950313739625e-08,0.907720590241646
1.93e-05,4.33864342969866e-09,1.47979057965998e-08,0.907687474666522
1.932e-05,4.33576497227111e-09,1.48007793966158e-08,0.90765480201528
1.934e-05,4.33288534997623e-09,1.48036850270463e-08,0.907621985610799
1.936e-05,4.33000388808347e-09,1.48065798855793e-08,0.907589273021449
1.938e-05,4.32711621084658e-09,1.48094328136575e-08,0.907556489311219
1.94e-05,4.32423112734459e-09,1.4812298508158e-08,0.907523828287472
1.942e-05,4.3213437885248e-09,1.48151958676523e-08,0.90749080669383
1.944e-05,4.318456666563e-09,1.48180666062116e-08,0.907458108495663
1.946e-05,4.31556854773114e-09,1.48209820652192e-08,0.907425193460786
1.948e-05,4.31267909073438e-09,1.48238791943989e-08,0.90739232381728
1.95e-05,4.30978355283286e-09,1.48267545166791e-08,0.907359494528036
1.952e-05,4.30689103680985e-09,1.48296491818229e-08,0.907326397466261
1.954e-05,4.30399234663523e-09,1.48325453181332e-08,0.907294002387739
1.956e-05,4.30109746669869e-09,1.48354522358826e-08,0.907261164236628
1.958e-05,4.29819992735758e-09,1.48383515297377e-08,0.90722820480431
1.96e-05,4.2953005129432e-09,1.48412391920249e-08,0.9071954278808
1.962e-05,4.2923972814875e-09,1.48441481801338e-08,0.90716280699012
1.964e-05,4.28949414893482e-09,1.48470435823694e-08,0.907129732543573
1.966e-05,4.28659356608675e-09,1.48499502045741e-08,0.907097124740534
1.968e-05,4.28368464799315e-09,1.4852840078352e-08,0.907064040286739
1.97e-05,4.2807774014885e-09,1.48557368733879e-08,0.907031171314035
1.972e-05,4.27786987342078e-09,1.48586750879458e-08,0.906998635425746
1.974e-05,4.27496250596047e-09,1.48615776273957e-08,0.906965363928402
1.976e-05,4.27205286110882e-09,1.48645000770008e-08,0.906932615093472
1.978e-05,4.2691409779204e-09,1.48674135301354e-08,0.906899809014019
1.98e-05,4.26622585995324e-09,1.48703287814941e-08,0.906867017554274
1.982e-05,4.26331324419604e-09,1.48732310743684e-08,0.906834166167713
1.984e-05,4.26039949112409e-09,1.48761306616804e-08,0.906801153880952
1.986e-05,4.25748381887344e-09,1.48790387943388e-08,0.906768475868834
1.988e-05,4.25456583504341e-09,1.48819655782362e-08,0.906735644040259
1.99e-05,4.25164682322611e-09,1.48849103083036e-08,0.906702828027337
1.992e-05,4.24872530637565e-09,1.48878329143437e-08,0.906669843985245
1.994e-05,4.24580713339774e-09,1.48907528618306e-08,0.906637307688708
1.996e-05,4.24288306197769e-09,1.4893673057541e-08,0.906604319811303
1.998e-05,4.23995990128602e-09,1.48966033736544e-08,0.906571203099538
2e-05,4.23703615805731e-09,1.48995121107091e-08,0.906538427442558
2.1e-05,4.08986413928709e-09,1.50466687177835e-08,0.904901989990979
2.2e-05,3.94199672196765e-09,1.51945653708618e-08,0.903289547857167
2.3e-05,3.79496060617018e-09,1.53415851458169e-08,0.901717098194542
2.4e-05,3.64997631782403e-09,1.54865990612312e-08,0.900195983399409
2.5e-05,3.50799507030355e-09,1.5628557281564e-08,0.898733816829417
2.6e-05,3.36974421493316e-09,1.57668087046461e-08,0.897335586516096
2.7e-05,3.23576925568741e-09,1.59007876763197e-08,0.896003781030904
2.8e-05,3.10645033457863e-09,1.60300758789989e-08,0.894739567915702
2.9e-05,2.98205024668249e-09,1.61544868062655e-08,0.89354222305428
3e-05,2.86272230995103e-09,1.62738078197494e-08,0.892411386289327
3.1e-05,2.74853845398958e-09,1.6388001934633e-08,0.891344430607078
3.2e-05,2.6394868377052e-09,1.64970559236844e-08,0.890339633316124
3.3e-05,2.53552036434339e-09,1.66010295538764e-08,0.889393676974533
3.4e-05,2.43653720961315e-09,1.66999964180506e-08,0.888504016460701
3.5e-05,2.34241606294006e-09,1.67941417056918e-08,0.88766788402208
3.6e-05,2.25299993479554e-09,1.68835259527316e-08,0.88688245258439
3.7e-05,2.16812135992899e-09,1.69684586858892e-08,0.886144316584726
3.8e-05,2.0876040595614e-09,1.70489368894814e-08,0.885450926632931
3.9e-05,2.0112551448628e-09,1.71252731274169e-08,0.884799968560522
4e-05,1.9388911768591e-09,1.7197637897965e-08,0.884187560052665
4.1e-05,1.87032267520064e-09,1.72662221504455e-08,0.883612581383563
4.2e-05,1.8053615728167e-09,1.7331178905013e-08,0.883071537009012
4.3e-05,1.74382665182854e-09,1.73927343158616e-08,0.882563073181934
4.4e-05,1.68553513450996e-09,1.74510380327781e-08,0.882084708465717
4.5e-05,1.63031869593791e-09,1.75061980698865e-08,0.881634672615253
4.6e-05,1.57801165199879e-09,1.75585137416314e-08,0.881210939904531
4.7e-05,1.52845520818076e-09,1.76080946125478e-08,0.880811429706512
4.8e-05,1.48150303394204e-09,1.76550709281127e-08,0.880435183839401
4.9e-05,1.43700321900082e-09,1.76995430769016e-08,0.88008102846607
5e-05,1.39482604902156e-09,1.7741723190578e-08,0.87974607282417
5.1e-05,1.35483739038606e-09,1.77816989074033e-08,0.879430349512576
5.2e-05,1.31691872858936e-09,1.78196183942145e-08,0.879132644190356
5.3e-05,1.28095139372482e-09,1.78555979452767e-08,0.878851240979783
5.4e-05,1.24683597312783e-09,1.78897119165982e-08,0.878585093257685
5.5e-05,1.21445695970697e-09,1.79220809224129e-08,0.878333810398103
5.6e-05,1.18372815339895e-09,1.79528384247089e-08,0.878095862900711
5.7e-05,1.15455219412596e-09,1.79819937713825e-08,0.877870723044085
5.8e-05,1.1268489743913e-09,1.80097071321135e-08,0.877657730808278
5.9e-05,1.10053815819703e-09,1.80360236642141e-08,0.877456160049261
6e-05,1.07553980746057e-09,1.80610008855545e-08,0.877264695288397
6.1e-05,1.05179071420987e-09,1.80847788929963e-08,0.877083902661196
6.2e-05,1.02922178395817e-09,1.81073527766647e-08,0.876912044707286
6.3e-05,1.00776686409621e-09,1.81287883159561e-08,0.87674958643615
6.4e-05,9.87372055758227e-10,1.81491413630842e-08,0.876594789385244
6.5e-05,9.67982249079743e-10,1.81685842802008e-08,0.876448513738983
6.6e-05,9.49543300111029e-10,1.81870031433574e-08,0.876309779223943
6.7e-05,9.32011697519734e-10,1.82045378363007e-08,0.876177913092145
6.8e-05,9.15336491908324e-10,1.82211850025784e-08,0.876052733683087
6.9e-05,8.9947932692893e-10,1.82370578585751e-08,0.875933578327359
7e-05,8.84398062122732e-10,1.8252161675646e-08,0.875820671363022
7.1e-05,8.70055586070047e-10,1.82664762208251e-08,0.875714109497096
7.2e-05,8.56416943675626e-10,1.82801229563395e-08,0.875612325013713
7.3e-05,8.43449470614989e-10,1.82931073697444e-08,0.875515909589507
7.4e-05,8.31121277762575e-10,1.83054081678444e-08,0.875424005623612
7.5e-05,8.19402779585409e-10,1.83171623335443e-08,0.87533708015732
7.6e-05,8.08267545120995e-10,1.83282496630059e-08,0.875254536387777
7.7e-05,7.97688674848984e-10,1.83388703588092e-08,0.875175902798711
7.8e-05,7.87642105676954e-10,1.83489478675581e-08,0.875101580593855
7.9e-05,7.78105309333114e-10,1.83584240019038e-08,0.8750312452735
8e-05,7.69055679434986e-10,1.83674792874754e-08,0.874964634887765
8.1e-05,7.60473554715095e-10,1.83761125865588e-08,0.874901189295495
8.2e-05,7.52339946760321e-10,1.83842096022542e-08,0.874841190208826
8.3e-05,7.44636504120765e-10,1.83919379488918e-08,0.874784540203501
8.4e-05,7.37345987501218e-10,1.83992013374385e-08,0.874730945514834
8.5e-05,7.30453520359513e-10,1.84061185232681e-08,0.874680118761766
8.6e-05,7.23941977803241e-10,1.84126130700702e-08,0.874632056981311
8.7e-05,7.17799214806786e-10,1.84187331181272e-08,0.874586941752783
8.8e-05,7.12010651984905e-10,1.8424521073062e-08,0.874544683692293
8.9e-05,7.06564331198872e-10,1.84299845500303e-08,0.874504706965069
9e-05,7.01447480068548e-10,1.84350953048141e-08,0.874467348513243
9.1e-05,6.96649737195843e-10,1.84398843441334e-08,0.874432259528937
9.2e-05,6.92160142505786e-10,1.84444078000128e-08,0.87439893845552
9.3e-05,6.87968602468743e-10,1.84485753980982e-08,0.874368391283966
9.4e-05,6.8406631232192e-10,1.84524795190222e-08,0.874340004729875
9.5e-05,6.80442946307514e-10,1.84561115452907e-08,0.874313246839773
9.6e-05,6.77092219748969e-10,1.84594573608031e-08,0.874289120600623
9.7e-05,6.74004429133113e-10,1.84625534585148e-08,0.87426670117503
9.8e-05,6.71173728250192e-10,1.84653520000338e-08,0.874246067843335
9.9e-05,6.6859162337506e-10,1.84679457654512e-08,0.874226853490882
1e-04,6.66252488474801e-10,1.84702802006431e-08,0.874209636179014
