0,
100,18
200,21
300,21
400,12
500,9
600,10
700,6
800,8
900,7
1000,0
1100,1
1200,2
1300,4
1400,0
1500,1
1600,0
1700,1
1800,0
1900,1
2000,0
2100,0
2200,0
2300,1
2400,0
2500,1
2600,1
inf,1
