Flux units are Wm-2/cm-1   
    wavn(cm-1) flxtoa_up     flxsfc_dn
      82.5     0.0300041     0.0408438
      83.5     0.0316475     0.0417268
      84.5     0.0327073     0.0426107
      85.5     0.0326226     0.0434993
      86.5     0.0331315     0.0444105
      87.5     0.0326561     0.0453259
      88.5     0.0333723     0.0462408
      89.5     0.0339918     0.0471555
      90.5     0.0356349     0.0480857
      91.5     0.0353493     0.0490296
      92.5     0.0359063     0.0499735
      93.5     0.0366476     0.0509167
      94.5     0.0383717     0.0518613
      95.5     0.0387572     0.0528291
      96.5     0.0391953     0.0538044
      97.5     0.0405771     0.0547788
      98.5     0.0398180     0.0557545
      99.5     0.0404189     0.0567285
     100.5     0.0411656     0.0577136
     101.5     0.0416807     0.0587182
     102.5     0.0441028     0.0597220
     103.5     0.0444491     0.0607266
     104.5     0.0437724     0.0617317
     105.5     0.0444520     0.0627325
     106.5     0.0459464     0.0637495
     107.5     0.0464422     0.0647916
     108.5     0.0490896     0.0658290
     109.5     0.0499427     0.0668673
     110.5     0.0484232     0.0679075
     111.5     0.0492049     0.0689466
     112.5     0.0522236     0.0699831
     113.5     0.0539931     0.0710281
     114.5     0.0550600     0.0720980
     115.5     0.0557397     0.0731687
     116.5     0.0550375     0.0742419
     117.5     0.0550040     0.0753129
     118.5     0.0557327     0.0763832
     119.5     0.0552000     0.0774521
     120.5     0.0552951     0.0785320
     121.5     0.0560181     0.0796300
     122.5     0.0560423     0.0807280
     123.5     0.0588888     0.0818253
     124.5     0.0604604     0.0829230
     125.5     0.0604275     0.0840211
     126.5     0.0596519     0.0851200
     127.5     0.0598624     0.0862224
     128.5     0.0621700     0.0873410
     129.5     0.0648670     0.0884604
     130.5     0.0648000     0.0895818
     131.5     0.0639717     0.0907034
     132.5     0.0636860     0.0918403
     133.5     0.0641963     0.0929832
     134.5     0.0684138     0.0941231
     135.5     0.0696026     0.0952646
     136.5     0.0716657     0.0964049
     137.5     0.0713601     0.0975476
     138.5     0.0690118     0.0986904
     139.5     0.0682559     0.0998321
     140.5     0.0691131     0.1009735
     141.5     0.0717064     0.1021198
     142.5     0.0764312     0.1032849
     143.5     0.0782214     0.1044527
     144.5     0.0787022     0.1056223
     145.5     0.0794257     0.1067918
     146.5     0.0794549     0.1079618
     147.5     0.0777262     0.1091327
     148.5     0.0752767     0.1103034
     149.5     0.0752494     0.1114730
     150.5     0.0774592     0.1126425
     151.5     0.0770292     0.1138116
     152.5     0.0790123     0.1149872
     153.5     0.0786904     0.1161740
     154.5     0.0831524     0.1173592
     155.5     0.0860585     0.1185448
     156.5     0.0843524     0.1197327
     157.5     0.0829741     0.1209259
     158.5     0.0841515     0.1221331
     159.5     0.0905621     0.1233319
     160.5     0.0912047     0.1245327
     161.5     0.0912939     0.1257332
     162.5     0.0952347     0.1269322
     163.5     0.0962223     0.1281325
     164.5     0.0973258     0.1293344
     165.5     0.0956457     0.1305394
     166.5     0.0894553     0.1317442
     167.5     0.0955466     0.1329434
     168.5     0.0944946     0.1341452
     169.5     0.0906082     0.1353481
     170.5     0.0917405     0.1365501
     171.5     0.0940106     0.1377504
     172.5     0.0970245     0.1389606
     173.5     0.0937413     0.1401798
     174.5     0.1003416     0.1413946
     175.5     0.0987928     0.1426131
     176.5     0.0975747     0.1438310
     177.5     0.0959879     0.1450486
     178.5     0.1008976     0.1462646
     179.5     0.1060326     0.1474795
     180.5     0.1071638     0.1486968
     181.5     0.1017785     0.1499168
     182.5     0.1109772     0.1511293
     183.5     0.1071700     0.1523450
     184.5     0.1142648     0.1535567
     185.5     0.1159324     0.1547753
     186.5     0.1144014     0.1559962
     187.5     0.1084080     0.1572202
     188.5     0.1062314     0.1584405
     189.5     0.1163755     0.1596534
     190.5     0.1206244     0.1608670
     191.5     0.1222827     0.1620846
     192.5     0.1213312     0.1633078
     193.5     0.1132586     0.1645332
     194.5     0.1142983     0.1657517
     195.5     0.1182123     0.1669687
     196.5     0.1233833     0.1681840
     197.5     0.1178792     0.1694065
     198.5     0.1242021     0.1706209
     199.5     0.1233477     0.1718405
     200.5     0.1177660     0.1730621
     201.5     0.1143169     0.1742823
     202.5     0.1182187     0.1755020
     203.5     0.1131016     0.1767202
     204.5     0.1211910     0.1779369
     205.5     0.1259471     0.1791534
     206.5     0.1265326     0.1803720
     207.5     0.1199510     0.1815934
     208.5     0.1175837     0.1828190
     209.5     0.1238566     0.1840282
     210.5     0.1282538     0.1852273
     211.5     0.1336935     0.1864259
     212.5     0.1302004     0.1876315
     213.5     0.1292288     0.1888326
     214.5     0.1250497     0.1900356
     215.5     0.1349291     0.1912297
     216.5     0.1423287     0.1924251
     217.5     0.1452783     0.1936213
     218.5     0.1456962     0.1948223
     219.5     0.1442908     0.1960280
     220.5     0.1388615     0.1972368
     221.5     0.1270508     0.1984445
     222.5     0.1343549     0.1996433
     223.5     0.1324764     0.2008462
     224.5     0.1400977     0.2020447
     225.5     0.1345851     0.2032475
     226.5     0.1292037     0.2044509
     227.5     0.1308317     0.2056523
     228.5     0.1316012     0.2068526
     229.5     0.1444079     0.2080495
     230.5     0.1470263     0.2092507
     231.5     0.1486444     0.2104516
     232.5     0.1532774     0.2116477
     233.5     0.1502939     0.2128519
     234.5     0.1620146     0.2140240
     235.5     0.1633322     0.2151872
     236.5     0.1658687     0.2163438
     237.5     0.1667352     0.2175088
     238.5     0.1680654     0.2186726
     239.5     0.1687486     0.2198395
     240.5     0.1690267     0.2210088
     241.5     0.1687096     0.2221805
     242.5     0.1661801     0.2233560
     243.5     0.1630248     0.2245352
     244.5     0.1481556     0.2257138
     245.5     0.1402667     0.2268816
     246.5     0.1512612     0.2280448
     247.5     0.1456072     0.2292137
     248.5     0.1452514     0.2303799
     249.5     0.1588976     0.2315425
     250.5     0.1648793     0.2327030
     251.5     0.1618953     0.2338710
     252.5     0.1578472     0.2350413
     253.5     0.1491379     0.2362061
     254.5     0.1472256     0.2373432
     255.5     0.1618813     0.2384786
     256.5     0.1662293     0.2396140
     257.5     0.1743658     0.2407455
     258.5     0.1803856     0.2418723
     259.5     0.1836951     0.2429997
     260.5     0.1866378     0.2441045
     261.5     0.1884729     0.2452078
     262.5     0.1878025     0.2463255
     263.5     0.1815953     0.2474483
     264.5     0.1872778     0.2485564
     265.5     0.1743725     0.2496971
     266.5     0.1631950     0.2508142
     267.5     0.1835776     0.2519084
     268.5     0.1939330     0.2529782
     269.5     0.1964306     0.2540723
     270.5     0.1973322     0.2551800
     271.5     0.1922920     0.2563197
     272.5     0.1945293     0.2574275
     273.5     0.1936934     0.2585394
     274.5     0.1918784     0.2596602
     275.5     0.1742812     0.2607955
     276.5     0.1675083     0.2619095
     277.5     0.1670749     0.2629966
     278.5     0.1602025     0.2640768
     279.5     0.1739463     0.2651506
     280.5     0.1670335     0.2662301
     281.5     0.1689749     0.2673063
     282.5     0.1646174     0.2683854
     283.5     0.1849369     0.2694519
     284.5     0.1953553     0.2705176
     285.5     0.1970731     0.2715533
     286.5     0.2021165     0.2725772
     287.5     0.2000285     0.2736232
     288.5     0.1893501     0.2746798
     289.5     0.1672102     0.2757285
     290.5     0.1828959     0.2767601
     291.5     0.2035281     0.2777678
     292.5     0.2119966     0.2787687
     293.5     0.2159977     0.2797810
     294.5     0.2173816     0.2808099
     295.5     0.2108686     0.2818705
     296.5     0.2186902     0.2828904
     297.5     0.2156143     0.2839593
     298.5     0.1958611     0.2850433
     299.5     0.2069256     0.2860621
     300.5     0.2028648     0.2871085
     301.5     0.1835687     0.2881549
     302.5     0.1751799     0.2891580
     303.5     0.1782296     0.2901540
     304.5     0.1984792     0.2911418
     305.5     0.2118914     0.2921165
     306.5     0.2162052     0.2930894
     307.5     0.2250186     0.2940508
     308.5     0.2260072     0.2950384
     309.5     0.2139183     0.2960688
     310.5     0.2324368     0.2969676
     311.5     0.2266337     0.2979807
     312.5     0.2333429     0.2988828
     313.5     0.2265423     0.2998816
     314.5     0.1987296     0.3009039
     315.5     0.2025183     0.3018569
     316.5     0.2303463     0.3027276
     317.5     0.2374619     0.3036106
     318.5     0.2393752     0.3045413
     319.5     0.2383923     0.3055145
     320.5     0.2293254     0.3065445
     321.5     0.2248819     0.3075167
     322.5     0.2150491     0.3085024
     323.5     0.1832630     0.3094804
     324.5     0.2007287     0.3104244
     325.5     0.2177663     0.3113560
     326.5     0.2169463     0.3123029
     327.5     0.1874712     0.3132274
     328.5     0.2027905     0.3141232
     329.5     0.2297748     0.3149869
     330.5     0.2382865     0.3158482
     331.5     0.2417808     0.3167262
     332.5     0.2424372     0.3176138
     333.5     0.2349059     0.3185677
     334.5     0.2016277     0.3195411
     335.5     0.1957030     0.3204541
     336.5     0.2338932     0.3212676
     337.5     0.2455211     0.3220459
     338.5     0.2497083     0.3228764
     339.5     0.2425243     0.3238008
     340.5     0.2086255     0.3247539
     341.5     0.2369536     0.3255425
     342.5     0.2433887     0.3263932
     343.5     0.2253396     0.3272968
     344.5     0.2562685     0.3279946
     345.5     0.2397040     0.3289035
     346.5     0.2541105     0.3297189
     347.5     0.2536063     0.3306189
     348.5     0.2395846     0.3315636
     349.5     0.2088115     0.3324685
     350.5     0.2280717     0.3333132
     351.5     0.2085708     0.3341694
     352.5     0.2232082     0.3349619
     353.5     0.2280651     0.3357631
     354.5     0.1998578     0.3365878
     355.5     0.2405410     0.3373503
     356.5     0.2339955     0.3381563
     357.5     0.2074677     0.3389940
     358.5     0.2265003     0.3397906
     359.5     0.2593861     0.3404615
     360.5     0.2709732     0.3410744
     361.5     0.2715282     0.3418033
     362.5     0.2656267     0.3426270
     363.5     0.2823817     0.3430768
     364.5     0.2861566     0.3437068
     365.5     0.2879024     0.3444228
     366.5     0.2869922     0.3452154
     367.5     0.2791819     0.3461519
     368.5     0.2702624     0.3471849
     369.5     0.2272396     0.3482143
     370.5     0.2358018     0.3489349
     371.5     0.2703099     0.3494914
     372.5     0.2701299     0.3502789
     373.5     0.2577468     0.3511658
     374.5     0.2219996     0.3520067
     375.5     0.2323780     0.3527537
     376.5     0.2322828     0.3534966
     377.5     0.2735993     0.3540452
     378.5     0.2668474     0.3547115
     379.5     0.2917781     0.3549782
     380.5     0.2861968     0.3557224
     381.5     0.2925990     0.3563102
     382.5     0.2875468     0.3571864
     383.5     0.2539037     0.3583403
     384.5     0.2320029     0.3591326
     385.5     0.2252617     0.3598380
     386.5     0.2754708     0.3602077
     387.5     0.2947950     0.3603998
     388.5     0.3027973     0.3608271
     389.5     0.3007972     0.3615656
     390.5     0.3070327     0.3620651
     391.5     0.3031715     0.3628805
     392.5     0.2979297     0.3638102
     393.5     0.2759582     0.3649299
     394.5     0.2440432     0.3657216
     395.5     0.2698334     0.3662780
     396.5     0.2278209     0.3670388
     397.5     0.2188349     0.3677004
     398.5     0.2480865     0.3683217
     399.5     0.2552730     0.3689528
     400.5     0.2471320     0.3696020
     401.5     0.2963191     0.3697931
     402.5     0.3104321     0.3699286
     403.5     0.3175845     0.3702266
     404.5     0.3209837     0.3706834
     405.5     0.3025830     0.3717640
     406.5     0.3268120     0.3716565
     407.5     0.3288577     0.3721689
     408.5     0.3310226     0.3727008
     409.5     0.3290730     0.3733622
     410.5     0.3314154     0.3738843
     411.5     0.3302864     0.3745210
     412.5     0.3279641     0.3751861
     413.5     0.3238377     0.3758788
     414.5     0.3064093     0.3769443
     415.5     0.3043827     0.3776755
     416.5     0.2894361     0.3786069
     417.5     0.2560295     0.3794926
     418.5     0.2249457     0.3800938
     419.5     0.2228318     0.3806363
     420.5     0.2539820     0.3811137
     421.5     0.2897633     0.3814036
     422.5     0.2772380     0.3820769
     423.5     0.2778420     0.3825851
     424.5     0.3076993     0.3827271
     425.5     0.2757317     0.3836986
     426.5     0.2832476     0.3838592
     427.5     0.3306960     0.3832845
     428.5     0.3259653     0.3839473
     429.5     0.3325509     0.3841987
     430.5     0.3021616     0.3855547
     431.5     0.2713925     0.3865111
     432.5     0.3326061     0.3856443
     433.5     0.3413568     0.3859281
     434.5     0.3091213     0.3875700
     435.5     0.3248831     0.3878202
     436.5     0.2901572     0.3891071
     437.5     0.3370571     0.3881734
     438.5     0.3443695     0.3881801
     439.5     0.3385388     0.3887820
     440.5     0.3238104     0.3897066
     441.5     0.2605688     0.3913689
     442.5     0.2650878     0.3918149
     443.5     0.2837035     0.3922490
     444.5     0.3264872     0.3917388
     445.5     0.3403960     0.3915930
     446.5     0.2893569     0.3935030
     447.5     0.3200222     0.3932171
     448.5     0.3535424     0.3923229
     449.5     0.3475597     0.3928558
     450.5     0.3420949     0.3934991
     451.5     0.3249954     0.3947463
     452.5     0.2901213     0.3959356
     453.5     0.3103586     0.3960846
     454.5     0.3321863     0.3956702
     455.5     0.3185156     0.3965852
     456.5     0.2741914     0.3977019
     457.5     0.2364153     0.3983283
     458.5     0.2706285     0.3985903
     459.5     0.3163984     0.3982025
     460.5     0.3309041     0.3980853
     461.5     0.3080142     0.3992998
     462.5     0.3528362     0.3980381
     463.5     0.3483610     0.3983118
     464.5     0.3645358     0.3981783
     465.5     0.3563787     0.3986506
     466.5     0.3388674     0.3996877
     467.5     0.3199399     0.4007800
     468.5     0.3139039     0.4016378
     469.5     0.3423017     0.4006828
     470.5     0.3223150     0.4017583
     471.5     0.2987637     0.4027082
     472.5     0.2254158     0.4035459
     473.5     0.2911345     0.4034728
     474.5     0.3383611     0.4024111
     475.5     0.3558129     0.4021052
     476.5     0.3352543     0.4034609
     477.5     0.3712478     0.4022158
     478.5     0.3728639     0.4024275
     479.5     0.3755381     0.4026805
     480.5     0.3527742     0.4037446
     481.5     0.3484915     0.4042864
     482.5     0.3452753     0.4044730
     483.5     0.2818079     0.4064853
     484.5     0.2847997     0.4067426
     485.5     0.3391101     0.4057482
     486.5     0.3401376     0.4060457
     487.5     0.3738724     0.4049525
     488.5     0.3801722     0.4050311
     489.5     0.3673175     0.4058373
     490.5     0.3714861     0.4058217
     491.5     0.3124311     0.4081472
     492.5     0.3052747     0.4083106
     493.5     0.3681645     0.4066766
     494.5     0.3650213     0.4071347
     495.5     0.3887745     0.4063652
     496.5     0.3897534     0.4065507
     497.5     0.3896469     0.4067755
     498.5     0.3849644     0.4071201
     499.5     0.3700920     0.4077751
     500.5     0.3525124     0.4086636
     501.5     0.3146268     0.4105320
     502.5     0.2710518     0.4113646
     503.5     0.3422739     0.4099706
     504.5     0.3371482     0.4104230
     505.5     0.3515812     0.4098341
     506.5     0.2814498     0.4118681
     507.5     0.2989868     0.4119287
     508.5     0.3605093     0.4100225
     509.5     0.3766185     0.4096736
     510.5     0.3302118     0.4117622
     511.5     0.3562182     0.4104617
     512.5     0.3794504     0.4100353
     513.5     0.3868220     0.4100389
     514.5     0.3563598     0.4116175
     515.5     0.3478469     0.4118936
     516.5     0.2860681     0.4136356
     517.5     0.2771040     0.4140499
     518.5     0.3271812     0.4131630
     519.5     0.2839328     0.4141828
     520.5     0.3453217     0.4125043
     521.5     0.3804405     0.4112788
     522.5     0.3854428     0.4112117
     523.5     0.3780293     0.4115557
     524.5     0.3542241     0.4125065
     525.5     0.2893763     0.4146627
     526.5     0.3002102     0.4146655
     527.5     0.3639336     0.4125788
     528.5     0.3774893     0.4120535
     529.5     0.3941501     0.4117668
     530.5     0.4023859     0.4116572
     531.5     0.4043642     0.4117158
     532.5     0.3985947     0.4119384
     533.5     0.3955949     0.4120616
     534.5     0.3837112     0.4127707
     535.5     0.3660712     0.4132165
     536.5     0.3056481     0.4152160
     537.5     0.3909296     0.4126085
     538.5     0.4028768     0.4123147
     539.5     0.3973942     0.4126990
     540.5     0.3750237     0.4132132
     541.5     0.3512086     0.4139292
     542.5     0.3998421     0.4125032
     543.5     0.3952149     0.4126798
     544.5     0.3466812     0.4139263
     545.5     0.2887965     0.4162335
     546.5     0.2963003     0.4160474
     547.5     0.3285741     0.4153130
     548.5     0.3724424     0.4138497
     549.5     0.3518837     0.4145797
     550.5     0.3433358     0.4149858
     551.5     0.4017486     0.4127880
     552.5     0.3862738     0.4131483
     553.5     0.4003843     0.4128610
     554.5     0.3194582     0.4155062
     555.5     0.3902361     0.4132185
     556.5     0.4035338     0.4128022
     557.5     0.3748358     0.4137153
     558.5     0.4080076     0.4126815
     559.5     0.4067932     0.4126480
     560.5     0.4048045     0.4127775
     561.5     0.4095677     0.4126204
     562.5     0.3817568     0.4132679
     563.5     0.3250028     0.4150840
     564.5     0.3904395     0.4130687
     565.5     0.3926882     0.4129273
     566.5     0.3488003     0.4144714
     567.5     0.2912435     0.4161462
     568.5     0.3401740     0.4147727
     569.5     0.2878751     0.4162459
     570.5     0.3706880     0.4134685
     571.5     0.3462179     0.4145310
     572.5     0.3858866     0.4124382
     573.5     0.3882089     0.4123380
     574.5     0.3678474     0.4128770
     575.5     0.3296919     0.4148613
     576.5     0.2968813     0.4156132
     577.5     0.3547754     0.4127485
     578.5     0.3798511     0.4122550
     579.5     0.3447777     0.4126617
     580.5     0.2815986     0.4158967
     581.5     0.3198703     0.4142347
     582.5     0.3386160     0.4122454
     583.5     0.3840029     0.4119254
     584.5     0.2939386     0.4146643
     585.5     0.3321242     0.4124004
     586.5     0.3756754     0.4115414
     587.5     0.3315779     0.4114762
     588.5     0.3142878     0.4115337
     589.5     0.2554378     0.4115305
     590.5     0.2945025     0.4123997
     591.5     0.2621289     0.4152073
     592.5     0.2879956     0.4139835
     593.5     0.2898471     0.4117821
     594.5     0.3090060     0.4127040
     595.5     0.2718207     0.4122405
     596.5     0.2442624     0.4111566
     597.5     0.2840565     0.4108556
     598.5     0.2694624     0.4107744
     599.5     0.2911832     0.4116085
     600.5     0.2900979     0.4124474
     601.5     0.2560780     0.4105206
     602.5     0.3105344     0.4095593
     603.5     0.2717334     0.4101123
     604.5     0.2387039     0.4116880
     605.5     0.3063158     0.4091599
     606.5     0.2524204     0.4096946
     607.5     0.2414681     0.4095342
     608.5     0.2887818     0.4088843
     609.5     0.2453466     0.4093354
     610.5     0.2676074     0.4088815
     611.5     0.2692997     0.4086179
     612.5     0.2386422     0.4098752
     613.5     0.2755627     0.4089767
     614.5     0.2408132     0.4089148
     615.5     0.2350875     0.4102518
     616.5     0.1778260     0.4114558
     617.5     0.1862112     0.4120378
     618.5     0.2332402     0.4084761
     619.5     0.2460791     0.4075153
     620.5     0.2584622     0.4091739
     621.5     0.2765876     0.4069344
     622.5     0.2007167     0.4072686
     623.5     0.2429769     0.4068938
     624.5     0.2229064     0.4079481
     625.5     0.1736397     0.4098540
     626.5     0.2018769     0.4078917
     627.5     0.1909104     0.4069602
     628.5     0.1760637     0.4067875
     629.5     0.1766829     0.4069074
     630.5     0.1677302     0.4070566
     631.5     0.1706806     0.4063638
     632.5     0.1585483     0.4078708
     633.5     0.1602964     0.4081972
     634.5     0.1603002     0.4064392
     635.5     0.1539492     0.4079876
     636.5     0.1558020     0.4071255
     637.5     0.1499272     0.4066039
     638.5     0.1531345     0.4072341
     639.5     0.1536494     0.4066849
     640.5     0.1464978     0.4059996
     641.5     0.1522280     0.4066029
     642.5     0.1524096     0.4062921
     643.5     0.1450108     0.4054601
     644.5     0.1554222     0.4062600
     645.5     0.1552354     0.4055871
     646.5     0.1395230     0.4049544
     647.5     0.1667141     0.4057540
     648.5     0.1783717     0.4053216
     649.5     0.1669275     0.4050701
     650.5     0.1680885     0.4050786
     651.5     0.1557564     0.4044542
     652.5     0.1493013     0.4040943
     653.5     0.1659988     0.4043767
     654.5     0.1507412     0.4036398
     655.5     0.1546800     0.4034654
     656.5     0.1643484     0.4036132
     657.5     0.1478280     0.4028811
     658.5     0.1585361     0.4028530
     659.5     0.1627289     0.4029294
     660.5     0.1426567     0.4019882
     661.5     0.1590212     0.4020209
     662.5     0.1770761     0.4018807
     663.5     0.1590752     0.4011461
     664.5     0.1630090     0.4011268
     665.5     0.1589786     0.4005981
     666.5     0.1468281     0.4007756
     667.5     0.2357480     0.4010026
     668.5     0.2337377     0.4007005
     669.5     0.1935143     0.4003352
     670.5     0.1549257     0.3997305
     671.5     0.1616914     0.3993844
     672.5     0.1581005     0.3989277
     673.5     0.1434550     0.3984169
     674.5     0.1654661     0.3986142
     675.5     0.1460555     0.3978941
     676.5     0.1524085     0.3976550
     677.5     0.1633703     0.3976733
     678.5     0.1392422     0.3969781
     679.5     0.1588320     0.3968990
     680.5     0.1578285     0.3965921
     681.5     0.1363310     0.3959212
     682.5     0.1602480     0.3961051
     683.5     0.1466479     0.3953812
     684.5     0.1399785     0.3949907
     685.5     0.1546793     0.3951173
     686.5     0.1277788     0.3941090
     687.5     0.1493506     0.3945527
     688.5     0.1472271     0.3940141
     689.5     0.1324760     0.3931682
     690.5     0.1473174     0.3933961
     691.5     0.1356425     0.3922108
     692.5     0.1360581     0.3917795
     693.5     0.1384969     0.3921828
     694.5     0.1282562     0.3909245
     695.5     0.1412405     0.3910070
     696.5     0.1357405     0.3907560
     697.5     0.1357627     0.3898833
     698.5     0.1338193     0.3900564
     699.5     0.1375718     0.3879614
     700.5     0.1404281     0.3881383
     701.5     0.1378450     0.3878519
     702.5     0.1464946     0.3862741
     703.5     0.1471039     0.3874301
     704.5     0.1519064     0.3860869
     705.5     0.1526992     0.3868885
     706.5     0.1642067     0.3850095
     707.5     0.1715147     0.3848279
     708.5     0.1601001     0.3840083
     709.5     0.1698678     0.3831963
     710.5     0.1819126     0.3822122
     711.5     0.1864220     0.3819329
     712.5     0.1986834     0.3812197
     713.5     0.1694257     0.3829052
     714.5     0.2220430     0.3802225
     715.5     0.2107543     0.3797345
     716.5     0.1946752     0.3796115
     717.5     0.2319274     0.3785348
     718.5     0.1553238     0.3797479
     719.5     0.1338193     0.3814322
     720.5     0.1517287     0.3824037
     721.5     0.1971979     0.3774621
     722.5     0.2477400     0.3761028
     723.5     0.2338857     0.3758817
     724.5     0.2867751     0.3751060
     725.5     0.2278171     0.3753859
     726.5     0.2610035     0.3746237
     727.5     0.2533517     0.3743606
     728.5     0.2062820     0.3747137
     729.5     0.2397885     0.3748203
     730.5     0.2083485     0.3748950
     731.5     0.2086879     0.3739319
     732.5     0.2687377     0.3720762
     733.5     0.2153196     0.3725940
     734.5     0.2196401     0.3722261
     735.5     0.2733943     0.3707725
     736.5     0.2087061     0.3713962
     737.5     0.2242003     0.3709239
     738.5     0.2783541     0.3695832
     739.5     0.2199769     0.3702365
     740.5     0.2112810     0.3712477
     741.5     0.1919077     0.3697060
     742.5     0.2353653     0.3694131
     743.5     0.2548150     0.3681515
     744.5     0.2838774     0.3693256
     745.5     0.2589702     0.3672893
     746.5     0.2759302     0.3664218
     747.5     0.3233042     0.3654592
     748.5     0.2685832     0.3665224
     749.5     0.2874788     0.3649037
     750.5     0.3248380     0.3638319
     751.5     0.2835486     0.3640892
     752.5     0.2922866     0.3642442
     753.5     0.3282947     0.3633229
     754.5     0.2767943     0.3642113
     755.5     0.3152938     0.3622265
     756.5     0.3415561     0.3612073
     757.5     0.3032872     0.3609399
     758.5     0.3349211     0.3601770
     759.5     0.3551607     0.3593968
     760.5     0.3277662     0.3594647
     761.5     0.3386861     0.3588316
     762.5     0.3659472     0.3579130
     763.5     0.3392353     0.3577953
     764.5     0.3444981     0.3572781
     765.5     0.3657173     0.3565478
     766.5     0.3493896     0.3563718
     767.5     0.3512145     0.3562089
     768.5     0.3517561     0.3559092
     769.5     0.3555592     0.3555800
     770.5     0.3490192     0.3551823
     771.5     0.3550763     0.3539272
     772.5     0.3604839     0.3534142
     773.5     0.3630509     0.3528828
     774.5     0.3580746     0.3526062
     775.5     0.3411515     0.3536154
     776.5     0.3491240     0.3529967
     777.5     0.3486504     0.3521917
     778.5     0.3580217     0.3507747
     779.5     0.3514266     0.3512298
     780.5     0.3592156     0.3496315
     781.5     0.3608402     0.3490775
     782.5     0.3590945     0.3487000
     783.5     0.3597117     0.3486759
     784.5     0.3178021     0.3505943
     785.5     0.3583079     0.3476197
     786.5     0.3594723     0.3467655
     787.5     0.3609330     0.3462358
     788.5     0.3587736     0.3457222
     789.5     0.3584433     0.3452390
     790.5     0.3582931     0.3447727
     791.5     0.2954739     0.3452979
     792.5     0.3319259     0.3444822
     793.5     0.3387605     0.3448384
     794.5     0.3562366     0.3438375
     795.5     0.3186556     0.3449897
     796.5     0.3436399     0.3434874
     797.5     0.3472753     0.3428966
     798.5     0.2963802     0.3447305
     799.5     0.3473923     0.3416311
     800.5     0.3515966     0.3401249
     801.5     0.3500497     0.3395931
     802.5     0.3505759     0.3397217
     803.5     0.3281800     0.3408163
     804.5     0.3493582     0.3381826
     805.5     0.3527702     0.3376102
     806.5     0.3488115     0.3373129
     807.5     0.3483497     0.3367879
     808.5     0.3367034     0.3373350
     809.5     0.3470861     0.3354926
     810.5     0.3473380     0.3349247
     811.5     0.3497690     0.3343633
     812.5     0.3466092     0.3339574
     813.5     0.3409681     0.3344566
     814.5     0.3397530     0.3344941
     815.5     0.3468597     0.3325511
     816.5     0.3480432     0.3319177
     817.5     0.3453147     0.3313693
     818.5     0.3451597     0.3308556
     819.5     0.3459530     0.3303329
     820.5     0.3443668     0.3298502
     821.5     0.3441410     0.3293250
     822.5     0.3445702     0.3288251
     823.5     0.3434412     0.3282997
     824.5     0.3435435     0.3279109
     825.5     0.3387163     0.3279934
     826.5     0.3432040     0.3268967
     827.5     0.3341249     0.3279470
