Flux units are Wm-2/cm-1    
    wavn(cm-1) flxtoa_up     flxsfc_dn
     262.5     0.1809017     0.2805314
     263.5     0.1732163     0.2818700
     264.5     0.1799954     0.2832145
     265.5     0.1644847     0.2845416
     266.5     0.1538685     0.2858819
     267.5     0.1756937     0.2872335
     268.5     0.1870980     0.2886003
     269.5     0.1896809     0.2899534
     270.5     0.1905395     0.2912988
     271.5     0.1850361     0.2926251
     272.5     0.1873061     0.2939705
     273.5     0.1860135     0.2953159
     274.5     0.1835891     0.2966546
     275.5     0.1623464     0.2979833
     276.5     0.1566385     0.2993057
     277.5     0.1547694     0.3006250
     278.5     0.1539265     0.3019437
     279.5     0.1610842     0.3032610
     280.5     0.1564237     0.3045481
     281.5     0.1576418     0.3058331
     282.5     0.1553343     0.3071170
     283.5     0.1733291     0.3084070
     284.5     0.1865148     0.3096952
     285.5     0.1882024     0.3109846
     286.5     0.1939425     0.3122762
     287.5     0.1912881     0.3135557
     288.5     0.1777227     0.3148303
     289.5     0.1570910     0.3161079
     290.5     0.1708680     0.3173947
     291.5     0.1949368     0.3186940
     292.5     0.2044829     0.3199970
     293.5     0.2087556     0.3212927
     294.5     0.2101712     0.3225797
     295.5     0.2022954     0.3238535
     296.5     0.2114925     0.3251445
     297.5     0.2083023     0.3264123
     298.5     0.1859076     0.3276599
     299.5     0.1980052     0.3289162
     300.5     0.1927208     0.3301580
     301.5     0.1720550     0.3313965
     302.5     0.1633518     0.3326410
     303.5     0.1674482     0.3338882
     304.5     0.1866524     0.3351441
     305.5     0.2028908     0.3363776
     306.5     0.2074510     0.3375965
     307.5     0.2174130     0.3388201
     308.5     0.2183876     0.3400296
     309.5     0.2039806     0.3412233
     310.5     0.2249657     0.3424643
     311.5     0.2190742     0.3436415
     312.5     0.2258682     0.3448727
     313.5     0.2182180     0.3460619
     314.5     0.1865233     0.3472346
     315.5     0.1918420     0.3484399
     316.5     0.2223361     0.3496865
     317.5     0.2297468     0.3509187
     318.5     0.2316298     0.3521312
     319.5     0.2305580     0.3533319
     320.5     0.2207651     0.3545033
     321.5     0.2151210     0.3557036
     322.5     0.2029731     0.3568938
     323.5     0.1724488     0.3580507
     324.5     0.1869782     0.3592203
     325.5     0.2064119     0.3603957
     326.5     0.2056937     0.3615576
     327.5     0.1750711     0.3627150
     328.5     0.1905668     0.3638851
     329.5     0.2206387     0.3650653
     330.5     0.2299906     0.3662112
     331.5     0.2336223     0.3673405
     332.5     0.2338919     0.3684723
     333.5     0.2252263     0.3695719
     334.5     0.1870162     0.3706543
     335.5     0.1824050     0.3717700
     336.5     0.2237033     0.3729252
     337.5     0.2368077     0.3740766
     338.5     0.2413875     0.3751988
     339.5     0.2336157     0.3762968
     340.5     0.1954179     0.3773703
     341.5     0.2268529     0.3785224
     342.5     0.2348483     0.3796422
     343.5     0.2147310     0.3807398
     344.5     0.2481567     0.3819197
     345.5     0.2286800     0.3830226
     346.5     0.2452703     0.3841517
     347.5     0.2453747     0.3852032
     348.5     0.2301704     0.3862389
     349.5     0.1961138     0.3872892
     350.5     0.2164970     0.3883658
     351.5     0.1963155     0.3894318
     352.5     0.2108337     0.3905082
     353.5     0.2159634     0.3915816
     354.5     0.1862423     0.3926378
     355.5     0.2305337     0.3936844
     356.5     0.2212075     0.3947062
     357.5     0.1927647     0.3957096
     358.5     0.2144623     0.3967324
     359.5     0.2506708     0.3978090
     360.5     0.2620037     0.3988710
     361.5     0.2620856     0.3998911
     362.5     0.2556971     0.4008952
     363.5     0.2719910     0.4019101
     364.5     0.2750471     0.4029062
     365.5     0.2764840     0.4039156
     366.5     0.2758325     0.4049472
     367.5     0.2686507     0.4060014
     368.5     0.2608396     0.4070259
     369.5     0.2133696     0.4079590
     370.5     0.2227389     0.4089987
     371.5     0.2609993     0.4100742
     372.5     0.2611409     0.4110264
     373.5     0.2481656     0.4119474
     374.5     0.2086263     0.4128776
     375.5     0.2202058     0.4138474
     376.5     0.2204190     0.4148192
     377.5     0.2651255     0.4158534
     378.5     0.2565775     0.4168294
     379.5     0.2810158     0.4178109
     380.5     0.2751357     0.4187219
     381.5     0.2814141     0.4196327
     382.5     0.2771687     0.4205670
     383.5     0.2426840     0.4214180
     384.5     0.2181516     0.4222995
     385.5     0.2084572     0.4232146
     386.5     0.2647280     0.4242179
     387.5     0.2830541     0.4250797
     388.5     0.2897379     0.4259385
     389.5     0.2879526     0.4268657
     390.5     0.2933719     0.4277623
     391.5     0.2905907     0.4287338
     392.5     0.2869842     0.4297042
     393.5     0.2668762     0.4305623
     394.5     0.2321317     0.4314274
     395.5     0.2598682     0.4323844
     396.5     0.2116941     0.4332429
     397.5     0.2031468     0.4341045
     398.5     0.2372142     0.4349757
     399.5     0.2442616     0.4358433
     400.5     0.2348592     0.4367025
     401.5     0.2862247     0.4376597
     402.5     0.2973482     0.4384596
     403.5     0.3024504     0.4392063
     404.5     0.3048323     0.4399787
     405.5     0.2890802     0.4409163
     406.5     0.3087722     0.4414311
     407.5     0.3101847     0.4421791
     408.5     0.3116493     0.4429232
     409.5     0.3106027     0.4438173
     410.5     0.3120715     0.4445266
     411.5     0.3114189     0.4453676
     412.5     0.3100102     0.4462522
     413.5     0.3072699     0.4471564
     414.5     0.2928690     0.4481637
     415.5     0.2923765     0.4490502
     416.5     0.2783533     0.4498765
     417.5     0.2433857     0.4505905
     418.5     0.2079011     0.4513693
     419.5     0.2064221     0.4521723
     420.5     0.2392495     0.4530080
     421.5     0.2793472     0.4538811
     422.5     0.2668009     0.4545752
     423.5     0.2668248     0.4553234
     424.5     0.2965450     0.4561343
     425.5     0.2648810     0.4568126
     426.5     0.2689226     0.4575716
     427.5     0.3129265     0.4579927
     428.5     0.3089726     0.4587786
     429.5     0.3142586     0.4593855
     430.5     0.2883594     0.4604175
     431.5     0.2563280     0.4611644
     432.5     0.3142433     0.4614289
     433.5     0.3209839     0.4620590
     434.5     0.2955182     0.4631988
     435.5     0.3106016     0.4639806
     436.5     0.2795262     0.4646339
     437.5     0.3188647     0.4651261
     438.5     0.3230915     0.4654047
     439.5     0.3190857     0.4661978
     440.5     0.3078737     0.4671497
     441.5     0.2442535     0.4680946
     442.5     0.2507069     0.4687953
     443.5     0.2729698     0.4694682
     444.5     0.3117400     0.4701299
     445.5     0.3218309     0.4706417
     446.5     0.2786427     0.4715334
     447.5     0.3063882     0.4721083
     448.5     0.3306133     0.4721127
     449.5     0.3263695     0.4728588
     450.5     0.3224665     0.4736174
     451.5     0.3098036     0.4745856
     452.5     0.2776710     0.4753534
     453.5     0.2983498     0.4759924
     454.5     0.3158408     0.4764345
     455.5     0.3053713     0.4771984
     456.5     0.2600960     0.4777704
     457.5     0.2198256     0.4782711
     458.5     0.2573012     0.4788973
     459.5     0.3034520     0.4795074
     460.5     0.3152306     0.4799797
     461.5     0.2958119     0.4806438
     462.5     0.3309915     0.4806484
     463.5     0.3269289     0.4810922
     464.5     0.3385504     0.4810770
     465.5     0.3322447     0.4818171
     466.5     0.3194002     0.4830069
     467.5     0.3044567     0.4839911
     468.5     0.3018681     0.4846942
     469.5     0.3237147     0.4849592
     470.5     0.3079274     0.4857598
     471.5     0.2862740     0.4864267
     472.5     0.2055184     0.4868801
     473.5     0.2781591     0.4874997
     474.5     0.3204245     0.4876136
     475.5     0.3330832     0.4877277
     476.5     0.3178150     0.4888578
     477.5     0.3436178     0.4880234
     478.5     0.3446218     0.4882587
     479.5     0.3463621     0.4885660
     480.5     0.3306916     0.4901622
     481.5     0.3272569     0.4907497
     482.5     0.3247653     0.4911745
     483.5     0.2666048     0.4924287
     484.5     0.2692676     0.4928959
     485.5     0.3210571     0.4930569
     486.5     0.3205489     0.4933144
     487.5     0.3458231     0.4925163
     488.5     0.3500265     0.4925270
     489.5     0.3417547     0.4939887
     490.5     0.3445016     0.4942170
     491.5     0.2977958     0.4960480
     492.5     0.2891513     0.4965089
     493.5     0.3425427     0.4959681
     494.5     0.3399240     0.4962375
     495.5     0.3563049     0.4951694
     496.5     0.3570127     0.4954877
     497.5     0.3569559     0.4958943
     498.5     0.3538710     0.4967420
     499.5     0.3432770     0.4980240
     500.5     0.3308545     0.4993795
     501.5     0.3011309     0.5005357
     502.5     0.2569574     0.5009655
     503.5     0.3241727     0.5011423
     504.5     0.3197616     0.5015428
     505.5     0.3300960     0.5013528
     506.5     0.2655831     0.5024582
     507.5     0.2841839     0.5028618
     508.5     0.3363869     0.5019488
     509.5     0.3482047     0.5016666
     510.5     0.3132165     0.5036971
     511.5     0.3324337     0.5030627
     512.5     0.3500361     0.5022202
     513.5     0.3555767     0.5023698
     514.5     0.3350478     0.5049050
     515.5     0.3281768     0.5052854
     516.5     0.2717876     0.5060446
     517.5     0.2636197     0.5064030
     518.5     0.3123431     0.5067665
     519.5     0.2706355     0.5071236
     520.5     0.3245661     0.5069193
     521.5     0.3514012     0.5056684
     522.5     0.3549497     0.5055900
     523.5     0.3494173     0.5063106
     524.5     0.3318979     0.5078306
     525.5     0.2745881     0.5090513
     526.5     0.2852705     0.5093310
     527.5     0.3391569     0.5083110
     528.5     0.3485433     0.5074194
     529.5     0.3610126     0.5064926
     530.5     0.3672811     0.5055200
     531.5     0.3687548     0.5053898
     532.5     0.3642977     0.5063450
     533.5     0.3622434     0.5071055
     534.5     0.3539042     0.5089271
     535.5     0.3397140     0.5095358
     536.5     0.2873230     0.5117584
     537.5     0.3585952     0.5086659
     538.5     0.3679237     0.5072908
     539.5     0.3641489     0.5085560
     540.5     0.3459837     0.5096667
     541.5     0.3245237     0.5107349
     542.5     0.3650053     0.5081680
     543.5     0.3615449     0.5092384
     544.5     0.3264024     0.5124514
     545.5     0.2734577     0.5142020
     546.5     0.2794142     0.5142869
     547.5     0.3096378     0.5142208
     548.5     0.3455061     0.5131629
     549.5     0.3285116     0.5139180
     550.5     0.3215002     0.5145344
     551.5     0.3674418     0.5105157
     552.5     0.3553025     0.5115020
     553.5     0.3658752     0.5105605
     554.5     0.2992358     0.5153603
     555.5     0.3579823     0.5118292
     556.5     0.3689831     0.5102043
     557.5     0.3475583     0.5138846
     558.5     0.3727284     0.5091683
     559.5     0.3723719     0.5089006
     560.5     0.3710883     0.5107197
     561.5     0.3745839     0.5089953
     562.5     0.3514278     0.5122476
     563.5     0.3021252     0.5157257
     564.5     0.3589085     0.5127531
     565.5     0.3602850     0.5121496
     566.5     0.3259081     0.5160786
     567.5     0.2737927     0.5177301
     568.5     0.3196804     0.5172480
     569.5     0.2717396     0.5181449
     570.5     0.3431985     0.5162004
     571.5     0.3247655     0.5172842
     572.5     0.3563507     0.5128919
     573.5     0.3586175     0.5124927
     574.5     0.3421936     0.5154073
     575.5     0.3107714     0.5183774
     576.5     0.2803758     0.5189096
     577.5     0.3323095     0.5157832
     578.5     0.3515100     0.5140189
     579.5     0.3253115     0.5159035
     580.5     0.2676126     0.5194269
     581.5     0.3017687     0.5182459
     582.5     0.3207653     0.5150628
     583.5     0.3563882     0.5141654
     584.5     0.2828810     0.5191717
     585.5     0.3162107     0.5163811
     586.5     0.3509739     0.5127615
     587.5     0.3185971     0.5119534
     588.5     0.2976849     0.5127428
     589.5     0.2468631     0.5138231
     590.5     0.2841748     0.5174024
     591.5     0.2494552     0.5199975
     592.5     0.2758862     0.5195363
     593.5     0.2802455     0.5169107
     594.5     0.2931714     0.5181668
     595.5     0.2650331     0.5173319
     596.5     0.2421798     0.5151356
     597.5     0.2759522     0.5145052
     598.5     0.2641787     0.5150064
     599.5     0.2813075     0.5180814
     600.5     0.2779714     0.5192378
     601.5     0.2529522     0.5151789
     602.5     0.3029578     0.5112145
     603.5     0.2656903     0.5140648
     604.5     0.2348935     0.5188023
     605.5     0.3000177     0.5108190
     606.5     0.2501035     0.5119920
     607.5     0.2400179     0.5117147
     608.5     0.2836279     0.5110270
     609.5     0.2436845     0.5125586
     610.5     0.2637141     0.5112661
     611.5     0.2662753     0.5102270
     612.5     0.2341363     0.5157264
     613.5     0.2700131     0.5145177
     614.5     0.2382316     0.5162746
     615.5     0.2319851     0.5183796
     616.5     0.1754898     0.5197800
     617.5     0.1845486     0.5200538
     618.5     0.2326997     0.5138402
     619.5     0.2436967     0.5140029
     620.5     0.2516879     0.5184612
     621.5     0.2717033     0.5121852
     622.5     0.2010419     0.5137546
     623.5     0.2409629     0.5130779
     624.5     0.2210268     0.5175663
     625.5     0.1716035     0.5194780
     626.5     0.2011337     0.5178416
     627.5     0.1914757     0.5150104
     628.5     0.1760017     0.5148104
     629.5     0.1769185     0.5154364
     630.5     0.1672451     0.5157673
     631.5     0.1705485     0.5152935
     632.5     0.1573276     0.5183548
     633.5     0.1588240     0.5185230
     634.5     0.1594421     0.5168407
     635.5     0.1521570     0.5184131
     636.5     0.1539451     0.5174364
     637.5     0.1479305     0.5172909
     638.5     0.1509609     0.5175842
     639.5     0.1513524     0.5171159
     640.5     0.1440877     0.5167148
     641.5     0.1498673     0.5171731
     642.5     0.1498958     0.5172760
     643.5     0.1422006     0.5163788
     644.5     0.1531087     0.5172643
     645.5     0.1527954     0.5166152
     646.5     0.1366031     0.5160453
     647.5     0.1648445     0.5170828
     648.5     0.1763626     0.5167199
     649.5     0.1651532     0.5167388
     650.5     0.1664172     0.5167533
     651.5     0.1535045     0.5163208
     652.5     0.1471048     0.5160605
     653.5     0.1644637     0.5163360
     654.5     0.1486727     0.5156723
     655.5     0.1528407     0.5155828
     656.5     0.1627402     0.5157530
     657.5     0.1458664     0.5151436
     658.5     0.1567132     0.5152448
     659.5     0.1610612     0.5152347
     660.5     0.1405851     0.5145007
     661.5     0.1573635     0.5144484
     662.5     0.1755137     0.5143617
     663.5     0.1573036     0.5138581
     664.5     0.1614314     0.5137389
     665.5     0.1572733     0.5133361
     666.5     0.1451028     0.5136235
     667.5     0.2347923     0.5135604
     668.5     0.2326329     0.5133457
     669.5     0.1921100     0.5132086
     670.5     0.1532453     0.5131075
     671.5     0.1600654     0.5127709
     672.5     0.1563471     0.5123938
     673.5     0.1416214     0.5120857
     674.5     0.1640271     0.5122715
     675.5     0.1441833     0.5116894
     676.5     0.1506450     0.5115701
     677.5     0.1618759     0.5116300
     678.5     0.1373250     0.5112092
     679.5     0.1570501     0.5109997
     680.5     0.1562463     0.5107257
     681.5     0.1342911     0.5102479
     682.5     0.1586897     0.5103432
     683.5     0.1446769     0.5096957
     684.5     0.1378719     0.5094112
     685.5     0.1530306     0.5095093
     686.5     0.1253115     0.5086761
     687.5     0.1473454     0.5090967
     688.5     0.1451288     0.5086996
     689.5     0.1298641     0.5081189
     690.5     0.1453626     0.5081242
     691.5     0.1332512     0.5069662
     692.5     0.1340913     0.5066810
     693.5     0.1363138     0.5073617
     694.5     0.1260010     0.5064448
     695.5     0.1396291     0.5063012
     696.5     0.1338727     0.5064008
     697.5     0.1345779     0.5058061
     698.5     0.1316988     0.5058248
     699.5     0.1371464     0.5029531
     700.5     0.1395161     0.5035504
     701.5     0.1369875     0.5031462
     702.5     0.1469693     0.5013853
     703.5     0.1467523     0.5037901
     704.5     0.1524952     0.5017110
     705.5     0.1528777     0.5035071
     706.5     0.1657291     0.5002528
     707.5     0.1730273     0.5007700
     708.5     0.1623130     0.4981197
     709.5     0.1724028     0.4959887
     710.5     0.1844825     0.4930542
     711.5     0.1893097     0.4933182
     712.5     0.2021653     0.4905118
     713.5     0.1698300     0.5001321
     714.5     0.2251104     0.4904730
     715.5     0.2149789     0.4830567
     716.5     0.1982467     0.4876974
     717.5     0.2379722     0.4811878
     718.5     0.1573386     0.4950448
     719.5     0.1330297     0.4982105
     720.5     0.1503710     0.4988954
     721.5     0.2003483     0.4854237
     722.5     0.2551155     0.4674246
     723.5     0.2418164     0.4695628
     724.5     0.2924081     0.4598760
     725.5     0.2316824     0.4726959
     726.5     0.2653035     0.4648578
     727.5     0.2576978     0.4662164
     728.5     0.2085916     0.4812168
     729.5     0.2366693     0.4882099
     730.5     0.2051836     0.4908246
     731.5     0.2074227     0.4851591
     732.5     0.2730928     0.4634590
     733.5     0.2184715     0.4719813
     734.5     0.2230043     0.4721506
     735.5     0.2793360     0.4580018
     736.5     0.2139132     0.4714064
     737.5     0.2283331     0.4692380
     738.5     0.2832499     0.4586259
     739.5     0.2216550     0.4761005
     740.5     0.2096715     0.4866730
     741.5     0.1943855     0.4818965
     742.5     0.2346671     0.4802678
     743.5     0.2575856     0.4686929
     744.5     0.2715487     0.4862591
     745.5     0.2606638     0.4660306
     746.5     0.2812234     0.4526891
     747.5     0.3269634     0.4450047
     748.5     0.2647995     0.4723435
     749.5     0.2926211     0.4485268
     750.5     0.3376664     0.4262051
     751.5     0.2872790     0.4545812
     752.5     0.2861757     0.4695236
     753.5     0.3225422     0.4552256
     754.5     0.2650543     0.4782324
     755.5     0.3143021     0.4524709
     756.5     0.3510506     0.4247051
     757.5     0.3158421     0.4264225
     758.5     0.3498603     0.4102563
     759.5     0.3746109     0.3931964
     760.5     0.3367060     0.4235226
     761.5     0.3515518     0.4135877
     762.5     0.3882676     0.3818576
     763.5     0.3578080     0.3973666
     764.5     0.3641362     0.3932048
     765.5     0.3892042     0.3775363
     766.5     0.3687414     0.3918491
     767.5     0.3609179     0.4133386
     768.5     0.3560905     0.4133832
     769.5     0.3540540     0.4287951
     770.5     0.3537502     0.4193963
     771.5     0.3776487     0.3799260
     772.5     0.3838131     0.3755314
     773.5     0.3873558     0.3727001
     774.5     0.3765021     0.3883727
     775.5     0.3276975     0.4506063
     776.5     0.3405072     0.4407759
     777.5     0.3464719     0.4284430
     778.5     0.3749241     0.3906867
     779.5     0.3471152     0.4278714
     780.5     0.3835090     0.3697654
     781.5     0.3876832     0.3629482
     782.5     0.3826868     0.3700804
     783.5     0.3676940     0.4036174
     784.5     0.2944036     0.4619531
     785.5     0.3704613     0.3948253
     786.5     0.3852611     0.3624645
     787.5     0.3881492     0.3576655
     788.5     0.3887472     0.3512165
     789.5     0.3888207     0.3500035
     790.5     0.3888570     0.3488601
     791.5     0.3104219     0.3980485
     792.5     0.3486084     0.3867126
     793.5     0.3374058     0.4209038
     794.5     0.3575201     0.4125324
     795.5     0.3056680     0.4410775
     796.5     0.3335611     0.4299382
     797.5     0.3357193     0.4323710
     798.5     0.2737159     0.4589007
     799.5     0.3480726     0.4107666
     800.5     0.3769091     0.3587918
     801.5     0.3776629     0.3531651
     802.5     0.3619868     0.3889380
     803.5     0.3112823     0.4445104
     804.5     0.3747548     0.3584102
     805.5     0.3805315     0.3501937
     806.5     0.3706865     0.3660102
     807.5     0.3718089     0.3600511
     808.5     0.3346616     0.4038583
     809.5     0.3806929     0.3337525
     810.5     0.3833663     0.3270819
     811.5     0.3872856     0.3228886
     812.5     0.3819483     0.3284616
     813.5     0.3502945     0.3829769
     814.5     0.3346501     0.4162283
     815.5     0.3787766     0.3367800
     816.5     0.3842843     0.3252757
     817.5     0.3844836     0.3161172
     818.5     0.3849361     0.3140099
     819.5     0.3869017     0.3105646
     820.5     0.3849169     0.3111637
     821.5     0.3851238     0.3096943
     822.5     0.3845365     0.3120146
     823.5     0.3845206     0.3086946
     824.5     0.3799807     0.3190581
     825.5     0.3568560     0.3527679
     826.5     0.3795304     0.3209116
     827.5     0.3287595     0.4063528
